KEY,NUCLIDE,METHOD,< VALUE_Bq/m³,VALUE_Bq/m³,ERROR%_m³,DATE_OF_ENTRY
"WIMGW2011049","CS137","IMGW01",,33.87,2.66,"02/15/13 00:00:00"
"WIMGW2011049","SR90","IMGW02",,7.97,6.02,"02/15/13 00:00:00"
"WIMGW2011050","CS137","IMGW01",,35.29,2.27,"02/15/13 00:00:00"
"WIMGW2011050","SR90","IMGW02",,8.44,6.03,"02/15/13 00:00:00"
"WIMGW2011051","CS137","IMGW01",,32.52,2.46,"02/15/13 00:00:00"
"WIMGW2011051","SR90","IMGW02",,7.28,6.92,"02/15/13 00:00:00"
"WRISO2010001","CS137","RISO02",,31.98,10.08,"11/24/11 00:00:00"
"WRISO2010001","SR90   ","RISO03",,7.58,10.08,"11/24/11 00:00:00"
"WRISO2010001","TC99   ","RISO04",,0.1,10.08,"11/24/11 00:00:00"
"WRISO2010002","CS137","RISO02",,4.83,11.87,"11/24/11 00:00:00"
"WRISO2010003","CS137","RISO02",,31.02,10.73,"11/24/11 00:00:00"
"WRISO2010004","CS137","RISO02",,16.54,12.15,"11/24/11 00:00:00"
"WRISO2010005","CS137","RISO02",,22.77,10,"11/24/11 00:00:00"
"WRISO2010006","CS137","RISO02",,26.52,10.53,"11/24/11 00:00:00"
"WRISO2010006","TC99   ","RISO04",,0.18,10,"11/24/11 00:00:00"
"WRISO2010007","CS137","RISO02",,4.13,10.44,"11/24/11 00:00:00"
"WRISO2010007","TC99   ","RISO04",,0.47,10,"11/24/11 00:00:00"
"WRISO2010008","CS137","RISO02",,14.45,10.28,"11/24/11 00:00:00"
"WRISO2010008","SR90   ","RISO03",,0.88,10,"11/24/11 00:00:00"
"WRISO2010008","TC99   ","RISO04",,0.25,11,"11/24/11 00:00:00"
"WRISO2010009","CS137","RISO02",,15.09,10,"11/24/11 00:00:00"
"WRISO2010009","SR90   ","RISO03",,3.44,10,"11/24/11 00:00:00"
"WRISO2010009","TC99   ","RISO04",,0.27,10,"11/24/11 00:00:00"
"WRISO2010010","CS137","RISO02",,23.92,11.18,"11/24/11 00:00:00"
"WRISO2010011","CS137","RISO02",,5.74,10.16,"11/24/11 00:00:00"
"WRISO2010012","CS137","RISO02",,20.83,10,"11/24/11 00:00:00"
"WRISO2010013","CS137","RISO02",,14.75,10,"11/24/11 00:00:00"
"WRISO2010014","CS137","RISO02",,26.42,10,"11/24/11 00:00:00"
"WRISO2010015","CS137","RISO02",,8.52,12,"11/24/11 00:00:00"
"WRISO2010016","CS137","RISO02",,26.02,10,"11/24/11 00:00:00"
"WRISO2010017","CS137","RISO02",,19.02,10.53,"11/24/11 00:00:00"
"WRISO2010018","CS137","RISO02",,29.85,11.66,"11/24/11 00:00:00"
"WRISO2010019","CS137","RISO02",,11.77,10.28,"11/24/11 00:00:00"
"WRISO2010020","CS137","RISO02",,14.07,11.14,"11/24/11 00:00:00"
"WRISO2010021","CS137","RISO02",,18.25,10.13,"11/24/11 00:00:00"
"WRISO2010022","CS137","RISO02",,27.75,11.56,"11/24/11 00:00:00"
"WRISO2010023","CS137","RISO02",,14.08,10.14,"11/24/11 00:00:00"
"WRISO2010024","CS137","RISO02",,24.4,11.18,"11/24/11 00:00:00"
"WRISO2010025","CS137","RISO02",,18.67,10.28,"11/24/11 00:00:00"
"WRISO2010026","CS137","RISO02",,28.82,10.73,"11/24/11 00:00:00"
"WRISO2010027","CS137","RISO02",,21.66,10.16,"11/24/11 00:00:00"
"WRISO2010028","CS137","RISO02",,26.14,10.28,"11/24/11 00:00:00"
"WRISO2010029","CS137","RISO02",,31.21,10.1,"11/24/11 00:00:00"
"WRISO2010030","CS137","RISO02",,33.77,10.56,"11/24/11 00:00:00"
"WRISO2010031","CS137","RISO02",,21.66,10.24,"11/24/11 00:00:00"
"WRISO2010032","CS137","RISO02",,32.19,10.11,"11/24/11 00:00:00"
"WRISO2010033","CS137","RISO02",,30.64,10.31,"11/24/11 00:00:00"
"WRISO2010034","CS137","RISO02",,28.23,10.33,"11/24/11 00:00:00"
"WRISO2010034","TC99   ","RISO04",,0.07199999999999999,10.33,"11/24/11 00:00:00"
"WRISO2010035","CS137","RISO02",,35.12,10.22,"11/24/11 00:00:00"
"WRISO2010036","CS137","RISO02",,34.05,10.33,"11/24/11 00:00:00"
"WRISO2010037","CS137","RISO02",,32.34,10.1,"11/24/11 00:00:00"
"WRISO2010037","TC99   ","RISO04",,0.064,10.1,"11/24/11 00:00:00"
"WRISO2010037","SR90   ","RISO03",,8.43,10.1,"11/24/11 00:00:00"
"WRISO2010038","CS137","RISO02",,37.34,10,"11/24/11 00:00:00"
"WRISO2010038","TC99   ","RISO04",,0.08500000000000001,10,"11/24/11 00:00:00"
"WRISO2010039","CS137","RISO02",,36.12,10.26,"11/24/11 00:00:00"
"WRISO2010040","CS137","RISO02",,35.69,10.28,"11/24/11 00:00:00"
"WRISO2010041","CS137","RISO02",,33.71,10.41,"11/24/11 00:00:00"
"WRISO2010041","TC99   ","RISO04",,0.08500000000000001,10.41,"11/24/11 00:00:00"
"WRISO2010042","CS137","RISO02",,33.24,10.26,"11/24/11 00:00:00"
"WRISO2010043","CS137","RISO02",,9.380000000000001,12,"11/24/11 00:00:00"
"WRISO2010044","CS137","RISO02",,26.07,10.41,"11/24/11 00:00:00"
"WRISO2010045","CS137","RISO02",,32.82,10.13,"11/24/11 00:00:00"
"WRISO2010046","CS137","RISO02",,22.97,11,"11/24/11 00:00:00"
"WRISO2010046","TC99   ","RISO02",,0.29,10,"11/24/11 00:00:00"
"WRISO2010047","CS137","RISO02",,4.51,10.31,"11/24/11 00:00:00"
"WRISO2010047","TC99   ","RISO02",,0.42,11,"11/24/11 00:00:00"
"WRISO2010048","CS137","RISO02",,17.76,10.63,"11/24/11 00:00:00"
"WRISO2010048","TC99   ","RISO02",,0.24,11,"11/24/11 00:00:00"
"WRISO2010049","CS137","RISO02",,11.75,10.07,"11/24/11 00:00:00"
"WRISO2010049","TC99   ","RISO02",,0.28,11,"11/24/11 00:00:00"
"WRISO2011001","CS137","RISO02",,25.7,10.44,"02/15/13 00:00:00"
"WRISO2011002","CS137","RISO02",,7.21,10,"02/15/13 00:00:00"
"WRISO2011003","CS137","RISO02",,23.92,10.13,"02/15/13 00:00:00"
"WRISO2011004","CS137","RISO02",,12.44,11.56,"02/15/13 00:00:00"
"WRISO2011005","CS137","RISO02",,26.66,12,"02/15/13 00:00:00"
"WRISO2011006","CS137","RISO02",,28.43,12,"02/15/13 00:00:00"
"WRISO2011007","CS137","RISO02",,24.44,11,"02/15/13 00:00:00"
"WRISO2011008","CS137","RISO02",,30.91,10,"02/15/13 00:00:00"
"WRISO2011009","CS137","RISO02",,23.26,10.53,"02/15/13 00:00:00"
"WRISO2011010","CS137","RISO02",,26.71,10,"02/15/13 00:00:00"
"WRISO2011011","CS137","RISO02",,17.37,10.44,"02/15/13 00:00:00"
"WRISO2011012","CS137","RISO02",,11.82,10,"02/15/13 00:00:00"
"WRISO2011013","CS137","RISO02",,22.14,10.13,"02/15/13 00:00:00"
"WRISO2011014","CS137","RISO02",,11.61,11.56,"02/15/13 00:00:00"
"WRISO2011014","SR90","RISO03",,2.39,11.56,"02/15/13 00:00:00"
"WRISO2011015","CS137","RISO02",,20.81,10.14,"02/15/13 00:00:00"
"WRISO2011016","CS137","RISO02",,8.77,10,"02/15/13 00:00:00"
"WRISO2011017","CS137","RISO02",,22.1,10,"02/15/13 00:00:00"
"WRISO2011018","CS137","RISO02",,16.08,10.08,"02/15/13 00:00:00"
"WRISO2011019","CS137","RISO02",,23.43,10.08,"02/15/13 00:00:00"
"WRISO2011020","CS137","RISO02",,21.07,10.08,"02/15/13 00:00:00"
"WRISO2011021","CS137","RISO02",,23.04,11.87,"02/15/13 00:00:00"
"WRISO2011022","CS137","RISO02",,26.99,10.73,"02/15/13 00:00:00"
"WRISO2011023","CS137","RISO02",,13.37,12.15,"02/15/13 00:00:00"
"WRISO2011024","CS137","RISO02",,25.69,10,"02/15/13 00:00:00"
"WRISO2011025","CS137","RISO02",,14.9,10.53,"02/15/13 00:00:00"
"WRISO2011026","CS137","RISO02",,31.7,10,"02/14/17 00:00:00"
"WRISO2011026","SR90","RISO03",,6.41,12,"02/15/13 00:00:00"
"WRISO2011027","CS137","RISO02",,33.8,10.44,"02/15/13 00:00:00"
"WRISO2011028","CS137","RISO02",,22.24,10,"02/15/13 00:00:00"
"WRISO2011029","CS137","RISO02",,17.62,10.13,"02/15/13 00:00:00"
"WRISO2011030","CS137","RISO02",,31.25,11.56,"02/15/13 00:00:00"
"WRISO2011031","CS137","RISO02",,27.39,10.14,"02/15/13 00:00:00"
"WRISO2011032","CS137","RISO02",,24.47,11.18,"02/15/13 00:00:00"
"WRISO2011033","CS137","RISO02",,30.94,10.28,"02/15/13 00:00:00"
"WRISO2011034","CS137","RISO02",,30.75,10.73,"02/15/13 00:00:00"
"WRISO2011035","CS137","RISO02",,5.75,10,"02/15/13 00:00:00"
"WRISO2011036","CS137","RISO02",,23.6,10.44,"02/15/13 00:00:00"
"WRISO2011037","CS137","RISO02",,7.58,10,"02/15/13 00:00:00"
"WRISO2011038","CS137","RISO02",,27.03,10.13,"02/15/13 00:00:00"
"WRISO2011039","CS137","RISO02",,11.9,11.56,"02/15/13 00:00:00"
"WRISO2011040","CS137","RISO02",,28.6,10.14,"02/15/13 00:00:00"
"WRISO2011041","CS137","RISO02",,18.93,10,"02/15/13 00:00:00"
"WRISO2011042","CS137","RISO02",,30.4,10,"02/15/13 00:00:00"
"WRISO2011043","CS137","RISO02",,32.4,10.08,"02/15/13 00:00:00"
"WRISO2011044","CS137","RISO02",,11.1,10.08,"02/15/13 00:00:00"
"WRISO2011045","CS137","RISO02",,3.66,10.08,"02/15/13 00:00:00"
"WRISO2011046","CS137","RISO02",,35.1,10.13,"02/15/13 00:00:00"
"WDHIG2012016","CS137","DHIG3",,23.4,2,"03/28/14 00:00:00"
"WDHIG2012017","CS137","DHIG3",,23.3,2,"03/28/14 00:00:00"
"WDHIG2012030","CS137","DHIG3",,26.7,1,"03/28/14 00:00:00"
"WDHIG2012031","CS137","DHIG3",,22.7,2,"03/28/14 00:00:00"
"WDHIG2012032","CS137","DHIG3",,23.8,2,"03/28/14 00:00:00"
"WDHIG2012033","CS137","DHIG3",,19.8,2,"03/28/14 00:00:00"
"WDHIG2012042","CS137","DHIG3",,21.3,2,"03/28/14 00:00:00"
"WDHIG2012043","CS137","DHIG3",,18,2,"03/28/14 00:00:00"
"WDHIG2012056","CS137","DHIG3",,24,2,"03/28/14 00:00:00"
"WDHIG2012057","CS137","DHIG3",,19.8,2,"03/28/14 00:00:00"
"WDHIG2012058","CS137","DHIG3",,22.8,2,"03/28/14 00:00:00"
"WDHIG2012059","CS137","DHIG3",,18.4,2,"03/28/14 00:00:00"
"WDHIG2012072","CS137","DHIG3",,23.6,2,"03/28/14 00:00:00"
"WDHIG2012073","CS137","DHIG3",,20.4,2,"03/28/14 00:00:00"
"WDHIG2012074","CS137","DHIG3",,24.9,2,"03/28/14 00:00:00"
"WDHIG2012075","CS137","DHIG3",,22,2,"03/28/14 00:00:00"
"WDHIG2012076","CS137","DHIG3",,25.1,1,"03/28/14 00:00:00"
"WDHIG2012077","CS137","DHIG3",,18.5,3,"03/28/14 00:00:00"
"WDHIG2012078","CS137","DHIG3",,25.1,2,"03/28/14 00:00:00"
"WDHIG2012079","CS137","DHIG3",,13.1,2,"03/28/14 00:00:00"
"WDHIG2012088","CS137","DHIG3",,30.1,1,"03/28/14 00:00:00"
"WDHIG2012089","CS137","DHIG3",,14,2,"03/28/14 00:00:00"
"WDHIG2012090","CS137","DHIG3",,25.7,1,"03/28/14 00:00:00"
"WDHIG2012091","CS137","DHIG3",,20.8,2,"03/28/14 00:00:00"
"WDHIG2012103","CS137","DHIG3",,27.5,1,"03/28/14 00:00:00"
"WDHIG2012104","CS137","DHIG3",,20.9,2,"03/28/14 00:00:00"
"WDHIG2012115","CS137","DHIG3",,26.1,2,"03/28/14 00:00:00"
"WDHIG2012116","CS137","DHIG3",,20.1,3,"03/28/14 00:00:00"
"WDHIG2012118","CS137","DHIG3",,27,1,"03/28/14 00:00:00"
"WDHIG2012119","CS137","DHIG3",,22.4,2,"03/28/14 00:00:00"
"WDHIG2012120","CS137","DHIG3",,27,2,"03/28/14 00:00:00"
"WDHIG2012121","CS137","DHIG3",,21.8,2,"03/28/14 00:00:00"
"WDHIG2012122","CS137","DHIG3",,26.6,1,"03/28/14 00:00:00"
"WDHIG2012123","CS137","DHIG3",,18,2,"03/28/14 00:00:00"
"WDHIG2012132","CS137","DHIG3",,27.6,2,"03/28/14 00:00:00"
"WDHIG2012133","CS137","DHIG3",,23.6,2,"03/28/14 00:00:00"
"WDHIG2012135","CS137","DHIG3",,29.1,2,"03/28/14 00:00:00"
"WDHIG2012136","CS137","DHIG3",,28.4,1,"03/28/14 00:00:00"
"WDHIG2012137","CS137","DHIG3",,28.1,2,"03/28/14 00:00:00"
"WDHIG2012138","CS137","DHIG3",,26.3,1,"03/28/14 00:00:00"
"WDHIG2012148","CS137","DHIG3",,26.8,2,"03/28/14 00:00:00"
"WDHIG2012149","CS137","DHIG3",,27.1,1,"03/28/14 00:00:00"
"WDHIG2012160","CS137","DHIG3",,24.3,2,"03/28/14 00:00:00"
"WDHIG2012161","CS137","DHIG3",,25.6,1,"03/28/14 00:00:00"
"WDHIG2012168","CS137","DHIG3",,26.4,2,"03/28/14 00:00:00"
"WDHIG2012169","CS137","DHIG3",,28.3,1,"03/28/14 00:00:00"
"WDHIG2012171","CS137","DHIG3",,30.3,1,"03/28/14 00:00:00"
"WDHIG2012172","CS137","DHIG3",,31.3,1,"03/28/14 00:00:00"
"WDHIG2012173","CS137","DHIG3",,29.3,2,"03/28/14 00:00:00"
"WDHIG2012174","CS137","DHIG3",,31.2,1,"03/28/14 00:00:00"
"WDHIG2012175","CS137","DHIG3",,30.3,1,"03/28/14 00:00:00"
"WDHIG2012176","CS137","DHIG3",,22,2,"03/28/14 00:00:00"
"WDHIG2012189","CS137","DHIG3",,31.3,1,"03/28/14 00:00:00"
"WDHIG2012190","CS137","DHIG3",,23.1,2,"03/28/14 00:00:00"
"WDHIG2012203","CS137","DHIG3",,29,1,"03/28/14 00:00:00"
"WDHIG2012204","CS137","DHIG3",,28.2,1,"03/28/14 00:00:00"
"WDHIG2012205","CS137","DHIG3",,23.5,1,"03/28/14 00:00:00"
"WDHIG2012056","SR90","DHIG02",,5.8,1,"03/28/14 00:00:00"
"WDHIG2012078","SR90","DHIG02",,6.9,3,"03/28/14 00:00:00"
"WDHIG2012079","SR90","DHIG02",,4.1,5,"03/28/14 00:00:00"
"WDHIG2012103","SR90","DHIG02",,6.9,3,"03/28/14 00:00:00"
"WDHIG2012122","SR90","DHIG02",,7.3,1,"03/28/14 00:00:00"
"WDHIG2012123","SR90","DHIG02",,5.1,4,"03/28/14 00:00:00"
"WDHIG2012132","SR90","DHIG02",,7.3,3,"03/28/14 00:00:00"
"WDHIG2012133","SR90","DHIG02",,6.4,3,"03/28/14 00:00:00"
"WDHIG2012160","SR90","DHIG02",,6.6,3,"03/28/14 00:00:00"
"WDHIG2012171","SR90","DHIG02",,7.6,3,"03/28/14 00:00:00"
"WDHIG2012189","SR90","DHIG02",,7.7,2,"03/28/14 00:00:00"
"WDHIG2012190","SR90","DHIG02",,6.3,2,"03/28/14 00:00:00"
"WDHIG2012203","SR90","DHIG02",,7.6,2,"03/28/14 00:00:00"
"WDHIG2012056","H3","DHIG04",,1020,2,"06/12/19 00:00:00"
"WDHIG2012078","H3","DHIG04",,1030,2,"06/12/19 00:00:00"
"WDHIG2012079","H3","DHIG04",,930,3,"06/12/19 00:00:00"
"WDHIG2012103","H3","DHIG04",,990,2,"06/12/19 00:00:00"
"WDHIG2012122","H3","DHIG04",,1010,2,"06/12/19 00:00:00"
"WDHIG2012123","H3","DHIG04",,960,2,"06/12/19 00:00:00"
"WDHIG2012132","H3","DHIG04",,1000,3,"06/12/19 00:00:00"
"WDHIG2012133","H3","DHIG04",,970,2,"06/12/19 00:00:00"
"WDHIG2012160","H3","DHIG04",,970,3,"06/12/19 00:00:00"
"WDHIG2012171","H3","DHIG04",,980,3,"06/12/19 00:00:00"
"WDHIG2012189","H3","DHIG04",,1000,2,"06/12/19 00:00:00"
"WDHIG2012190","H3","DHIG04",,970,2,"06/12/19 00:00:00"
"WRISO2012001","CS137","RISO02",,23.43,10,"03/31/14 00:00:00"
"WRISO2012002","CS137","RISO02",,7.22,10,"03/31/14 00:00:00"
"WRISO2012003","CS137","RISO02",,21.78,10.14347080638575,"03/31/14 00:00:00"
"WRISO2012004","CS137","RISO02",,20.19,10.14347080638575,"03/31/14 00:00:00"
"WRISO2012005","CS137","RISO02",,30.18,10.14347080638575,"03/31/14 00:00:00"
"WRISO2012006","CS137","RISO02",,29.41,10.14347080638575,"03/31/14 00:00:00"
"WRISO2012007","CS137","RISO02",,25.52,10.14347080638575,"03/31/14 00:00:00"
"WRISO2012008","CS137","RISO02",,29.24,10.14347080638575,"03/31/14 00:00:00"
"WRISO2012009","CS137","RISO02",,28.19,10.14347080638575,"03/31/14 00:00:00"
"WRISO2012010","CS137","RISO02",,23.53,10.14347080638575,"03/31/14 00:00:00"
"WRISO2012011","CS137","RISO02",,17.81,10.14347080638575,"03/31/14 00:00:00"
"WRISO2012012","CS137","RISO02",,21.9,10.14347080638575,"03/31/14 00:00:00"
"WRISO2012013","CS137","RISO02",,10.25,10.14347080638575,"03/31/14 00:00:00"
"WRISO2012014","CS137","RISO02",,22.65,10.14347080638575,"03/31/14 00:00:00"
"WRISO2012015","CS137","RISO02",,4.75,10.14347080638575,"03/31/14 00:00:00"
"WRISO2012016","CS137","RISO02",,21.51,10.14347080638575,"03/31/14 00:00:00"
"WRISO2012017","CS137","RISO02",,4.85,10.14347080638575,"03/31/14 00:00:00"
"WRISO2012018","CS137","RISO02",,21.64,10.14347080638575,"03/31/14 00:00:00"
"WRISO2012019","CS137","RISO02",,4.71,10.14347080638575,"03/31/14 00:00:00"
"WRISO2012020","CS137","RISO02",,22.72,10.14347080638575,"03/31/14 00:00:00"
"WRISO2012021","CS137","RISO02",,4.78,10.14347080638575,"03/31/14 00:00:00"
"WRISO2012022","CS137","RISO02",,12.35,10.14347080638575,"03/31/14 00:00:00"
"WRISO2012023","CS137","RISO02",,21.07,13,"03/31/14 00:00:00"
"WRISO2012024","CS137","RISO02",,22.79,10.14347080638575,"03/31/14 00:00:00"
"WRISO2012025","CS137","RISO02",,10.17,10.14347080638575,"03/31/14 00:00:00"
"WRISO2012026","CS137","RISO02",,28.15,10.14347080638575,"03/31/14 00:00:00"
"WRISO2012027","CS137","RISO02",,25.94,10.14347080638575,"03/31/14 00:00:00"
"WRISO2012028","CS137","RISO02",,34.17,10.14347080638575,"03/31/14 00:00:00"
"WRISO2012029","CS137","RISO02",,29.8,10.14347080638575,"03/31/14 00:00:00"
"WRISO2012030","CS137","RISO02",,24.95,10.14347080638575,"03/31/14 00:00:00"
"WRISO2012031","CS137","RISO02",,12.57,10.14347080638575,"03/31/14 00:00:00"
"WRISO2012032","CS137","RISO02",,29.11,10.14347080638575,"03/31/14 00:00:00"
"WRISO2012033","CS137","RISO02",,10.36,10.14347080638575,"03/31/14 00:00:00"
"WRISO2012034","CS137","RISO02",,31.76,10.14347080638575,"03/31/14 00:00:00"
"WRISO2012035","CS137","RISO02",,25.56,10.14347080638575,"03/31/14 00:00:00"
"WRISO2012036","CS137","RISO02",,26.15,10.14347080638575,"03/31/14 00:00:00"
"WRISO2012037","CS137","RISO02",,30.15,10.14347080638575,"03/31/14 00:00:00"
"WRISO2012038","CS137","RISO02",,16.99,10.14347080638575,"03/31/14 00:00:00"
"WRISO2012039","CS137","RISO02",,7.57,10.14347080638575,"03/31/14 00:00:00"
"WIMGW2012011","SR90","IMGW02",,7.8,6.2,"04/17/14 00:00:00"
"WIMGW2012012","SR90","IMGW02",,7,6.5,"04/17/14 00:00:00"
"WIMGW2012013","SR90","IMGW02",,5.3,7.6,"04/17/14 00:00:00"
"WIMGW2012014","SR90","IMGW02",,4.8,7.4,"04/17/14 00:00:00"
"WIMGW2012015","SR90","IMGW02",,3,11.1,"04/17/14 00:00:00"
"WIMGW2012016","SR90","IMGW02",,4,9.9,"04/17/14 00:00:00"
"WIMGW2012017","SR90","IMGW02",,4.9,7.5,"04/17/14 00:00:00"
"WIMGW2012018","SR90","IMGW02",,10.3,4.9,"04/17/14 00:00:00"
"WIMGW2012019","SR90","IMGW02",,7.3,6.9,"04/17/14 00:00:00"
"WIMGW2012020","SR90","IMGW02",,4.2,10,"04/17/14 00:00:00"
"WIMGW2012021","SR90","IMGW02",,5.7,8.6,"04/17/14 00:00:00"
"WIMGW2012022","SR90","IMGW02",,6.5,7,"04/17/14 00:00:00"
"WIMGW2012023","SR90","IMGW02",,4.2,8.800000000000001,"04/17/14 00:00:00"
"WIMGW2012024","SR90","IMGW02",,5.7,8.9,"04/17/14 00:00:00"
"WIMGW2012025","SR90","IMGW02",,4.9,7.3,"04/17/14 00:00:00"
"WIMGW2012026","SR90","IMGW02",,3,13.4,"04/17/14 00:00:00"
"WIMGW2012027","SR90","IMGW02",,3.8,9.5,"04/17/14 00:00:00"
"WIMGW2012028","SR90","IMGW02",,3.4,10.1,"04/17/14 00:00:00"
"WIMGW2012029","SR90","IMGW02",,6.6,6.2,"04/17/14 00:00:00"
"WIMGW2012030","SR90","IMGW02",,7.1,7.4,"04/17/14 00:00:00"
"WIMGW2012031","SR90","IMGW02",,7.2,6.4,"04/17/14 00:00:00"
"WIMGW2012032","SR90","IMGW02",,7.2,6.5,"04/17/14 00:00:00"
"WIMGW2012033","SR90","IMGW02",,5.6,7.8,"04/17/14 00:00:00"
"WIMGW2012034","SR90","IMGW02",,6.3,7.2,"04/17/14 00:00:00"
"WIMGW2012035","SR90","IMGW02",,8,6.4,"04/17/14 00:00:00"
"WIMGW2012036","SR90","IMGW02",,5.6,7.7,"04/17/14 00:00:00"
"WIMGW2012037","SR90","IMGW02",,6.4,7.4,"04/17/14 00:00:00"
"WIMGW2012038","SR90","IMGW02",,5.8,7.8,"04/17/14 00:00:00"
"WIMGW2012039","SR90","IMGW02",,5.3,8.6,"04/17/14 00:00:00"
"WIMGW2012040","SR90","IMGW02",,2.4,15.4,"04/17/14 00:00:00"
"WIMGW2012050","SR90","IMGW02",,5.8,8.4,"04/17/14 00:00:00"
"WIMGW2012051","SR90","IMGW02",,4.5,10.2,"04/17/14 00:00:00"
"WIMGW2012043","SR90","IMGW02",,3.9,10.2,"04/17/14 00:00:00"
"WIMGW2012044","SR90","IMGW02",,3.7,12.6,"04/17/14 00:00:00"
"WIMGW2012041","SR90","IMGW02",,4.1,8.800000000000001,"04/17/14 00:00:00"
"WIMGW2012042","SR90","IMGW02",,5.6,9.800000000000001,"04/17/14 00:00:00"
"WIMGW2012045","SR90","IMGW02",,4.8,7.5,"04/17/14 00:00:00"
"WIMGW2012046","SR90","IMGW02",,6.8,6.5,"04/17/14 00:00:00"
"WIMGW2012047","SR90","IMGW02",,4.6,9.300000000000001,"04/17/14 00:00:00"
"WIMGW2012048","SR90","IMGW02",,4.5,8.5,"04/17/14 00:00:00"
"WIMGW2012049","SR90","IMGW02",,5,8.4,"04/17/14 00:00:00"
"WSSSI2012001","CS137","SSSIxx",,17.5,6,"04/17/14 00:00:00"
"WSSSI2012002","CS137","SSSIxx",,9,13,"04/17/14 00:00:00"
"WSSSI2012003","CS137","SSSIxx",,24,8,"04/17/14 00:00:00"
"WSSSI2012004","CS137","SSSIxx",,10.6,11,"04/17/14 00:00:00"
"WSSSI2012005","CS137","SSSIxx",,39,6,"04/17/14 00:00:00"
"WSSSI2012006","CS137","SSSIxx",,32,6,"04/17/14 00:00:00"
"WSSSI2012007","CS137","SSSIxx",,31,6,"04/17/14 00:00:00"
"WSSSI2012008","CS137","SSSIxx",,22,6,"04/17/14 00:00:00"
"WSSSI2012001","H3","SSSIxy","<",2000,,"04/17/14 00:00:00"
"WSSSI2012002","H3","SSSIxy",,3700,39,"04/17/14 00:00:00"
"WSSSI2012003","H3","SSSIxy","<",2000,,"04/17/14 00:00:00"
"WSSSI2012004","H3","SSSIxy","<",2000,,"04/17/14 00:00:00"
"WSSSI2012005","H3","SSSIxy","<",2000,,"04/17/14 00:00:00"
"WSSSI2012006","H3","SSSIxy","<",2000,,"04/17/14 00:00:00"
"WSSSI2012007","H3","SSSIxy","<",2000,,"04/17/14 00:00:00"
"WSSSI2012008","H3","SSSIxy","<",2000,,"04/17/14 00:00:00"
"WSTUK2012008","CS137","STUK01",,25.321,5,"04/03/14 00:00:00"
"WSTUK2012009","CS137","STUK01",,26.583,5,"04/03/14 00:00:00"
"WSTUK2012010","CS137","STUK01",,28.726,5,"04/03/14 00:00:00"
"WSTUK2012011","CS137","STUK01",,33.881,5,"04/03/14 00:00:00"
"WSTUK2012012","CS137","STUK01",,25.454,6,"04/03/14 00:00:00"
"WSTUK2012013","CS137","STUK01",,30.193,5,"04/03/14 00:00:00"
"WSTUK2012014","CS137","STUK01",,34.628,6,"04/03/14 00:00:00"
"WSTUK2012015","CS137","STUK01",,27.753,5,"04/03/14 00:00:00"
"WSTUK2012016","CS137","STUK01",,29.096,5,"04/03/14 00:00:00"
"WSTUK2012017","CS137","STUK01",,20.557,5,"04/03/14 00:00:00"
"WSTUK2012018","CS137","STUK01",,20.165,5,"04/03/14 00:00:00"
"WSTUK2012001","SR90","STUK05",,7.6,4.6,"04/03/14 00:00:00"
"WSTUK2012002","SR90","STUK05",,8.210000000000001,4.7,"04/03/14 00:00:00"
"WSTUK2012006","SR90","STUK05",,7.93,4.6,"04/03/14 00:00:00"
"WSTUK2012007","SR90","STUK05",,8.550000000000001,4.7,"04/03/14 00:00:00"
"WSTUK2012008","SR90","STUK05",,4.32,4.8,"04/03/14 00:00:00"
"WSTUK2012009","SR90","STUK05",,4.59,4.7,"04/03/14 00:00:00"
"WSTUK2012010","SR90","STUK05",,8.25,4.8,"04/03/14 00:00:00"
"WSTUK2012011","SR90","STUK05",,8.44,4.9,"04/03/14 00:00:00"
"WSTUK2012014","SR90","STUK05",,8,4.7,"04/03/14 00:00:00"
"WSTUK2012015","SR90","STUK05",,8.300000000000001,5,"04/03/14 00:00:00"
"WSTUK2012017","SR90","STUK05",,8.771000000000001,10.7,"04/03/14 00:00:00"
"WSTUK2012018","SR90","STUK05",,4.385,10.7,"04/03/14 00:00:00"
"WSTUK2012006","PU238","STUK03","<",0.002608,,"04/03/14 00:00:00"
"WSTUK2012006","PU239240","STUK03","<",0.00296,,"04/03/14 00:00:00"
"WLVEA2012001","CS137","LVEA02",,20,,"04/03/14 00:00:00"
"WLVEA2012002","CS137","LVEA02",,20,,"04/03/14 00:00:00"
"WLVEA2012003","CS137","LVEA02","<",,,"04/03/14 00:00:00"
"WLVEA2012004","CS137","LVEA02",,20,,"04/03/14 00:00:00"
"WLEPA2012001","CS137","LEPA08","<",2.89,,"04/11/14 00:00:00"
"WLEPA2012001","SR90","LEPA05",,2.55,31.4,"04/11/14 00:00:00"
"WLEPA2012002","SR90","LEPA05",,10.92,13.5,"04/11/14 00:00:00"
"WLEPA2012002","CS137","LEPA08",,29.14,7.2,"04/11/14 00:00:00"
"WLEPA2012003","SR90","LEPA05",,11.1,12.7,"04/11/14 00:00:00"
"WLEPA2012003","CS137","LEPA08",,16.7,11.9,"04/11/14 00:00:00"
"WLEPA2012004","SR90","LEPA05",,5.91,22,"04/11/14 00:00:00"
"WLEPA2012004","CS137","LEPA08","<",2.05,,"04/11/14 00:00:00"
