KEY,NUCLIDE,METHOD,< VALUE_Bq/kg,VALUE_Bq/kg,BASIS,ERROR%,NUMBER,DATE_OF_ENTRY
"BRISO2010010","CS137","RISO01",,4.4931,"W",15,,"11/24/11 00:00:00"
"BRISO2010009","PO210","RISO06",,0.1244,"W",15,,"11/24/11 00:00:00"
"BRISO2010009","CS137","RISO01",,7.544,"W",15,,"11/24/11 00:00:00"
"BRISO2010008","PO210","RISO06",,0.3359,"W",15,,"11/24/11 00:00:00"
"BRISO2010008","CS137","RISO01",,0.1797,"W",15,,"11/24/11 00:00:00"
"BRISO2010007","PO210","RISO06",,0.2273,"W",15,,"11/24/11 00:00:00"
"BRISO2010007","CS137","RISO01",,0.1696,"W",15,,"11/24/11 00:00:00"
"BRISO2010006","PO210","RISO06",,0.277,"W",15,,"11/24/11 00:00:00"
"BRISO2010006","CS137","RISO01",,3.0715,"W",15,,"11/24/11 00:00:00"
"BRISO2010005","TC99","RISO04",,9.2829,"D",15,,"11/24/11 00:00:00"
"BRISO2010005","CS137","RISO01",,3.2155,"W",15,,"11/24/11 00:00:00"
"BRISO2010004","TC99","RISO04",,41.3475,"D",15,,"11/24/11 00:00:00"
"BRISO2010004","CS137","RISO01",,0.6786,"W",15,,"11/24/11 00:00:00"
"BRISO2010003","TC99","RISO04",,31.9395,"D",15,,"11/24/11 00:00:00"
"BRISO2010003","CS137","RISO01",,0.7669,"W",15,,"11/24/11 00:00:00"
"BRISO2010002","TC99","RISO04",,43.089,"D",15,,"11/24/11 00:00:00"
"BRISO2010002","CS137    ","RISO01",,0.5894,"W",15,,"11/24/11 00:00:00"
"BRISO2010001","TC99","RISO04",,54.2561,"D",15,,"11/24/11 00:00:00"
"BRISO2010001","CS137    ","RISO01",,0.7483,"W",15,,"11/24/11 00:00:00"
"BRISO2009011","PO210","RISO06",,1.48,"W",12,,"04/13/11 00:00:00"
"BRISO2009011","CS137","RISO01",,7.14,"W",10,,"04/13/11 00:00:00"
"BRISO2009010","PO210","RISO06",,4.99,"W",12,,"04/13/11 00:00:00"
"BRISO2009010","CS137","RISO01",,4.8,"W",10,,"04/13/11 00:00:00"
"BRISO2009009","PO210","RISO06",,0.101,"W",23,,"04/13/11 00:00:00"
"BRISO2009009","CS137","RISO01",,8.84,"W",10,,"04/13/11 00:00:00"
"BRISO2009008","PO210","RISO06",,0.856,"W",12,,"04/13/11 00:00:00"
"BRISO2009008","CS137","RISO01",,0.541,"W",11,,"04/13/11 00:00:00"
"BRISO2009007","PO210","RISO06",,0.222,"W",14,,"04/13/11 00:00:00"
"BRISO2009007","CS137","RISO01",,0.467,"W",11,,"04/13/11 00:00:00"
"BRISO2009006","PO210","RISO06",,0.223,"W",15,,"04/13/11 00:00:00"
"BRISO2009006","CS137","RISO01",,1.8,"W",10,,"04/13/11 00:00:00"
"BRISO2009005","CS137","RISO01",,17.9,"D",10,,"04/13/11 00:00:00"
"BRISO2009004","CS137","RISO01",,3.12,"D",10,,"04/13/11 00:00:00"
"BRISO2009003","CS137","RISO01",,4.24,"D",10,,"04/13/11 00:00:00"
"BRISO2009002","CS137","RISO01",,5.07,"D",10,,"04/13/11 00:00:00"
"BRISO2009001","CS137","RISO01",,3.6,"D",11,,"04/13/11 00:00:00"
"BRISO2008011","CS137","RISO01",,4.728,"W",10,,"12/15/09 00:00:00"
"BRISO2008010","CS137","RISO01",,5.021,"W",10,,"12/15/09 00:00:00"
"BRISO2008009","CS137","RISO01",,8.837999999999999,"W",10,,"12/15/09 00:00:00"
"BRISO2008008","CS137","RISO01",,1.079,"W",10,,"12/15/09 00:00:00"
"BRISO2008007","CS137","RISO01",,0.7129,"W",10,,"12/15/09 00:00:00"
"BRISO2008006","PO210","RISO06",,0.2801,"W",10,,"12/15/09 00:00:00"
"BRISO2008006","CS137","RISO01",,4.307,"W",10,,"12/15/09 00:00:00"
"BRISO2008005","PO210","RISO06",,0.29565,"W",10,,"12/15/09 00:00:00"
"BRISO2008005","TC99","RISO04",,,"D",10,,"12/15/09 00:00:00"
"BRISO2008005","CS137","RISO01",,19.08,"D",10,,"12/15/09 00:00:00"
"BRISO2008004","PO210","RISO06",,0.32765,"W",10,,"12/15/09 00:00:00"
"BRISO2008004","TC99","RISO04",,,"D",10,,"12/15/09 00:00:00"
"BRISO2008004","CS137","RISO01",,3.2233,"D",10,,"12/15/09 00:00:00"
"BRISO2008003","PO210","RISO06",,1.16585,"W",10,,"12/15/09 00:00:00"
"BRISO2008003","TC99","RISO04",,,"D",10,,"12/15/09 00:00:00"
"BRISO2008003","CS137","RISO01",,5.546,"D",10,,"12/15/09 00:00:00"
"BRISO2008002","PO210","RISO06",,0.753,"W",10,,"12/15/09 00:00:00"
"BRISO2008002","TC99","RISO04",,42.597,"D",10,,"12/15/09 00:00:00"
"BRISO2008002","CS137","RISO01",,9.948,"D",10,,"12/15/09 00:00:00"
"BRISO2008001","PO210","RISO06",,0.10665,"W",10,,"12/15/09 00:00:00"
"BRISO2008001","TC99","RISO04",,66.0401,"D",10,,"12/15/09 00:00:00"
"BRISO2008001","CS137","RISO01",,4.0548,"D",10,,"12/15/09 00:00:00"
"BRISO2007011","CS137","RISO01",,5.71,"W",10,,"05/22/08 00:00:00"
"BRISO2007010","CS137","RISO01",,5.59,"W",10,,"05/22/08 00:00:00"
"BRISO2007009","CS137","RISO01",,10.9,"W",10,,"05/22/08 00:00:00"
"BRISO2007008","CS137","RISO01",,0.864,"W",10,,"05/22/08 00:00:00"
"BRISO2007007","CS137","RISO01",,0.587,"W",10,,"05/22/08 00:00:00"
"BRISO2007006","PO210","RISO06",,0.4169,"W",10,,"12/15/09 00:00:00"
"BRISO2007006","CS137","RISO01",,4.26,"W",10,,"05/22/08 00:00:00"
"BRISO2007005","PO210","RISO06",,1.34115,"W",10,,"12/15/09 00:00:00"
"BRISO2007005","TC99","RISO04",,9.1694,"D",10,,"12/15/09 00:00:00"
"BRISO2007005","CS137","RISO01",,24.8,"D",10,,"05/22/08 00:00:00"
"BRISO2007004","PO210","RISO06",,0.58045,"W",10,,"12/15/09 00:00:00"
"BRISO2007004","TC99","RISO04",,69.5232,"D",10,,"12/15/09 00:00:00"
"BRISO2007004","CS137","RISO01",,5.07,"D",10,,"05/22/08 00:00:00"
"BRISO2007003","PO210","RISO06",,6.3537,"W",10,,"12/15/09 00:00:00"
"BRISO2007003","TC99","RISO04",,51.4159,"D",10,,"12/15/09 00:00:00"
"BRISO2007003","CS137","RISO01",,6.98,"D",10,,"05/22/08 00:00:00"
"BRISO2007002","PO210","RISO06",,0.51425,"W",10,,"12/15/09 00:00:00"
"BRISO2007002","TC99","RISO04",,45.1847,"D",10,,"12/15/09 00:00:00"
"BRISO2007002","CS137","RISO01",,6.2,"D",10,,"05/22/08 00:00:00"
"BRISO2007001","PO210","RISO06",,0.1654,"W",10,,"12/15/09 00:00:00"
"BRISO2007001","TC99","RISO04",,71.12050000000001,"D",10,,"12/15/09 00:00:00"
"BRISO2007001","CS137","RISO01",,4.88,"D",10,,"05/22/08 00:00:00"
"BRISO2006012","PO210","RISO06",,1.8934,"W",10,,"07/30/07 00:00:00"
"BRISO2006012","CS137","RISO01",,4.89,"W",10,,
"BRISO2006011","PO210","RISO06",,3.1789,"W",10,,"07/30/07 00:00:00"
"BRISO2006011","CS137","RISO01",,5.86,"W",10,,
"BRISO2006010","PO210","RISO06",,0.1915,"W",10,,"07/30/07 00:00:00"
"BRISO2006010","CS137","RISO01",,6.77,"W",10,,
"BRISO2006009","PO210","RISO06",,0.9425,"W",10,,"07/30/07 00:00:00"
"BRISO2006009","CS137","RISO01",,0.33,"W",10,,
"BRISO2006008","PO210","RISO06",,0.4204,"W",10,,"07/30/07 00:00:00"
"BRISO2006008","CS137","RISO01",,1.06,"W",10,,
"BRISO2006007","PO210","RISO06",,0.2871,"W",10,,"07/30/07 00:00:00"
"BRISO2006007","CS137","RISO01",,3.42,"W",10,,
"BRISO2006006","TC99","RISO04",,,"D",10,,
"BRISO2006006","CS137","RISO01",,25.29,"D",10,,
"BRISO2006005","TC99","RISO04",,11.3067,"D",10,,"12/15/09 00:00:00"
"BRISO2006005","CS137","RISO01",,21.79,"D",10,,
"BRISO2006004","TC99","RISO04",,63.4298,"D",10,,"12/15/09 00:00:00"
"BRISO2006004","CS137","RISO01",,4.47,"D",10,,
"BRISO2006003","TC99","RISO04",,60.079,"D",10,,"12/15/09 00:00:00"
"BRISO2006003","CS137","RISO01",,6.695,"D",10,,
"BRISO2006002","TC99","RISO04",,89.70229999999999,"D",10,,"12/15/09 00:00:00"
"BRISO2006002","CS137","RISO01",,7.29,"D",10,,
"BRISO2006001","TC99","RISO04",,90.292,"D",10,,"12/15/09 00:00:00"
"BRISO2006001","CS137","RISO01",,4.81,"D",10,,
"BRISO2005011","PB210","RISO06",,0.1498,"W",35,,"07/30/07 00:00:00"
"BRISO2005011","PO210","RISO06",,0.4607,"W",10,,"07/30/07 00:00:00"
"BRISO2005011","CS137","RISO01",,4.32,"W",10,,
"BRISO2005010","PO210","RISO06",,1.58,"W",10,,"07/30/07 00:00:00"
"BRISO2005010","CS137","RISO01",,5.36,"W",10,,
"BRISO2005009","PB210","RISO06",,0.07015,"W",10,,"07/30/07 00:00:00"
"BRISO2005009","PO210","RISO06",,0.2113,"W",10,,"07/30/07 00:00:00"
"BRISO2005009","CS137","RISO01",,10.1,"W",10,,
"BRISO2005008","PB210","RISO06",,0.07015,"W",10,,"07/30/07 00:00:00"
"BRISO2005008","PO210","RISO06",,1.2447,"W",10,,"07/30/07 00:00:00"
"BRISO2005008","CS137","RISO01",,2.49,"W",10,,
"BRISO2005007","PB210","RISO06",,0.08075,"W",10,,"07/30/07 00:00:00"
"BRISO2005007","PO210","RISO06",,0.3681,"W",10,,"07/30/07 00:00:00"
"BRISO2005007","CS137","RISO01",,0.679,"W",10,,
"BRISO2005006","PB210","RISO06",,0.0622,"W",10,,"07/30/07 00:00:00"
"BRISO2005006","PO210","RISO06",,0.1571,"W",10,,"07/30/07 00:00:00"
"BRISO2005006","CS137","RISO01",,5.27,"W",10,,
"BRISO2005005","TC99","RISO04",,,"D",10,,
"BRISO2005005","CS137","RISO01",,14.3,"D",10,,
"BRISO2005004","TC99","RISO04",,,"D",10,,
"BRISO2005004","CS137","RISO01",,4.16,"D",10,,
"BRISO2005003","TC99","RISO04",,,"D",10,,
"BRISO2005003","CS137","RISO01",,6.09,"D",10,,
"BRISO2005002","TC99","RISO04",,,"D",10,,
"BRISO2005002","CS137","RISO01",,9.140000000000001,"D",10,,
"BRISO2005001","TC99","RISO04",,,"D",10,,
"BRISO2005001","CS137","RISO01",,4.84,"D",10,,
"BRISO2004011","PB210","RISO06",,0.0553,"W",10,,"07/30/07 00:00:00"
"BRISO2004011","PO210","RISO06",,0.3223,"W",10,,"07/30/07 00:00:00"
"BRISO2004011","CS137","RISO01",,5.7644,"W",10,,
"BRISO2004010","PB210","RISO06",,0.07645,"W",10,,"07/30/07 00:00:00"
"BRISO2004010","PO210","RISO06",,3.4366,"W",10,,"07/30/07 00:00:00"
"BRISO2004010","CS137","RISO01",,4.351,"W",10,,
"BRISO2004009","PB210","RISO06",,0.06225,"W",25,,"07/30/07 00:00:00"
"BRISO2004009","PO210","RISO06",,0.1575,"W",10,,"07/30/07 00:00:00"
"BRISO2004009","CS137","RISO01",,7.1683,"W",10,,
"BRISO2004008","PB210","RISO06",,0.1274,"W",25,,"07/30/07 00:00:00"
"BRISO2004008","PO210","RISO06",,0.9581,"W",10,,"07/30/07 00:00:00"
"BRISO2004008","CS137","RISO01",,0.1707,"W",10,,
"BRISO2004007","PB210","RISO06",,0.1592,"W",10,,"07/30/07 00:00:00"
"BRISO2004007","PO210","RISO06",,0.3282,"W",10,,"07/30/07 00:00:00"
"BRISO2004007","CS137","RISO01",,1.0529,"W",10,,
"BRISO2004006","PB210","RISO06",,0.08105,"W",10,,"07/30/07 00:00:00"
"BRISO2004006","PO210","RISO06",,0.4253,"W",10,,"07/30/07 00:00:00"
"BRISO2004006","CS137","RISO01",,5.3515,"W",10,,
"BRISO2004005","TC99","RISO04",,11.4759,"D",10,,
"BRISO2004005","CS137","RISO01",,21.8314,"D",10,,
"BRISO2004004","TC99","RISO04",,118.7299,"D",10,,
"BRISO2004004","CS137","RISO01",,4.6349,"D",10,,
"BRISO2004003","TC99","RISO04",,75.0857,"D",10,,
"BRISO2004003","CS137","RISO01",,7.5448,"D",10,,
"BRISO2004002","TC99","RISO04",,111.668,"D",10,,
"BRISO2004002","CS137","RISO01",,7.2574,"D",10,,
"BRISO2004001","TC99","RISO04",,162.9301,"D",10,,
"BRISO2004001","CO60","RISO01",,0.4981,"D",10,,
"BRISO2004001","CS137","RISO01",,4.5827,"D",10,,
"BRISO2003011","PO210","RISO06",,0.8310999999999999,"W",10,,"07/30/07 00:00:00"
"BRISO2003011","CS137","RISO01",,5.52,"W",10,,
"BRISO2003010","PO210","RISO06",,2.4093,"W",10,,"07/30/07 00:00:00"
"BRISO2003010","CS137","RISO01",,8.35,"W",10,,
"BRISO2003009","PO210","RISO06",,0.3533,"W",10,,"07/30/07 00:00:00"
"BRISO2003009","CS137","RISO01",,11.9,"W",10,,
"BRISO2003008","PO210","RISO06",,2.0101,"W",35,,"07/30/07 00:00:00"
"BRISO2003008","CS137","RISO01",,0.239,"W",10,,
"BRISO2003007","PO210","RISO06",,0.4163,"W",10,,"07/30/07 00:00:00"
"BRISO2003007","CS137","RISO01",,0.644,"W",10,,
"BRISO2003006","PO210","RISO06",,0.4066,"W",10,,"07/30/07 00:00:00"
"BRISO2003006","CS137","RISO01",,6.43,"W",10,,
"BRISO2003005","TC99","RISO04",,8.16,"D",10,,
"BRISO2003005","CS137","RISO01",,20.6,"D",10,,
"BRISO2003004","TC99","RISO04",,113,"D",10,,
"BRISO2003004","CO60","RISO01",,0.429,"D",25,,
"BRISO2003004","CS137","RISO01",,5.79,"D",10,,
"BRISO2003003","TC99","RISO04",,153,"D",10,,
"BRISO2003003","CO60","RISO01",,0.361,"D",10,,
"BRISO2003003","CS137","RISO01",,7.2,"D",10,,
"BRISO2003002","TC99","RISO04",,60.3,"D",10,,
"BRISO2003002","CO60","RISO01",,0.287,"D",25,,
"BRISO2003002","CS137","RISO01",,8.94,"D",10,,
"BRISO2003001","TC99","RISO04",,168,"D",10,,
"BRISO2003001","CO60","RISO01",,0.346,"D",10,,
"BRISO2003001","CS137","RISO01",,5.05,"D",10,,
"BRISO2002011","PO210","RISO06",,1.5802,"W",10,,"07/30/07 00:00:00"
"BRISO2002011","CS137","RISO01",,0.1984,"W",10,,
"BRISO2002010","PO210","RISO06",,1.9488,"W",10,,"07/30/07 00:00:00"
"BRISO2002010","CS137","RISO01",,2.959,"W",10,,
"BRISO2002009","PO210","RISO06",,0.317,"W",10,,"07/30/07 00:00:00"
"BRISO2002009","CS137","RISO01",,10.976,"W",25,,
"BRISO2002008","PO210","RISO06",,0.5367,"W",10,,"07/30/07 00:00:00"
"BRISO2002008","CS137","RISO01",,0.15,"W",10,,
"BRISO2002007","PO210","RISO06",,0.4704,"W",10,,"07/30/07 00:00:00"
"BRISO2002007","CS137","RISO01",,1.0954,"W",10,,
"BRISO2002006","PO210","RISO06",,0.2646,"W",25,,"07/30/07 00:00:00"
"BRISO2002006","CS137","RISO01",,8.577999999999999,"W",10,,
"BRISO2002005","TC99","RISO04",,8.506,"D",10,,
"BRISO2002005","CS137","RISO01",,28.0804,"D",10,,
"BRISO2002004","TC99","RISO04",,156.6,"D",10,,
"BRISO2002004","CS137","RISO01",,1.7376,"D",10,,
"BRISO2002003","TC99","RISO04",,98.63,"D",10,,
"BRISO2002003","CO60","RISO01",,0.3015,"D",10,,
"BRISO2002003","CS137","RISO01",,8.6518,"D",10,,
"BRISO2002002","TC99","RISO04",,76.09,"D",10,,
"BRISO2002002","CO60","RISO01",,0.3189,"D",25,,
"BRISO2002002","CS137","RISO01",,11.3606,"D",10,,
"BRISO2002001","TC99","RISO04",,130.34,"D",10,,
"BRISO2002001","CO60","RISO01",,0.6702,"D",10,,
"BRISO2002001","CS137","RISO01",,4.8746,"D",10,,
"BRISO2001011","CS137","RISO01",,14.044,"W",10,,
"BRISO2001011","CS134","RISO01",,0.08790000000000001,"W",10,,
"BRISO2001010","CS137","RISO01",,7.4913,"W",10,,
"BRISO2001009","CS137","RISO01",,11.4762,"W",10,,
"BRISO2001009","CS134","RISO01",,0.077,"W",25,,
"BRISO2001008","CS137","RISO01",,1.7084,"W",10,,
"BRISO2001007","CS137","RISO01",,2.2025,"W",10,,
"BRISO2001006","CS137","RISO01",,3.3317,"W",10,,
"BRISO2001005","CS137","RISO01",,23.0208,"D",10,,
"BRISO2001004","CO60","RISO01",,0.8224,"D",10,,
"BRISO2001004","CS137","RISO01",,6.9786,"D",10,,
"BRISO2001003","CO60","RISO01",,0.8431,"D",10,,
"BRISO2001003","CS137","RISO01",,9.625999999999999,"D",10,,
"BRISO2001002","CO60","RISO01",,0.6772,"D",10,,
"BRISO2001002","CS137","RISO01",,8.2422,"D",10,,
"BRISO2001001","CO60","RISO01",,0.6438,"D",10,,
"BRISO2001001","CS137","RISO01",,5.3748,"D",10,,
"BRISO2000011","PO210","RISO06",,1.056,"W",10,,"07/30/07 00:00:00"
"BRISO2000011","CS137","RISO01",,8.9154,"W",10,,
"BRISO2000010","PO210","RISO06",,8.4978,"W",10,,"07/30/07 00:00:00"
"BRISO2000010","CS137","RISO01",,6.494,"W",10,,
"BRISO2000010","CS134","RISO01",,0.0634,"W",25,,
"BRISO2000009","PO210","RISO06",,0.7175,"W",10,,"07/30/07 00:00:00"
"BRISO2000009","CS137","RISO01",,11.3081,"W",10,,
"BRISO2000009","CS134","RISO01",,0.09281,"W",25,,
"BRISO2000008","PO210","RISO06",,1.3323,"W",10,,"07/30/07 00:00:00"
"BRISO2000008","CS137","RISO01",,3.8245,"W",10,,
"BRISO2000007","PO210","RISO06",,0.886,"W",10,,"07/30/07 00:00:00"
"BRISO2000007","CS137","RISO01",,1.2291,"W",10,,
"BRISO2000006","PO210","RISO06",,0.3003,"W",10,,"07/30/07 00:00:00"
"BRISO2000006","CS137","RISO01",,3.5343,"W",10,,
"BRISO2000005","CS137","RISO01",,23.8958,"D",10,,
"BRISO2000004","CS137","RISO01",,5.8122,"D",10,,
"BRISO2000003","CS137","RISO01",,7.927,"D",10,,
"BRISO2000002","CS137","RISO01",,9.9322,"D",10,,
"BRISO2000002","CO60","RISO01",,0.3285,"D",25,,
"BRISO2000001","CS137","RISO01",,4.8266,"D",10,,
"BRISO1999013","PO210","RISO06",,0.4277,"W",10,,"07/30/07 00:00:00"
"BRISO1999013","CS137","RISO01",,8.352,"W",10,,
"BRISO1999013","CS134","RISO01",,0.081,"W",10,,
"BRISO1999012","PO210","RISO06",,1.8488,"W",10,,"07/30/07 00:00:00"
"BRISO1999012","CS137","RISO01",,6.7875,"W",10,,
"BRISO1999012","CS134","RISO01",,0.0765,"W",10,,
"BRISO1999011","PO210","RISO06",,1.1159,"W",10,,"07/30/07 00:00:00"
"BRISO1999011","CS137","RISO01",,10.507,"W",10,,
"BRISO1999011","CS134","RISO01",,0.1022,"W",10,,
"BRISO1999010","PO210","RISO06",,0.2581,"W",10,,"07/30/07 00:00:00"
"BRISO1999010","CS137","RISO01",,2.39,"W",10,,
"BRISO1999009","PO210","RISO06",,0.3064,"W",10,,"07/30/07 00:00:00"
"BRISO1999009","CS137","RISO01",,1.357,"W",10,,
"BRISO1999008","PO210","RISO06",,0.5527,"W",10,,"07/30/07 00:00:00"
"BRISO1999008","CS137","RISO01",,4.386,"W",10,,
"BRISO1999008","CS134","RISO01",,0.0547,"W",25,,
"BRISO1999007","CS137","RISO01",,25.5224,"D",10,,
"BRISO1999006","CS137","RISO01",,26.2,"D",10,,
"BRISO1999005","CS137","RISO01",,5.9518,"D",10,,
"BRISO1999005","CO60","RISO01",,0.397,"D",10,,
"BRISO1999004","CS137","RISO01",,9.2079,"D",10,,
"BRISO1999004","CO60","RISO01",,0.4825,"D",25,,
"BRISO1999003","CS137","RISO01",,12.3494,"D",10,,
"BRISO1999003","CO60","RISO01",,0.3295,"D",10,,
"BRISO1999002","CS137","RISO01",,7.0049,"D",10,,
"BRISO1999002","CO60","RISO01",,0.4346,"D",10,,
"BRISO1999001","CS137","RISO01",,7.4756,"D",10,,
"BRISO1999001","CO60","RISO01",,0.503,"D",10,,
"BRISO1998011","PO210","RISO06",,1.5108,"W",10,,"07/30/07 00:00:00"
"BRISO1998011","CS137","RISO01",,8.337,"W",10,,
"BRISO1998011","CS134","RISO01",,0.124,"W",10,,
"BRISO1998010","PO210","RISO06",,1.6044,"W",10,,"07/30/07 00:00:00"
"BRISO1998010","CS137","RISO01",,7.963,"W",10,,
"BRISO1998010","CS134","RISO01",,0.108,"W",10,,
"BRISO1998009","PO210","RISO06",,0.4507,"W",10,,"07/30/07 00:00:00"
"BRISO1998009","CS137","RISO01",,10.85,"W",10,,
"BRISO1998009","CS134","RISO01",,0.146,"W",10,,
"BRISO1998008","PO210","RISO06",,0.4782,"W",10,,"07/30/07 00:00:00"
"BRISO1998008","CS137","RISO01",,1.448,"W",10,,
"BRISO1998007","PO210","RISO06",,0.7121,"W",10,,"07/30/07 00:00:00"
"BRISO1998007","CS137","RISO01",,1.44,"W",10,,
"BRISO1998006","PO210","RISO06",,0.3949,"W",10,,"07/30/07 00:00:00"
"BRISO1998006","CS137","RISO01",,8.0075,"W",10,,
"BRISO1998006","CS134","RISO01",,0.1195,"W",10,,
"BRISO1998005","CS137","RISO01",,45.5801,"D",10,,
"BRISO1998005","CS134","RISO01",,0.7685,"D",25,,
"BRISO1998004","CS137","RISO01",,5.9616,"D",10,,
"BRISO1998004","CO60","RISO01",,0.5261,"D",25,,
"BRISO1998003","TC99","RISO04",,72.377,"D",10,,
"BRISO1998003","CS137","RISO01",,6.0826,"D",10,,
"BRISO1998003","CO60","RISO01",,1.0116,"D",10,,
"BRISO1998002","TC99","RISO04",,155.411,"D",10,,
"BRISO1998002","CS137","RISO01",,10.6867,"D",10,,
"BRISO1998002","CO60","RISO01",,0.8149999999999999,"D",10,,
"BRISO1998001","TC99","RISO04",,91.32599999999999,"D",10,,
"BRISO1998001","CS137","RISO01",,8.4274,"D",10,,
"BRISO1998001","CO60","RISO01",,2.0303,"D",10,,
"BRISO1997010","PO210","RISO06",,2.2,"W",10,,"07/30/07 00:00:00"
"BRISO1997010","CS137","RISO01",,11.283,"W",10,,
"BRISO1997010","CS134","RISO01",,0.2,"W",10,,
"BRISO1997009","PO210","RISO06",,1.94,"W",10,,"07/30/07 00:00:00"
"BRISO1997009","CS137","RISO01",,4.305,"W",10,,
"BRISO1997009","CS134","RISO01",,0.08400000000000001,"W",10,,
"BRISO1997008","PO210","RISO06",,1.23,"W",10,,"07/30/07 00:00:00"
"BRISO1997008","CS137","RISO01",,10.32,"W",10,,
"BRISO1997008","CS134","RISO01",,0.189,"W",10,,
"BRISO1997007","PO210","RISO06",,1.4705,"W",10,,"07/30/07 00:00:00"
"BRISO1997007","CS137","RISO01",,3.966,"W",10,,
"BRISO1997007","CS134","RISO01",,0.07389999999999999,"W",10,,
"BRISO1997006","PO210","RISO06",,0.407,"W",10,,"07/30/07 00:00:00"
"BRISO1997006","CS137","RISO01",,1.209,"W",10,,
"BRISO1997006","CS134","RISO01",,0.0248,"W",25,,
"BRISO1997005","PO210","RISO06",,0.334,"W",10,,"07/30/07 00:00:00"
"BRISO1997005","CS137","RISO01",,4.473,"W",10,,
"BRISO1997005","CS134","RISO01",,0.0808,"W",10,,
"BRISO1997004","CS137","RISO01",,39.6825,"D",10,,
"BRISO1997004","CS134","RISO01",,1.6028,"D",10,,
"BRISO1997003","CS137","RISO01",,10.5381,"D",10,,
"BRISO1997003","CO60","RISO01",,1.2227,"D",10,,
"BRISO1997002","CS137","RISO01",,8.296900000000001,"D",10,,
"BRISO1997001","CS137","RISO01",,6.3062,"D",10,,
"BRISO1997001","CO60","RISO01",,0.6912,"D",25,,
"BRISO1996010","PO210","RISO06",,0.7122000000000001,"W",10,,"07/30/07 00:00:00"
"BRISO1996010","CS137","RISO01",,14.008,"W",10,,
"BRISO1996010","CS134","RISO01",,0.346,"W",10,,
"BRISO1996009","PO210","RISO06",,1.7927,"W",25,,"07/30/07 00:00:00"
"BRISO1996009","CS137","RISO01",,4.682,"W",10,,
"BRISO1996009","CS134","RISO01",,0.122,"W",10,,
"BRISO1996008","PO210","RISO06",,0.2279,"W",10,,"07/30/07 00:00:00"
"BRISO1996008","CS137","RISO01",,14.37,"W",10,,
"BRISO1996008","CS134","RISO01",,0.363,"W",10,,
"BRISO1996007","PO210","RISO06",,0.2773,"W",10,,"07/30/07 00:00:00"
"BRISO1996007","CS137","RISO01",,3.39,"W",10,,
"BRISO1996007","CS134","RISO01",,0.09710000000000001,"W",10,,
"BRISO1996006","PO210","RISO06",,0.1885,"W",25,,"07/30/07 00:00:00"
"BRISO1996006","CS137","RISO01",,1.016,"W",10,,
"BRISO1996005","PO210","RISO06",,0.119,"W",25,,"07/30/07 00:00:00"
"BRISO1996005","CS137","RISO01",,5.517,"W",10,,
"BRISO1996005","CS134","RISO01",,0.139,"W",10,,
"BRISO1996004","CS137","RISO01",,23.237,"D",10,,
"BRISO1996004","CS134","RISO01",,0.4072,"D",10,,
"BRISO1996003","CS137","RISO01",,8.9535,"D",10,,
"BRISO1996003","CS134","RISO01",,0.18,"D",10,,
"BRISO1996003","CO60","RISO01",,0.7623,"D",10,,
"BRISO1996002","CS137","RISO01",,12.246,"D",10,,
"BRISO1996002","CO60","RISO01",,1.2532,"D",10,,
"BRISO1996001","CS137","RISO01",,6.7709,"D",10,,
"BRISO1996001","CO60","RISO01",,1.065,"D",10,,
"BRISO1995017","PO210","RISO06",,1.324,"W",25,,"07/30/07 00:00:00"
"BRISO1995017","CS137","RISO01",,6.522,"W",10,,
"BRISO1995017","CS134","RISO01",,0.2021,"W",10,,
"BRISO1995016","PO210","RISO06",,0.778,"W",25,,"07/30/07 00:00:00"
"BRISO1995016","CS137","RISO01",,6.881,"W",10,,
"BRISO1995016","CS134","RISO01",,0.199,"W",10,,
"BRISO1995015","PO210","RISO06",,0.4295,"W",25,,"07/30/07 00:00:00"
"BRISO1995015","CS137","RISO01",,19.005,"W",10,,
"BRISO1995015","CS134","RISO01",,0.546,"W",10,,
"BRISO1995014","PO210","RISO06",,1.1875,"W",10,,"07/30/07 00:00:00"
"BRISO1995014","CS137","RISO01",,11.004,"W",10,,
"BRISO1995014","CS134","RISO01",,0.389,"W",10,,
"BRISO1995013","PO210","RISO06",,2.2705,"W",10,,"07/30/07 00:00:00"
"BRISO1995013","CS137","RISO01",,6.691,"W",10,,
"BRISO1995013","CS134","RISO01",,0.205,"W",10,,
"BRISO1995012","PO210","RISO06",,1.065,"W",35,,"07/30/07 00:00:00"
"BRISO1995012","CS137","RISO01",,11.768,"W",10,,
"BRISO1995012","CS134","RISO01",,0.415,"W",10,,
"BRISO1995011","PO210","RISO06",,1.6509,"W",25,,"07/30/07 00:00:00"
"BRISO1995011","CS137","RISO01",,0.273,"W",10,,
"BRISO1995010","PO210","RISO06",,0.849,"W",10,,"07/30/07 00:00:00"
"BRISO1995010","CS137","RISO01",,1.289,"W",10,,
"BRISO1995010","CS134","RISO01",,0.043,"W",25,,
"BRISO1995009","PO210","RISO06",,0.3365,"W",35,,"07/30/07 00:00:00"
"BRISO1995009","CS137","RISO01",,7.926,"W",10,,
"BRISO1995009","CS134","RISO01",,0.228,"W",10,,
"BRISO1995008","PO210","RISO06",,0.402,"W",25,,"07/30/07 00:00:00"
"BRISO1995008","CS137","RISO01",,0.31,"W",10,,
