KEY,NUCLIDE,METHOD,< VALUE_Bq/kg,VALUE_Bq/kg,BASIS,ERROR%,NUMBER,DATE_OF_ENTRY
"BVTIG2012041","CS134   ","VTIG01","<",0.01014,"W",,,"02/27/14 00:00:00"
"BVTIG2012041","K40     ","VTIG01"," ",135.3,"W",3.57,,"02/27/14 00:00:00"
"BVTIG2012041","CO60    ","VTIG01","<",0.01398,"W",,,"02/27/14 00:00:00"
"BVTIG2012041","CS137   ","VTIG01"," ",4.338,"W",3.48,,"02/27/14 00:00:00"
"BVTIG2012040","CS134   ","VTIG01","<",0.009613999999999999,"W",,,"02/27/14 00:00:00"
"BVTIG2012040","K40     ","VTIG01"," ",134,"W",3.57,,"02/27/14 00:00:00"
"BVTIG2012040","CO60    ","VTIG01","<",0.01295,"W",,,"02/27/14 00:00:00"
"BVTIG2012040","CS137   ","VTIG01"," ",4.342,"W",3.47,,"02/27/14 00:00:00"
"BVTIG2012039","CO60    ","VTIG01","<",0.01251,"W",,,"02/27/14 00:00:00"
"BVTIG2012039","CS134   ","VTIG01","<",0.009306999999999999,"W",,,"02/27/14 00:00:00"
"BVTIG2012039","CS137   ","VTIG01"," ",5.704,"W",3.48,,"02/27/14 00:00:00"
"BVTIG2012039","K40     ","VTIG01"," ",129.8,"W",3.57,,"02/27/14 00:00:00"
"BVTIG2012038","CS134   ","VTIG01","<",0.009820000000000001,"W",,,"02/27/14 00:00:00"
"BVTIG2012038","CO60    ","VTIG01","<",0.01269,"W",,,"02/27/14 00:00:00"
"BVTIG2012038","K40     ","VTIG01"," ",131.1,"W",3.57,,"02/27/14 00:00:00"
"BVTIG2012038","CS137   ","VTIG01"," ",6.168,"W",3.47,,"02/27/14 00:00:00"
"BVTIG2012037","CS137   ","VTIG01"," ",6.703,"W",3.47,,"02/27/14 00:00:00"
"BVTIG2012037","K40     ","VTIG01"," ",130,"W",3.56,,"02/27/14 00:00:00"
"BVTIG2012037","CO60    ","VTIG01","<",0.008664,"W",,,"02/27/14 00:00:00"
"BVTIG2012037","CS134   ","VTIG01","<",0.008617,"W",,,"02/27/14 00:00:00"
"BVTIG2012036","CS137   ","VTIG01"," ",6.547,"W",3.47,,"02/27/14 00:00:00"
"BVTIG2012036","K40     ","VTIG01"," ",135.7,"W",3.57,,"02/27/14 00:00:00"
"BVTIG2012036","CO60    ","VTIG01","<",0.0123,"W",,,"02/27/14 00:00:00"
"BVTIG2012036","CS134   ","VTIG01","<",0.01048,"W",,,"02/27/14 00:00:00"
"BVTIG2012035","CS134   ","VTIG01","<",0.009601999999999999,"W",,,"02/27/14 00:00:00"
"BVTIG2012035","K40     ","VTIG01"," ",114.8,"W",3.57,,"02/27/14 00:00:00"
"BVTIG2012035","CO60    ","VTIG01","<",0.01217,"W",,,"02/27/14 00:00:00"
"BVTIG2012035","CS137   ","VTIG01"," ",4.018,"W",3.47,,"02/27/14 00:00:00"
"BVTIG2012034","CS137   ","VTIG01"," ",4.158,"W",3.47,,"02/27/14 00:00:00"
"BVTIG2012034","CO60    ","VTIG01","<",0.008489999999999999,"W",,,"02/27/14 00:00:00"
"BVTIG2012034","K40     ","VTIG01"," ",119,"W",3.56,,"02/27/14 00:00:00"
"BVTIG2012034","CS134   ","VTIG01","<",0.008543,"W",,,"02/27/14 00:00:00"
"BVTIG2012033","CS137   ","VTIG01"," ",4.857,"W",3.48,,"02/27/14 00:00:00"
"BVTIG2012033","K40     ","VTIG01"," ",119.7,"W",3.57,,"02/27/14 00:00:00"
"BVTIG2012033","CO60    ","VTIG01","<",0.01199,"W",,,"02/27/14 00:00:00"
"BVTIG2012033","CS134   ","VTIG01","<",0.01045,"W",,,"02/27/14 00:00:00"
"BVTIG2012032","CS137   ","VTIG01"," ",4.987,"W",3.47,,"02/27/14 00:00:00"
"BVTIG2012032","K40     ","VTIG01"," ",130.7,"W",3.57,,"02/27/14 00:00:00"
"BVTIG2012032","CO60    ","VTIG01","<",0.013,"W",,,"02/27/14 00:00:00"
"BVTIG2012032","CS134   ","VTIG01","<",0.01039,"W",,,"02/27/14 00:00:00"
"BVTIG2012031","CS137   ","VTIG01"," ",2.093,"W",3.48,,"02/27/14 00:00:00"
"BVTIG2012031","CS134   ","VTIG01","<",0.006823,"W",,,"02/27/14 00:00:00"
"BVTIG2012031","K40     ","VTIG01"," ",116.4,"W",3.56,,"02/27/14 00:00:00"
"BVTIG2012031","CO60    ","VTIG01","<",0.006816,"W",,,"02/27/14 00:00:00"
"BVTIG2012030","CS134   ","VTIG01","<",0.007542,"W",,,"02/27/14 00:00:00"
"BVTIG2012030","CO60    ","VTIG01","<",0.01025,"W",,,"02/27/14 00:00:00"
"BVTIG2012030","CS137   ","VTIG01"," ",0.8431,"W",3.5,,"02/27/14 00:00:00"
"BVTIG2012030","K40     ","VTIG01"," ",132.4,"W",3.57,,"02/27/14 00:00:00"
"BVTIG2012029","K40     ","VTIG01"," ",131.2,"W",3.57,,"02/27/14 00:00:00"
"BVTIG2012029","CS134   ","VTIG01"," ",0.0109,"W",28.87,,"02/27/14 00:00:00"
"BVTIG2012029","CS137   ","VTIG01"," ",6.961,"W",3.47,,"02/27/14 00:00:00"
"BVTIG2012029","CO60    ","VTIG01","<",0.01322,"W",,,"02/27/14 00:00:00"
"BVTIG2012028","K40     ","VTIG01"," ",129.5,"W",3.56,,"02/27/14 00:00:00"
"BVTIG2012028","CS134   ","VTIG01","<",0.008252000000000001,"W",,,"02/27/14 00:00:00"
"BVTIG2012028","CS137   ","VTIG01"," ",6.916,"W",3.47,,"02/27/14 00:00:00"
"BVTIG2012028","CO60    ","VTIG01","<",0.008857,"W",,,"02/27/14 00:00:00"
"BVTIG2012027","CO60    ","VTIG01","<",0.007019,"W",,,"02/27/14 00:00:00"
"BVTIG2012027","K40     ","VTIG01"," ",136,"W",3.56,,"02/27/14 00:00:00"
"BVTIG2012027","CS137   ","VTIG01"," ",0.8149,"W",3.49,,"02/27/14 00:00:00"
"BVTIG2012027","CS134   ","VTIG01","<",0.006784,"W",,,"02/27/14 00:00:00"
"BVTIG2012026","CO60    ","VTIG01","<",0.01,"W",,,"02/27/14 00:00:00"
"BVTIG2012026","CS134   ","VTIG01","<",0.007485,"W",,,"02/27/14 00:00:00"
"BVTIG2012026","CS137   ","VTIG01"," ",0.8006,"W",3.5,,"02/27/14 00:00:00"
"BVTIG2012026","K40     ","VTIG01"," ",128.5,"W",3.57,,"02/27/14 00:00:00"
"BVTIG2012025","CO60    ","VTIG01","<",0.01006,"W",,,"02/27/14 00:00:00"
"BVTIG2012025","CS137   ","VTIG01"," ",0.8287,"W",3.5,,"02/27/14 00:00:00"
"BVTIG2012025","CS134   ","VTIG01","<",0.007744,"W",,,"02/27/14 00:00:00"
"BVTIG2012025","K40     ","VTIG01"," ",121.6,"W",3.56,,"02/27/14 00:00:00"
"BVTIG2012024","CO60    ","VTIG01","<",0.009972999999999999,"W",,,"02/27/14 00:00:00"
"BVTIG2012024","CS134   ","VTIG01","<",0.01045,"W",,,"02/27/14 00:00:00"
"BVTIG2012024","CS137   ","VTIG01"," ",3.52,"W",3.62,,"02/27/14 00:00:00"
"BVTIG2012024","K40     ","VTIG01"," ",117.9,"W",3.56,,"02/27/14 00:00:00"
"BVTIG2012023","CS137   ","VTIG01"," ",3.58,"W",3.78,,"02/27/14 00:00:00"
"BVTIG2012023","CO60    ","VTIG01","<",0.01438,"W",,,"02/27/14 00:00:00"
"BVTIG2012023","K40     ","VTIG01"," ",126.3,"W",3.59,,"02/27/14 00:00:00"
"BVTIG2012023","CS134   ","VTIG01","<",0.01127,"W",,,"02/27/14 00:00:00"
"BVTIG2012022","SR90    ","VTIG02"," ",0.0004689,"W",15.61,,"02/27/14 00:00:00"
"BVTIG2012021","SR90    ","VTIG02"," ",0.001342,"W",10.96,,"02/27/14 00:00:00"
"BVTIG2012019","CS137   ","VTIG01"," ",0.9644,"W",3.64,,"02/27/14 00:00:00"
"BVTIG2012019","CO60    ","VTIG01","<",0.006828,"W",,,"02/27/14 00:00:00"
"BVTIG2012019","CS134   ","VTIG01","<",0.006304,"W",,,"02/27/14 00:00:00"
"BVTIG2012019","K40     ","VTIG01"," ",96.75,"W",3.56,,"02/27/14 00:00:00"
"BVTIG2012019","SR90    ","VTIG02"," ",0.04857,"W",2.95,,"02/27/14 00:00:00"
"BVTIG2012018","SR90    ","VTIG02"," ",0.004249,"W",4.35,,"02/27/14 00:00:00"
"BVTIG2012018","CS137   ","VTIG01"," ",0.8621,"W",3.73,,"02/27/14 00:00:00"
"BVTIG2012018","CS134   ","VTIG01","<",0.006295,"W",,,"02/27/14 00:00:00"
"BVTIG2012018","K40     ","VTIG01"," ",108.3,"W",3.57,,"02/27/14 00:00:00"
"BVTIG2012018","CO60    ","VTIG01","<",0.009327999999999999,"W",,,"02/27/14 00:00:00"
"BVTIG2012017","CO60    ","VTIG01","<",0.006089,"W",,,"02/27/14 00:00:00"
"BVTIG2012017","CS137   ","VTIG01"," ",3.418,"W",3.62,,"02/27/14 00:00:00"
"BVTIG2012017","CS134   ","VTIG01","<",0.005296,"W",,,"02/27/14 00:00:00"
"BVTIG2012017","K40     ","VTIG01"," ",103.4,"W",3.56,,"02/27/14 00:00:00"
"BVTIG2012016","CS137   ","VTIG01"," ",2.179,"W",3.7,,"02/27/14 00:00:00"
"BVTIG2012016","CS134   ","VTIG01","<",0.006594,"W",,,"02/27/14 00:00:00"
"BVTIG2012016","CO60    ","VTIG01","<",0.009545,"W",,,"02/27/14 00:00:00"
"BVTIG2012016","K40     ","VTIG01"," ",108.3,"W",3.57,,"02/27/14 00:00:00"
"BVTIG2012015","K40     ","VTIG01"," ",132.1,"W",3.59,,"02/27/14 00:00:00"
"BVTIG2012015","CO60    ","VTIG01","<",0.009997000000000001,"W",,,"02/27/14 00:00:00"
"BVTIG2012015","SR90    ","VTIG02"," ",0.001153,"W",10.24,,"02/27/14 00:00:00"
"BVTIG2012015","CS137   ","VTIG01"," ",8.429,"W",3.77,,"02/27/14 00:00:00"
"BVTIG2012015","CS134   ","VTIG01","<",0.007711,"W",,,"02/27/14 00:00:00"
"BVTIG2012014","SR90    ","VTIG02"," ",0.01501,"W",3.31,,"02/27/14 00:00:00"
"BVTIG2012014","CS137   ","VTIG01"," ",3.161,"W",3.62,,"02/27/14 00:00:00"
"BVTIG2012014","CS134   ","VTIG01","<",0.005501,"W",,,"02/27/14 00:00:00"
"BVTIG2012014","CO60    ","VTIG01","<",0.005969,"W",,,"02/27/14 00:00:00"
"BVTIG2012014","K40     ","VTIG01"," ",98.7,"W",3.56,,"02/27/14 00:00:00"
"BVTIG2012013","SR90    ","VTIG02"," ",0.01374,"W",3.37,,"02/27/14 00:00:00"
"BVTIG2012013","K40     ","VTIG01"," ",107.5,"W",3.56,,"02/27/14 00:00:00"
"BVTIG2012013","CO60    ","VTIG01","<",0.006021,"W",,,"02/27/14 00:00:00"
"BVTIG2012013","CS134   ","VTIG01","<",0.004617,"W",,,"02/27/14 00:00:00"
"BVTIG2012013","CS137   ","VTIG01"," ",3.499,"W",3.62,,"02/27/14 00:00:00"
"BVTIG2012012","K40     ","VTIG01"," ",136.5,"W",3.57,,"02/27/14 00:00:00"
"BVTIG2012012","CO60    ","VTIG01","<",0.01081,"W",,,"02/27/14 00:00:00"
"BVTIG2012012","CS134   ","VTIG01","<",0.00717,"W",,,"02/27/14 00:00:00"
"BVTIG2012012","CS137   ","VTIG01"," ",4.781,"W",3.7,,"02/27/14 00:00:00"
"BVTIG2012011","CS137   ","VTIG01"," ",0.7892,"W",3.75,,"02/27/14 00:00:00"
"BVTIG2012011","CS134   ","VTIG01","<",0.008241,"W",,,"02/27/14 00:00:00"
"BVTIG2012011","CO60    ","VTIG01","<",0.01056,"W",,,"02/27/14 00:00:00"
"BVTIG2012011","K40     ","VTIG01"," ",100.9,"W",3.58,,"02/27/14 00:00:00"
"BVTIG2012010","CO60    ","VTIG01","<",0.009096,"W",,,"02/27/14 00:00:00"
"BVTIG2012010","CS134   ","VTIG01","<",0.006078,"W",,,"02/27/14 00:00:00"
"BVTIG2012010","CS137   ","VTIG01"," ",2.09,"W",3.7,,"02/27/14 00:00:00"
"BVTIG2012010","SR90    ","VTIG02"," ",0.009133,"W",3.98,,"02/27/14 00:00:00"
"BVTIG2012010","K40     ","VTIG01"," ",115.6,"W",3.57,,"02/27/14 00:00:00"
"BVTIG2012009","K40     ","VTIG01"," ",114.4,"W",3.56,,"02/27/14 00:00:00"
"BVTIG2012009","CO60    ","VTIG01","<",0.005535,"W",,,"02/27/14 00:00:00"
"BVTIG2012009","CS134   ","VTIG01","<",0.004172,"W",,,"02/27/14 00:00:00"
"BVTIG2012009","CS137   ","VTIG01"," ",0.7983,"W",3.63,,"02/27/14 00:00:00"
"BVTIG2012008","CS137   ","VTIG01"," ",0.8881,"W",3.8,,"02/27/14 00:00:00"
"BVTIG2012008","CS134   ","VTIG01","<",0.005877,"W",,,"02/27/14 00:00:00"
"BVTIG2012008","CO60    ","VTIG01","<",0.009306999999999999,"W",,,"02/27/14 00:00:00"
"BVTIG2012008","K40     ","VTIG01"," ",121.7,"W",3.59,,"02/27/14 00:00:00"
"BVTIG2012008","SR90    ","VTIG02"," ",0.001163,"W",8.029999999999999,,"02/27/14 00:00:00"
"BVTIG2012007","CS134   ","VTIG01","<",0.008303,"W",,,"02/27/14 00:00:00"
"BVTIG2012007","CS137   ","VTIG01"," ",4.166,"W",3.7,,"02/27/14 00:00:00"
"BVTIG2012007","K40     ","VTIG01"," ",134.3,"W",3.57,,"02/27/14 00:00:00"
"BVTIG2012007","CO60    ","VTIG01","<",0.01197,"W",,,"02/27/14 00:00:00"
"BVTIG2012006","CS134   ","VTIG01","<",0.006715,"W",,,"02/27/14 00:00:00"
"BVTIG2012006","CS137   ","VTIG01"," ",4.552,"W",3.62,,"02/27/14 00:00:00"
"BVTIG2012006","K40     ","VTIG01"," ",126.9,"W",3.56,,"02/27/14 00:00:00"
"BVTIG2012006","CO60    ","VTIG01","<",0.007665,"W",,,"02/27/14 00:00:00"
"BVTIG2012005","CO60    ","VTIG01","<",0.00874,"W",,,"02/27/14 00:00:00"
"BVTIG2012005","CS134   ","VTIG01","<",0.007993999999999999,"W",,,"02/27/14 00:00:00"
"BVTIG2012005","K40     ","VTIG01"," ",143,"W",3.56,,"02/27/14 00:00:00"
"BVTIG2012005","CS137   ","VTIG01"," ",7.681,"W",3.62,,"02/27/14 00:00:00"
"BVTIG2012004","K40     ","VTIG01"," ",144.4,"W",3.59,,"02/27/14 00:00:00"
"BVTIG2012004","CO60    ","VTIG01","<",0.01239,"W",,,"02/27/14 00:00:00"
"BVTIG2012004","CS134   ","VTIG01","<",0.008359999999999999,"W",,,"02/27/14 00:00:00"
"BVTIG2012004","CS137   ","VTIG01"," ",6.212,"W",3.77,,"02/27/14 00:00:00"
"BVTIG2012003","CS137   ","VTIG01"," ",3.362,"W",3.7,,"02/27/14 00:00:00"
"BVTIG2012003","SR90    ","VTIG02"," ",0.01814,"W",3.92,,"02/27/14 00:00:00"
"BVTIG2012003","CS134   ","VTIG01","<",0.006845,"W",,,"02/27/14 00:00:00"
"BVTIG2012003","K40     ","VTIG01"," ",103.9,"W",3.57,,"02/27/14 00:00:00"
"BVTIG2012003","CO60    ","VTIG01","<",0.00855,"W",,,"02/27/14 00:00:00"
"BVTIG2012002","CO60    ","VTIG01","<",0.007607,"W",,,"02/27/14 00:00:00"
"BVTIG2012002","CS134   ","VTIG01","<",0.006055,"W",,,"02/27/14 00:00:00"
"BVTIG2012002","CO60    ","VTIG01","<",0.007607,"W",,,"02/27/14 00:00:00"
"BVTIG2012002","CS134   ","VTIG01","<",0.006055,"W",,,"02/27/14 00:00:00"
"BVTIG2012002","K40     ","VTIG01"," ",129.6,"W",3.56,,"02/27/14 00:00:00"
"BVTIG2012002","K40     ","VTIG01"," ",129.6,"W",3.56,,"02/27/14 00:00:00"
"BVTIG2012002","CO60    ","VTIG01","<",0.007607,"W",,,"02/27/14 00:00:00"
"BVTIG2012002","CS134   ","VTIG01","<",0.006055,"W",,,"02/27/14 00:00:00"
"BVTIG2012002","K40     ","VTIG01"," ",129.6,"W",3.56,,"02/27/14 00:00:00"
"BVTIG2012002","CO60    ","VTIG01","<",0.007607,"W",,,"02/27/14 00:00:00"
"BVTIG2012002","CS134   ","VTIG01","<",0.006055,"W",,,"02/27/14 00:00:00"
"BVTIG2012002","CS137   ","VTIG01"," ",6.29,"W",3.62,,"02/27/14 00:00:00"
"BVTIG2012002","K40     ","VTIG01"," ",129.6,"W",3.56,,"02/27/14 00:00:00"
"BVTIG2012002","CO60    ","VTIG01","<",0.007607,"W",,,"02/27/14 00:00:00"
"BVTIG2012002","CS134   ","VTIG01","<",0.006055,"W",,,"02/27/14 00:00:00"
"BVTIG2012002","CO60    ","VTIG01","<",0.007607,"W",,,"02/27/14 00:00:00"
"BVTIG2012002","CS134   ","VTIG01","<",0.006055,"W",,,"02/27/14 00:00:00"
"BVTIG2012002","K40     ","VTIG01"," ",129.6,"W",3.56,,"02/27/14 00:00:00"
"BVTIG2012002","K40     ","VTIG01"," ",129.6,"W",3.56,,"02/27/14 00:00:00"
"BVTIG2012002","CO60    ","VTIG01","<",0.007607,"W",,,"02/27/14 00:00:00"
"BVTIG2012002","K40     ","VTIG01"," ",129.6,"W",3.56,,"02/27/14 00:00:00"
"BVTIG2012002","CS134   ","VTIG01","<",0.006055,"W",,,"02/27/14 00:00:00"
"BVTIG2012002","K40     ","VTIG01"," ",129.6,"W",3.56,,"02/27/14 00:00:00"
"BVTIG2012002","CO60    ","VTIG01","<",0.007607,"W",,,"02/27/14 00:00:00"
"BVTIG2012002","CS134   ","VTIG01","<",0.006055,"W",,,"02/27/14 00:00:00"
"BVTIG2012001","CS134   ","VTIG01","<",0.006335,"W",,,"02/27/14 00:00:00"
"BVTIG2012001","K40     ","VTIG01"," ",132.6,"W",3.56,,"02/27/14 00:00:00"
"BVTIG2012001","CO60    ","VTIG01","<",0.007405,"W",,,"02/27/14 00:00:00"
"BVTIG2012001","CS137   ","VTIG01"," ",4.422,"W",3.62,,"02/27/14 00:00:00"
"BVTIG2011064","SR90","VTIG01",,0.00506,"W",51,,"02/15/13 00:00:00"
"BVTIG2011063","CO60","VTIG01","<",0.007939999999999999,"W",,,"02/15/13 00:00:00"
"BVTIG2011063","CS134","VTIG01","<",0.00639,"W",,,"02/15/13 00:00:00"
"BVTIG2011063","K40","VTIG01",,119,,3.6,,"02/15/13 00:00:00"
"BVTIG2011063","CS137","VTIG01",,3.21,"W",3.6,,"02/15/13 00:00:00"
"BVTIG2011062","CO60","VTIG01","<",0.0115,"W",,,"02/15/13 00:00:00"
"BVTIG2011062","CS134","VTIG01","<",0.00737,"W",,,"02/15/13 00:00:00"
"BVTIG2011062","K40","VTIG01",,132,,3.6,,"02/15/13 00:00:00"
"BVTIG2011062","CS137","VTIG01",,3,"W",3.8,,"02/15/13 00:00:00"
"BVTIG2011061","CO60","VTIG01","<",0.00848,"W",,,"02/15/13 00:00:00"
"BVTIG2011061","CS134","VTIG01","<",0.00545,"W",,,"02/15/13 00:00:00"
"BVTIG2011061","K40","VTIG01",,117,,3.6,,"02/15/13 00:00:00"
"BVTIG2011061","CS137","VTIG01",,0.776,"W",3.8,,"02/15/13 00:00:00"
"BVTIG2011060","CO60","VTIG01","<",0.012,"W",,,"02/15/13 00:00:00"
"BVTIG2011060","CS134","VTIG01","<",0.008489999999999999,"W",,,"02/15/13 00:00:00"
"BVTIG2011060","K40","VTIG01",,131,,3.6,,"02/15/13 00:00:00"
"BVTIG2011060","CS137","VTIG01",,5.62,"W",3.7,,"02/15/13 00:00:00"
"BVTIG2011059","CO60","VTIG01","<",0.00885,"W",,,"02/15/13 00:00:00"
"BVTIG2011059","CS134","VTIG01","<",0.008160000000000001,"W",,,"02/15/13 00:00:00"
"BVTIG2011059","K40","VTIG01",,124,,3.6,,"02/15/13 00:00:00"
"BVTIG2011059","CS137","VTIG01",,5.22,"W",3.6,,"02/15/13 00:00:00"
"BVTIG2011058","CO60","VTIG01","<",0.014,"W",,,"02/15/13 00:00:00"
"BVTIG2011058","CS134","VTIG01",,0.00958,"W",30,,"02/15/13 00:00:00"
"BVTIG2011058","K40","VTIG01",,131,,3.6,,"02/15/13 00:00:00"
"BVTIG2011058","CS137","VTIG01",,3.53,"W",3.8,,"02/15/13 00:00:00"
"BVTIG2011057","CO60","VTIG01","<",0.0139,"W",,,"02/15/13 00:00:00"
"BVTIG2011057","CS134","VTIG01","<",0.00975,"W",,,"02/15/13 00:00:00"
"BVTIG2011057","K40","VTIG01",,130,,3.6,,"02/15/13 00:00:00"
"BVTIG2011057","CS137","VTIG01",,3.16,"W",3.7,,"02/15/13 00:00:00"
"BVTIG2011056","CO60","VTIG01","<",0.00895,"W",,,"02/15/13 00:00:00"
"BVTIG2011056","CS134","VTIG01",,0.0049,"W",28,,"02/15/13 00:00:00"
"BVTIG2011056","K40","VTIG01",,104,,3.6,,"02/15/13 00:00:00"
"BVTIG2011056","CS137","VTIG01",,3.77,"W",3.8,,"02/15/13 00:00:00"
"BVTIG2011055","CO60","VTIG01","<",0.0112,"W",,,"02/15/13 00:00:00"
"BVTIG2011055","CS134","VTIG01","<",0.00829,"W",,,"02/15/13 00:00:00"
"BVTIG2011055","K40","VTIG01",,101,,3.6,,"02/15/13 00:00:00"
"BVTIG2011055","CS137","VTIG01",,0.79,"W",3.8,,"02/15/13 00:00:00"
"BVTIG2011054","CO60","VTIG01","<",0.00988,"W",,,"02/15/13 00:00:00"
"BVTIG2011054","CS134","VTIG01","<",0.00691,"W",,,"02/15/13 00:00:00"
"BVTIG2011054","K40","VTIG01",,101,,3.6,,"02/15/13 00:00:00"
"BVTIG2011054","CS137","VTIG01",,0.977,"W",3.7,,"02/15/13 00:00:00"
"BVTIG2011053","CO60","VTIG01","<",0.00762,"W",,,"02/15/13 00:00:00"
"BVTIG2011053","CS134","VTIG01",,0.00354,"W",26,,"02/15/13 00:00:00"
"BVTIG2011053","K40","VTIG01",,135,,3.6,,"02/15/13 00:00:00"
"BVTIG2011053","CS137","VTIG01",,4.81,"W",3.6,,"02/15/13 00:00:00"
"BVTIG2011052","CO60","VTIG01","<",0.00929,"W",,,"02/15/13 00:00:00"
"BVTIG2011052","CS134","VTIG01","<",0.00649,"W",,,"02/15/13 00:00:00"
"BVTIG2011052","K40","VTIG01",,104,,3.6,,"02/15/13 00:00:00"
"BVTIG2011052","CS137","VTIG01",,3.46,"W",3.7,,"02/15/13 00:00:00"
"BVTIG2011051","CO60","VTIG01","<",0.0107,"W",,,"02/15/13 00:00:00"
"BVTIG2011051","CS134","VTIG01","<",0.00668,"W",,,"02/15/13 00:00:00"
"BVTIG2011051","K40","VTIG01",,139,,3.6,,"02/15/13 00:00:00"
"BVTIG2011051","CS137","VTIG01",,7.35,"W",3.8,,"02/15/13 00:00:00"
"BVTIG2011050","SR90  ","VTIG02"," ",0.001131,"W",23.81,,"02/27/14 00:00:00"
"BVTIG2011050","CO60","VTIG01","<",0.00641,"W",,,"02/15/13 00:00:00"
"BVTIG2011050","CS134","VTIG01","<",0.00439,"W",,,"02/15/13 00:00:00"
"BVTIG2011050","K40","VTIG01",,124,,3.6,,"02/15/13 00:00:00"
"BVTIG2011050","CS137","VTIG01",,7.01,"W",3.8,,"02/15/13 00:00:00"
"BVTIG2011049","CO60","VTIG01","<",0.00634,"W",,,"02/15/13 00:00:00"
"BVTIG2011049","CS134","VTIG01","<",0.00509,"W",,,"02/15/13 00:00:00"
"BVTIG2011049","K40","VTIG01",,123,,3.6,,"02/15/13 00:00:00"
"BVTIG2011049","CS137","VTIG01",,7.3,"W",3.7,,"02/15/13 00:00:00"
"BVTIG2011048","SR90  ","VTIG02"," ",0.02689,"W",3.23,,"02/27/14 00:00:00"
"BVTIG2011048","CO60","VTIG01","<",0.00634,"W",,,"02/15/13 00:00:00"
"BVTIG2011048","CS134","VTIG01","<",0.00519,"W",,,"02/15/13 00:00:00"
"BVTIG2011048","K40","VTIG01",,107,,3.6,,"02/15/13 00:00:00"
"BVTIG2011048","CS137","VTIG01",,3.9,"W",3.6,,"02/15/13 00:00:00"
"BVTIG2011047","CO60","VTIG01","<",0.009429999999999999,"W",,,"02/15/13 00:00:00"
"BVTIG2011047","CS134","VTIG01","<",0.00771,"W",,,"02/15/13 00:00:00"
"BVTIG2011047","K40","VTIG01",,107,,3.6,,"02/15/13 00:00:00"
"BVTIG2011047","CS137","VTIG01",,4.44,"W",3.6,,"02/15/13 00:00:00"
"BVTIG2011046","CO60","VTIG01","<",0.0134,"W",,,"02/15/13 00:00:00"
"BVTIG2011046","CS134","VTIG01","<",0.0106,"W",,,"02/15/13 00:00:00"
"BVTIG2011046","K40","VTIG01",,114,,3.6,,"02/15/13 00:00:00"
"BVTIG2011046","CS137","VTIG01",,3.82,"W",3.8,,"02/15/13 00:00:00"
"BVTIG2011045","SR90  ","VTIG02"," ",0.01669,"W",4.84,,"02/27/14 00:00:00"
"BVTIG2011045","CO60","VTIG01","<",0.01,"W",,,"02/15/13 00:00:00"
"BVTIG2011045","CS134","VTIG01","<",0.00707,"W",,,"02/15/13 00:00:00"
"BVTIG2011045","K40","VTIG01",,107,,3.6,,"02/15/13 00:00:00"
"BVTIG2011045","CS137","VTIG01",,4.41,"W",3.7,,"02/15/13 00:00:00"
"BVTIG2011044","CO60","VTIG01","<",0.00945,"W",,,"02/15/13 00:00:00"
"BVTIG2011044","CS134","VTIG01","<",0.00625,"W",,,"02/15/13 00:00:00"
"BVTIG2011044","K40","VTIG01",,101,,3.6,,"02/15/13 00:00:00"
"BVTIG2011044","CS137","VTIG01",,2.23,"W",3.8,,"02/15/13 00:00:00"
"BVTIG2011043","CO60","VTIG01","<",0.00627,"W",,,"02/15/13 00:00:00"
"BVTIG2011043","CS134","VTIG01","<",0.00506,"W",,,"02/15/13 00:00:00"
"BVTIG2011043","K40","VTIG01",,99.59999999999999,,3.6,,"02/15/13 00:00:00"
"BVTIG2011043","CS137","VTIG01",,3.86,"W",3.6,,"02/15/13 00:00:00"
"BVTIG2011042","CO60","VTIG01","<",0.0101,"W",,,"02/15/13 00:00:00"
"BVTIG2011042","CS134","VTIG01","<",0.00685,"W",,,"02/15/13 00:00:00"
"BVTIG2011042","K40","VTIG01",,123,,3.6,,"02/15/13 00:00:00"
"BVTIG2011042","CS137","VTIG01",,6.19,"W",3.8,,"02/15/13 00:00:00"
"BVTIG2011041","CO60","VTIG01","<",0.00418,"W",,,"02/15/13 00:00:00"
"BVTIG2011041","CS134","VTIG01",,0.00259,"W",28,,"02/15/13 00:00:00"
"BVTIG2011041","K40","VTIG01",,117,,3.6,,"02/15/13 00:00:00"
"BVTIG2011041","CS137","VTIG01",,7.3,"W",3.6,,"02/15/13 00:00:00"
"BVTIG2011040","CO60","VTIG01","<",0.00793,"W",,,"02/15/13 00:00:00"
"BVTIG2011040","CS134","VTIG01",,0.00373,"W",24,,"02/15/13 00:00:00"
"BVTIG2011040","K40","VTIG01",,136,,3.6,,"02/15/13 00:00:00"
"BVTIG2011040","CS137","VTIG01",,6.52,"W",3.8,,"02/15/13 00:00:00"
"BVTIG2011039","SR90  ","VTIG02"," ",0.04268,"W",4.42,,"02/27/14 00:00:00"
"BVTIG2011039","CO60","VTIG01","<",0.0106,"W",,,"02/15/13 00:00:00"
"BVTIG2011039","CS134","VTIG01","<",0.0095,"W",,,"02/15/13 00:00:00"
"BVTIG2011039","K40","VTIG01",,98.40000000000001,,3.6,,"02/15/13 00:00:00"
"BVTIG2011039","CS137","VTIG01",,0.994,"W",3.7,,"02/15/13 00:00:00"
