KEY,NUCLIDE,METHOD,< VALUE_Bq/kg,VALUE_Bq/kg,ERROR%_kg,< VALUE_Bq/m²,VALUE_Bq/m²,ERROR%_m²,DATE_OF_ENTRY
"SKRIL2012231","CS137",,"<",2,,,,,"08/20/14 00:00:00"
"SKRIL2012232","CS137",,"<",2,,,,,"08/20/14 00:00:00"
"SKRIL2012233","CS137",,,110,27,,,,"08/20/14 00:00:00"
"SKRIL2012234","CS137",,,22,23,,,,"08/20/14 00:00:00"
"SKRIL2012235","CS137",,"<",3,,,,,"08/20/14 00:00:00"
"SKRIL2012236","CS137",,"<",3,,,,,"08/20/14 00:00:00"
"SKRIL2012237","CS137",,"<",3,,,,,"08/20/14 00:00:00"
"SKRIL2012238","CS137",,"<",2,,,,,"08/20/14 00:00:00"
"SKRIL2012239","CS137",,"<",3,,,,,"08/20/14 00:00:00"
"SKRIL2012240","CS137",,"<",2,,,,,"08/20/14 00:00:00"
"SKRIL2012241","CS137",,"<",2,,,,,"08/20/14 00:00:00"
"SKRIL2012242","CS137",,"<",1,,,,,"08/20/14 00:00:00"
"SKRIL2012243","CS137",,,180,20,,,,"08/20/14 00:00:00"
"SKRIL2012244","CS137",,,30,23,,,,"08/20/14 00:00:00"
"SKRIL2012245","CS137",,"<",2,,,,,"08/20/14 00:00:00"
"SKRIL2012246","CS137",,"<",2,,,,,"08/20/14 00:00:00"
"SKRIL2012247","CS137",,"<",2,,,,,"08/20/14 00:00:00"
"SKRIL2012248","CS137",,"<",2,,,,,"08/20/14 00:00:00"
"SKRIL2012249","CS137",,"<",2,,,,,"08/20/14 00:00:00"
"SKRIL2012250","CS137",,,37,22,,,,"08/20/14 00:00:00"
"SKRIL2012251","CS137",,"<",1,,,,,"08/20/14 00:00:00"
"SKRIL2012252","CS137",,"<",1,,,,,"08/20/14 00:00:00"
"SKRIL2012253","CS137",,,2.4,21,,,,"08/20/14 00:00:00"
"SKRIL2012254","CS137",,"<",2,,,,,"08/20/14 00:00:00"
"SKRIL2012255","CS137",,"<",1,,,,,"08/20/14 00:00:00"
"SKRIL2012256","CS137",,,1.3,54,,,,"08/20/14 00:00:00"
"SKRIL2012257","CS137",,"<",2,,,,,"08/20/14 00:00:00"
"SKRIL2012258","CS137",,"<",2,,,,,"08/20/14 00:00:00"
"SKRIL2012259","CS137",,"<",1,,,,,"08/20/14 00:00:00"
"SKRIL2012260","CS137",,"<",1,,,,,"08/20/14 00:00:00"
"SKRIL2012261","CS137",,"<",1,,,,,"08/20/14 00:00:00"
"SKRIL2012262","CS137",,"<",1,,,,,"08/20/14 00:00:00"
"SKRIL2012263","CS137",,,2.7,22,,,,"08/20/14 00:00:00"
"SKRIL2012264","CS137",,,2.2,23,,,,"08/20/14 00:00:00"
"SKRIL2012265","CS137",,,1.5,33,,,,"08/20/14 00:00:00"
"SKRIL2012266","CS137",,"<",1,,,,,"08/20/14 00:00:00"
"SKRIL2012267","CS137",,"<",2,,,,,"08/20/14 00:00:00"
"SKRIL2012268","CS137",,"<",1,,,,,"08/20/14 00:00:00"
"SKRIL2012269","CS137",,"<",1,,,,,"08/20/14 00:00:00"
"SKRIL2012001","RA226",,,110,27,,,,"08/20/14 00:00:00"
"SKRIL2012002","RA226",,,58,21,,,,"08/20/14 00:00:00"
"SKRIL2012003","RA226",,,55,20,,,,"08/20/14 00:00:00"
"SKRIL2012004","RA226",,,51,22,,,,"08/20/14 00:00:00"
"SKRIL2012005","RA226",,,49,20,,,,"08/20/14 00:00:00"
"SKRIL2012006","RA226",,,47,21,,,,"08/20/14 00:00:00"
"SKRIL2012007","RA226",,,51,22,,,,"08/20/14 00:00:00"
"SKRIL2012008","RA226",,,68,21,,,,"08/20/14 00:00:00"
"SKRIL2012009","RA226",,,30,20,,,,"08/20/14 00:00:00"
"SKRIL2012010","RA226",,,29,21,,,,"08/20/14 00:00:00"
"SKRIL2012011","RA226",,,31,19,,,,"08/20/14 00:00:00"
"SKRIL2012012","RA226",,,33,21,,,,"08/20/14 00:00:00"
"SKRIL2012013","RA226",,,32,22,,,,"08/20/14 00:00:00"
"SKRIL2012014","RA226",,,39,21,,,,"08/20/14 00:00:00"
"SKRIL2012015","RA226",,,32,22,,,,"08/20/14 00:00:00"
"SKRIL2012016","RA226",,,27,22,,,,"08/20/14 00:00:00"
"SKRIL2012017","RA226",,,30,20,,,,"08/20/14 00:00:00"
"SKRIL2012018","RA226",,,28,21,,,,"08/20/14 00:00:00"
"SKRIL2012019","RA226",,,30,20,,,,"08/20/14 00:00:00"
"SKRIL2012020","RA226",,,28,21,,,,"08/20/14 00:00:00"
"SKRIL2012021","RA226",,,30,20,,,,"08/20/14 00:00:00"
"SKRIL2012022","RA226",,,26,23,,,,"08/20/14 00:00:00"
"SKRIL2012023","RA226",,,36,19,,,,"08/20/14 00:00:00"
"SKRIL2012024","RA226",,,37,22,,,,"08/20/14 00:00:00"
"SKRIL2012025","RA226",,,40,20,,,,"08/20/14 00:00:00"
"SKRIL2012026","RA226",,,37,22,,,,"08/20/14 00:00:00"
"SKRIL2012027","RA226",,,36,19,,,,"08/20/14 00:00:00"
"SKRIL2012028","RA226",,,41,22,,,,"08/20/14 00:00:00"
"SKRIL2012029","RA226",,,44,20,,,,"08/20/14 00:00:00"
"SKRIL2012030","RA226",,,40,23,,,,"08/20/14 00:00:00"
"SKRIL2012031","RA226",,,36,22,,,,"08/20/14 00:00:00"
"SKRIL2012032","RA226",,,38,21,,,,"08/20/14 00:00:00"
"SKRIL2012033","RA226",,,43,21,,,,"08/20/14 00:00:00"
"SKRIL2012034","RA226",,,42,21,,,,"08/20/14 00:00:00"
"SKRIL2012035","RA226",,,120,21,,,,"08/20/14 00:00:00"
"SKRIL2012036","RA226",,,75,20,,,,"08/20/14 00:00:00"
"SKRIL2012037","RA226",,,52,21,,,,"08/20/14 00:00:00"
"SKRIL2012038","RA226",,,56,21,,,,"08/20/14 00:00:00"
"SKRIL2012039","RA226",,,50,20,,,,"08/20/14 00:00:00"
"SKRIL2012040","RA226",,,53,23,,,,"08/20/14 00:00:00"
"SKRIL2012041","RA226",,,58,21,,,,"08/20/14 00:00:00"
"SKRIL2012042","RA226",,,39,21,,,,"08/20/14 00:00:00"
"SKRIL2012043","RA226",,,39,21,,,,"08/20/14 00:00:00"
"SKRIL2012044","RA226",,,39,21,,,,"08/20/14 00:00:00"
"SKRIL2012045","RA226",,,40,20,,,,"08/20/14 00:00:00"
"SKRIL2012046","RA226",,,40,20,,,,"08/20/14 00:00:00"
"SKRIL2012047","RA226",,,35,26,,,,"08/20/14 00:00:00"
"SKRIL2012204","RA226",,,38,21,,,,"08/20/14 00:00:00"
"SKRIL2012205","RA226",,,40,20,,,,"08/20/14 00:00:00"
"SKRIL2012206","RA226",,,34,21,,,,"08/20/14 00:00:00"
"SKRIL2012207","RA226",,,37,22,,,,"08/20/14 00:00:00"
"SKRIL2012208","RA226",,,39,21,,,,"08/20/14 00:00:00"
"SKRIL2012209","RA226",,,48,21,,,,"08/20/14 00:00:00"
"SKRIL2012210","RA226",,,53,21,,,,"08/20/14 00:00:00"
"SKRIL2012211","RA226",,,65,20,,,,"08/20/14 00:00:00"
"SKRIL2012212","RA226",,,57,21,,,,"08/20/14 00:00:00"
"SKRIL2012213","RA226",,,69,19,,,,"08/20/14 00:00:00"
"SKRIL2012214","RA226",,,67,19,,,,"08/20/14 00:00:00"
"SKRIL2012215","RA226",,,66,20,,,,"08/20/14 00:00:00"
"SKRIL2012216","RA226",,,69,19,,,,"08/20/14 00:00:00"
"SKRIL2012217","RA226",,,68,19,,,,"08/20/14 00:00:00"
"SKRIL2012218","RA226",,,75,20,,,,"08/20/14 00:00:00"
"SKRIL2012219","RA226",,,84,20,,,,"08/20/14 00:00:00"
"SKRIL2012220","RA226",,,80,21,,,,"08/20/14 00:00:00"
"SKRIL2012221","RA226",,,87,21,,,,"08/20/14 00:00:00"
"SKRIL2012222","RA226",,,23,26,,,,"08/20/14 00:00:00"
"SKRIL2012223","RA226",,,29,24,,,,"08/20/14 00:00:00"
"SKRIL2012224","RA226",,,29,24,,,,"08/20/14 00:00:00"
"SKRIL2012225","RA226",,,26,27,,,,"08/20/14 00:00:00"
"SKRIL2012226","RA226",,,29,24,,,,"08/20/14 00:00:00"
"SKRIL2012227","RA226",,,25,24,,,,"08/20/14 00:00:00"
"SKRIL2012228","RA226",,,30,20,,,,"08/20/14 00:00:00"
"SKRIL2012229","RA226",,,31,29,,,,"08/20/14 00:00:00"
"SKRIL2012230","RA226",,,27,26,,,,"08/20/14 00:00:00"
"SKRIL2012231","RA226",,,31,26,,,,"08/20/14 00:00:00"
"SKRIL2012232","RA226",,,32,25,,,,"08/20/14 00:00:00"
"SKRIL2012233","RA226",,,26,23,,,,"08/20/14 00:00:00"
"SKRIL2012234","RA226",,,34,21,,,,"08/20/14 00:00:00"
"SKRIL2012235","RA226",,,32,22,,,,"08/20/14 00:00:00"
"SKRIL2012236","RA226",,,27,22,,,,"08/20/14 00:00:00"
"SKRIL2012237","RA226",,,30,20,,,,"08/20/14 00:00:00"
"SKRIL2012238","RA226",,,28,21,,,,"08/20/14 00:00:00"
"SKRIL2012239","RA226",,,27,22,,,,"08/20/14 00:00:00"
"SKRIL2012240","RA226",,,33,21,,,,"08/20/14 00:00:00"
"SKRIL2012241","RA226",,,29,21,,,,"08/20/14 00:00:00"
"SKRIL2012242","RA226",,,34,21,,,,"08/20/14 00:00:00"
"SKRIL2012243","RA226",,,31,26,,,,"08/20/14 00:00:00"
"SKRIL2012244","RA226",,,21,33,,,,"08/20/14 00:00:00"
"SKRIL2012245","RA226",,,24,25,,,,"08/20/14 00:00:00"
"SKRIL2012246","RA226",,,20,25,,,,"08/20/14 00:00:00"
"SKRIL2012247","RA226",,,16,31,,,,"08/20/14 00:00:00"
"SKRIL2012248","RA226",,,23,22,,,,"08/20/14 00:00:00"
"SKRIL2012249","RA226",,,29,21,,,,"08/20/14 00:00:00"
"SKRIL2012250","RA226",,,23,22,,,,"08/20/14 00:00:00"
"SKRIL2012251","RA226",,,25,24,,,,"08/20/14 00:00:00"
"SKRIL2012252","RA226",,,30,23,,,,"08/20/14 00:00:00"
"SKRIL2012253","RA226",,,28,25,,,,"08/20/14 00:00:00"
"SKRIL2012254","RA226",,,29,24,,,,"08/20/14 00:00:00"
"SKRIL2012255","RA226",,,21,24,,,,"08/20/14 00:00:00"
"SKRIL2012256","RA226",,,26,23,,,,"08/20/14 00:00:00"
"SKRIL2012257","RA226",,,27,26,,,,"08/20/14 00:00:00"
"SKRIL2012258","RA226",,,30,27,,,,"08/20/14 00:00:00"
"SKRIL2012259","RA226",,,28,25,,,,"08/20/14 00:00:00"
"SKRIL2012260","RA226",,,29,24,,,,"08/20/14 00:00:00"
"SKRIL2012261","RA226",,,24,25,,,,"08/20/14 00:00:00"
"SKRIL2012262","RA226",,,26,27,,,,"08/20/14 00:00:00"
"SKRIL2012263","RA226",,,7.4,50,,,,"08/20/14 00:00:00"
"SKRIL2012264","RA226",,,8,50,,,,"08/20/14 00:00:00"
"SKRIL2012265","RA226",,,27,22,,,,"08/20/14 00:00:00"
"SKRIL2012266","RA226",,,43,21,,,,"08/20/14 00:00:00"
"SKRIL2012267","RA226",,,38,24,,,,"08/20/14 00:00:00"
"SKRIL2012268","RA226",,,43,21,,,,"08/20/14 00:00:00"
"SKRIL2012269","RA226",,,40,23,,,,"08/20/14 00:00:00"
"SKRIL2012001","RA228",,,77,21,,,,"08/20/14 00:00:00"
"SKRIL2012002","RA228",,,48,21,,,,"08/20/14 00:00:00"
"SKRIL2012003","RA228",,,65,20,,,,"08/20/14 00:00:00"
"SKRIL2012004","RA228",,,67,21,,,,"08/20/14 00:00:00"
"SKRIL2012005","RA228",,,83,20,,,,"08/20/14 00:00:00"
"SKRIL2012006","RA228",,,71,21,,,,"08/20/14 00:00:00"
"SKRIL2012007","RA228",,,67,21,,,,"08/20/14 00:00:00"
"SKRIL2012008","RA228",,,85,20,,,,"08/20/14 00:00:00"
"SKRIL2012009","RA228",,,54,20,,,,"08/20/14 00:00:00"
"SKRIL2012010","RA228",,,46,24,,,,"08/20/14 00:00:00"
"SKRIL2012011","RA228",,,48,25,,,,"08/20/14 00:00:00"
"SKRIL2012012","RA228",,,47,23,,,,"08/20/14 00:00:00"
"SKRIL2012013","RA228",,,64,20,,,,"08/20/14 00:00:00"
"SKRIL2012014","RA228",,,58,21,,,,"08/20/14 00:00:00"
"SKRIL2012015","RA228",,,52,23,,,,"08/20/14 00:00:00"
"SKRIL2012016","RA228",,,49,22,,,,"08/20/14 00:00:00"
"SKRIL2012017","RA228",,,56,21,,,,"08/20/14 00:00:00"
"SKRIL2012018","RA228",,,54,22,,,,"08/20/14 00:00:00"
"SKRIL2012019","RA228",,,55,22,,,,"08/20/14 00:00:00"
"SKRIL2012020","RA228",,,55,22,,,,"08/20/14 00:00:00"
"SKRIL2012021","RA228",,,53,21,,,,"08/20/14 00:00:00"
"SKRIL2012022","RA228",,,58,21,,,,"08/20/14 00:00:00"
"SKRIL2012023","RA228",,,39,38,,,,"08/20/14 00:00:00"
"SKRIL2012024","RA228",,,40,53,,,,"08/20/14 00:00:00"
"SKRIL2012025","RA228",,,89,27,,,,"08/20/14 00:00:00"
"SKRIL2012026","RA228",,,87,25,,,,"08/20/14 00:00:00"
"SKRIL2012027","RA228",,,75,36,,,,"08/20/14 00:00:00"
"SKRIL2012028","RA228",,,61,20,,,,"08/20/14 00:00:00"
"SKRIL2012029","RA228",,,48,21,,,,"08/20/14 00:00:00"
"SKRIL2012030","RA228",,,88,20,,,,"08/20/14 00:00:00"
"SKRIL2012031","RA228",,,84,32,,,,"08/20/14 00:00:00"
"SKRIL2012032","RA228",,,71,21,,,,"08/20/14 00:00:00"
"SKRIL2012033","RA228",,,91,21,,,,"08/20/14 00:00:00"
"SKRIL2012034","RA228",,,64,23,,,,"08/20/14 00:00:00"
"SKRIL2012035","RA228",,,85,21,,,,"08/20/14 00:00:00"
"SKRIL2012036","RA228",,,47,21,,,,"08/20/14 00:00:00"
"SKRIL2012037","RA228",,,71,21,,,,"08/20/14 00:00:00"
"SKRIL2012038","RA228",,,77,21,,,,"08/20/14 00:00:00"
"SKRIL2012039","RA228",,,74,20,,,,"08/20/14 00:00:00"
"SKRIL2012040","RA228",,,74,20,,,,"08/20/14 00:00:00"
"SKRIL2012041","RA228",,,77,19,,,,"08/20/14 00:00:00"
"SKRIL2012042","RA228",,,57,21,,,,"08/20/14 00:00:00"
"SKRIL2012043","RA228",,,55,29,,,,"08/20/14 00:00:00"
"SKRIL2012044","RA228",,,58,31,,,,"08/20/14 00:00:00"
"SKRIL2012045","RA228",,,61,21,,,,"08/20/14 00:00:00"
"SKRIL2012046","RA228",,,64,20,,,,"08/20/14 00:00:00"
"SKRIL2012047","RA228",,,63,21,,,,"08/20/14 00:00:00"
"SKRIL2012048","RA228",,,60,20,,,,"08/20/14 00:00:00"
"SKRIL2012049","RA228",,,59,20,,,,"08/20/14 00:00:00"
"SKRIL2012050","RA228",,,54,24,,,,"08/20/14 00:00:00"
"SKRIL2012051","RA228",,,55,25,,,,"08/20/14 00:00:00"
"SKRIL2012052","RA228",,,51,24,,,,"08/20/14 00:00:00"
"SKRIL2012053","RA228",,,49,24,,,,"08/20/14 00:00:00"
"SKRIL2012054","RA228",,,52,25,,,,"08/20/14 00:00:00"
"SKRIL2012055","RA228",,,52,23,,,,"08/20/14 00:00:00"
"SKRIL2012056","RA228",,,52,23,,,,"08/20/14 00:00:00"
"SKRIL2012057","RA228",,,48,23,,,,"08/20/14 00:00:00"
"SKRIL2012058","RA228",,,54,22,,,,"08/20/14 00:00:00"
"SKRIL2012059","RA228",,,57,25,,,,"08/20/14 00:00:00"
"SKRIL2012060","RA228",,,49,24,,,,"08/20/14 00:00:00"
"SKRIL2012061","RA228",,,58,21,,,,"08/20/14 00:00:00"
"SKRIL2012062","RA228",,,41,22,,,,"08/20/14 00:00:00"
"SKRIL2012063","RA228",,,67,22,,,,"08/20/14 00:00:00"
"SKRIL2012064","RA228",,,69,22,,,,"08/20/14 00:00:00"
"SKRIL2012065","RA228",,,49,20,,,,"08/20/14 00:00:00"
"SKRIL2012066","RA228",,,47,21,,,,"08/20/14 00:00:00"
"SKRIL2012067","RA228",,,50,20,,,,"08/20/14 00:00:00"
"SKRIL2012068","RA228",,,49,20,,,,"08/20/14 00:00:00"
"SKRIL2012069","RA228",,,62,21,,,,"08/20/14 00:00:00"
"SKRIL2012070","RA228",,,59,20,,,,"08/20/14 00:00:00"
"SKRIL2012071","RA228",,,56,21,,,,"08/20/14 00:00:00"
"SKRIL2012072","RA228",,,51,22,,,,"08/20/14 00:00:00"
"SKRIL2012073","RA228",,,50,20,,,,"08/20/14 00:00:00"
"SKRIL2012074","RA228",,,48,21,,,,"08/20/14 00:00:00"
"SKRIL2012075","RA228",,,52,21,,,,"08/20/14 00:00:00"
"SKRIL2012076","RA228",,,52,21,,,,"08/20/14 00:00:00"
"SKRIL2012077","RA228",,,53,21,,,,"08/20/14 00:00:00"
"SKRIL2012080","RA228",,,81,21,,,,"08/20/14 00:00:00"
"SKRIL2012081","RA228",,,43,21,,,,"08/20/14 00:00:00"
"SKRIL2012082","RA228",,,34,24,,,,"08/20/14 00:00:00"
"SKRIL2012083","RA228",,,36,22,,,,"08/20/14 00:00:00"
"SKRIL2012084","RA228",,,53,23,,,,"08/20/14 00:00:00"
"SKRIL2012085","RA228",,,55,42,,,,"08/20/14 00:00:00"
"SKRIL2012086","RA228",,,52,21,,,,"08/20/14 00:00:00"
"SKRIL2012087","RA228",,,68,25,,,,"08/20/14 00:00:00"
"SKRIL2012088","RA228",,,89,20,,,,"08/20/14 00:00:00"
"SKRIL2012089","RA228",,,63,21,,,,"08/20/14 00:00:00"
"SKRIL2012090","RA228",,,44,20,,,,"08/20/14 00:00:00"
"SKRIL2012091","RA228",,,34,21,,,,"08/20/14 00:00:00"
"SKRIL2012092","RA228",,,40,20,,,,"08/20/14 00:00:00"
"SKRIL2012093","RA228",,,44,20,,,,"08/20/14 00:00:00"
"SKRIL2012094","RA228",,,44,20,,,,"08/20/14 00:00:00"
"SKRIL2012095","RA228",,,45,20,,,,"08/20/14 00:00:00"
"SKRIL2012096","RA228",,,31,23,,,,"08/20/14 00:00:00"
"SKRIL2012097","RA228",,,120,25,,,,"08/20/14 00:00:00"
"SKRIL2012098","RA228",,,58,41,,,,"08/20/14 00:00:00"
"SKRIL2012099","RA228",,,36,47,,,,"08/20/14 00:00:00"
"SKRIL2012100","RA228",,,35,31,,,,"08/20/14 00:00:00"
"SKRIL2012101","RA228",,,38,29,,,,"08/20/14 00:00:00"
"SKRIL2012102","RA228",,,44,23,,,,"08/20/14 00:00:00"
"SKRIL2012103","RA228",,,46,26,,,,"08/20/14 00:00:00"
"SKRIL2012104","RA228",,,41,29,,,,"08/20/14 00:00:00"
"SKRIL2012105","RA228",,,56,23,,,,"08/20/14 00:00:00"
"SKRIL2012106","RA228",,,51,25,,,,"08/20/14 00:00:00"
"SKRIL2012107","RA228",,,45,29,,,,"08/20/14 00:00:00"
"SKRIL2012110","RA228",,,57,21,,,,"08/20/14 00:00:00"
"SKRIL2012111","RA228",,,60,20,,,,"08/20/14 00:00:00"
"SKRIL2012112","RA228",,,55,22,,,,"08/20/14 00:00:00"
"SKRIL2012113","RA228",,,60,20,,,,"08/20/14 00:00:00"
"SKRIL2012114","RA228",,,58,21,,,,"08/20/14 00:00:00"
"SKRIL2012115","RA228",,,62,21,,,,"08/20/14 00:00:00"
"SKRIL2012116","RA228",,,57,21,,,,"08/20/14 00:00:00"
"SKRIL2012117","RA228",,,62,21,,,,"08/20/14 00:00:00"
"SKRIL2012118","RA228",,,65,22,,,,"08/20/14 00:00:00"
"SKRIL2012119","RA228",,,56,21,,,,"08/20/14 00:00:00"
"SKRIL2012120","RA228",,,56,21,,,,"08/20/14 00:00:00"
"SKRIL2012121","RA228",,,54,22,,,,"08/20/14 00:00:00"
"SKRIL2012122","RA228",,,57,21,,,,"08/20/14 00:00:00"
"SKRIL2012123","RA228",,,62,21,,,,"08/20/14 00:00:00"
"SKRIL2012124","RA228",,,64,20,,,,"08/20/14 00:00:00"
"SKRIL2012125","RA228",,,64,20,,,,"08/20/14 00:00:00"
"SKRIL2012126","RA228",,,62,21,,,,"08/20/14 00:00:00"
"SKRIL2012127","RA228",,,59,20,,,,"08/20/14 00:00:00"
"SKRIL2012128","RA228",,,59,20,,,,"08/20/14 00:00:00"
"SKRIL2012129","RA228",,,60,20,,,,"08/20/14 00:00:00"
"SKRIL2012130","RA228",,,56,21,,,,"08/20/14 00:00:00"
"SKRIL2012131","RA228",,,56,21,,,,"08/20/14 00:00:00"
"SKRIL2012132","RA228",,,60,20,,,,"08/20/14 00:00:00"
"SKRIL2012133","RA228",,,56,21,,,,"08/20/14 00:00:00"
"SKRIL2012134","RA228",,,58,21,,,,"08/20/14 00:00:00"
"SKRIL2012135","RA228",,,64,20,,,,"08/20/14 00:00:00"
"SKRIL2012136","RA228",,,64,20,,,,"08/20/14 00:00:00"
"SKRIL2012137","RA228",,,69,19,,,,"08/20/14 00:00:00"
"SKRIL2012138","RA228",,,65,20,,,,"08/20/14 00:00:00"
"SKRIL2012139","RA228",,,56,21,,,,"08/20/14 00:00:00"
"SKRIL2012140","RA228",,,56,21,,,,"08/20/14 00:00:00"
"SKRIL2012141","RA228",,,57,21,,,,"08/20/14 00:00:00"
"SKRIL2012142","RA228",,,61,21,,,,"08/20/14 00:00:00"
"SKRIL2012143","RA228",,,64,20,,,,"08/20/14 00:00:00"
"SKRIL2012144","RA228",,,55,22,,,,"08/20/14 00:00:00"
"SKRIL2012145","RA228",,,63,21,,,,"08/20/14 00:00:00"
"SKRIL2012146","RA228",,,61,21,,,,"08/20/14 00:00:00"
"SKRIL2012147","RA228",,,68,19,,,,"08/20/14 00:00:00"
"SKRIL2012148","RA228",,,63,21,,,,"08/20/14 00:00:00"
"SKRIL2012149","RA228",,,77,21,,,,"08/20/14 00:00:00"
"SKRIL2012150","RA228",,,48,21,,,,"08/20/14 00:00:00"
"SKRIL2012151","RA228",,,31,23,,,,"08/20/14 00:00:00"
"SKRIL2012152","RA228",,,43,21,,,,"08/20/14 00:00:00"
"SKRIL2012153","RA228",,,46,22,,,,"08/20/14 00:00:00"
"SKRIL2012154","RA228",,,63,21,,,,"08/20/14 00:00:00"
"SKRIL2012155","RA228",,,72,21,,,,"08/20/14 00:00:00"
"SKRIL2012156","RA228",,,66,21,,,,"08/20/14 00:00:00"
"SKRIL2012157","RA228",,,64,20,,,,"08/20/14 00:00:00"
"SKRIL2012158","RA228",,,63,40,,,,"08/20/14 00:00:00"
"SKRIL2012159","RA228",,,100,30,,,,"08/20/14 00:00:00"
"SKRIL2012160","RA228",,,81,25,,,,"08/20/14 00:00:00"
"SKRIL2012161","RA228",,,70,23,,,,"08/20/14 00:00:00"
"SKRIL2012162","RA228",,,80,30,,,,"08/20/14 00:00:00"
"SKRIL2012163","RA228",,,57,21,,,,"08/20/14 00:00:00"
"SKRIL2012164","RA228",,,56,23,,,,"08/20/14 00:00:00"
"SKRIL2012165","RA228",,,53,25,,,,"08/20/14 00:00:00"
"SKRIL2012166","RA228",,,55,27,,,,"08/20/14 00:00:00"
"SKRIL2012167","RA228",,,56,25,,,,"08/20/14 00:00:00"
"SKRIL2012168","RA228",,,52,25,,,,"08/20/14 00:00:00"
"SKRIL2012169","RA228",,,58,22,,,,"08/20/14 00:00:00"
"SKRIL2012170","RA228",,,61,21,,,,"08/20/14 00:00:00"
"SKRIL2012171","RA228",,,48,21,,,,"08/20/14 00:00:00"
"SKRIL2012172","RA228",,,41,22,,,,"08/20/14 00:00:00"
"SKRIL2012173","RA228",,,42,21,,,,"08/20/14 00:00:00"
"SKRIL2012174","RA228",,,46,22,,,,"08/20/14 00:00:00"
"SKRIL2012175","RA228",,,50,22,,,,"08/20/14 00:00:00"
"SKRIL2012176","RA228",,,35,34,,,,"08/20/14 00:00:00"
"SKRIL2012177","RA228",,,85,26,,,,"08/20/14 00:00:00"
"SKRIL2012178","RA228",,,52,25,,,,"08/20/14 00:00:00"
"SKRIL2012179","RA228",,,80,20,,,,"08/20/14 00:00:00"
"SKRIL2012180","RA228",,,73,26,,,,"08/20/14 00:00:00"
"SKRIL2012181","RA228",,,72,18,,,,"08/20/14 00:00:00"
"SKRIL2012182","RA228",,,90,28,,,,"08/20/14 00:00:00"
"SKRIL2012183","RA228",,,86,24,,,,"08/20/14 00:00:00"
"SKRIL2012184","RA228",,,66,23,,,,"08/20/14 00:00:00"
"SKRIL2012185","RA228",,,100,25,,,,"08/20/14 00:00:00"
"SKRIL2012186","RA228",,,89,21,,,,"08/20/14 00:00:00"
"SKRIL2012187","RA228",,,67,24,,,,"08/20/14 00:00:00"
"SKRIL2012188","RA228",,,37,32,,,,"08/20/14 00:00:00"
"SKRIL2012189","RA228",,,61,49,,,,"08/20/14 00:00:00"
"SKRIL2012190","RA228",,"<",34,,,,,"08/20/14 00:00:00"
"SKRIL2012191","RA228",,,74,26,,,,"08/20/14 00:00:00"
"SKRIL2012192","RA228",,,62,24,,,,"08/20/14 00:00:00"
"SKRIL2012193","RA228",,,52,25,,,,"08/20/14 00:00:00"
"SKRIL2012194","RA228",,,53,23,,,,"08/20/14 00:00:00"
"SKRIL2012195","RA228",,,45,24,,,,"08/20/14 00:00:00"
"SKRIL2012196","RA228",,,53,23,,,,"08/20/14 00:00:00"
"SKRIL2012197","RA228",,,64,22,,,,"08/20/14 00:00:00"
"SKRIL2012198","RA228",,,49,22,,,,"08/20/14 00:00:00"
"SKRIL2012199","RA228",,,59,22,,,,"08/20/14 00:00:00"
"SKRIL2012202","RA228",,,48,21,,,,"08/20/14 00:00:00"
"SKRIL2012203","RA228",,,40,20,,,,"08/20/14 00:00:00"
"SKRIL2012204","RA228",,,34,21,,,,"08/20/14 00:00:00"
"SKRIL2012205","RA228",,,51,22,,,,"08/20/14 00:00:00"
"SKRIL2012206","RA228",,,52,21,,,,"08/20/14 00:00:00"
"SKRIL2012207","RA228",,,51,22,,,,"08/20/14 00:00:00"
"SKRIL2012208","RA228",,,47,21,,,,"08/20/14 00:00:00"
"SKRIL2012209","RA228",,,47,21,,,,"08/20/14 00:00:00"
"SKRIL2012210","RA228",,,66,21,,,,"08/20/14 00:00:00"
"SKRIL2012211","RA228",,,54,50,,,,"08/20/14 00:00:00"
"SKRIL2012212","RA228",,,60,40,,,,"08/20/14 00:00:00"
"SKRIL2012213","RA228",,,83,27,,,,"08/20/14 00:00:00"
"SKRIL2012214","RA228",,,74,26,,,,"08/20/14 00:00:00"
"SKRIL2012215","RA228",,,62,24,,,,"08/20/14 00:00:00"
"SKRIL2012216","RA228",,,66,23,,,,"08/20/14 00:00:00"
"SKRIL2012217","RA228",,,51,25,,,,"08/20/14 00:00:00"
"SKRIL2012218","RA228",,,63,24,,,,"08/20/14 00:00:00"
"SKRIL2012219","RA228",,,63,24,,,,"08/20/14 00:00:00"
"SKRIL2012220","RA228",,,48,25,,,,"08/20/14 00:00:00"
"SKRIL2012221","RA228",,,46,26,,,,"08/20/14 00:00:00"
"SKRIL2012222","RA228",,,49,22,,,,"08/20/14 00:00:00"
"SKRIL2012223","RA228",,,57,21,,,,"08/20/14 00:00:00"
"SKRIL2012224","RA228",,,56,21,,,,"08/20/14 00:00:00"
"SKRIL2012225","RA228",,,56,21,,,,"08/20/14 00:00:00"
"SKRIL2012226","RA228",,,54,22,,,,"08/20/14 00:00:00"
"SKRIL2012227","RA228",,,49,22,,,,"08/20/14 00:00:00"
"SKRIL2012228","RA228",,,56,23,,,,"08/20/14 00:00:00"
