KEY,COUNTRY,LABORATORY,SEQUENCE,DATE,YEAR,MONTH,DAY,STATION,LATITUDE ddmmmm,LATITUDE dddddd,LONGITUDE ddmmmm,LONGITUDE dddddd,SDEPTH,RUBIN,BIOTATYPE,TISSUE,NO,LENGTH,WEIGHT,DW%,LOI%,MORS_SUBBASIN,HELCOM_SUBBASIN,DATE_OF_ENTRY
"BCLOR2003002",67,"CLOR",2003002,"02/23/03 00:00:00",2003,2,23,,55.18,55.3,17.2,17.3333,0,"CLUP HAR","F",5,"20",21,560,24.1,93.09999999999999,4,6,
"BCLOR2003003",67,"CLOR",2003003,"02/20/03 00:00:00",2003,2,20,,54.25,54.4167,15.38,15.6333,0,"CLUP HAR","F",5,"17",22,525,21,92.40000000000001,6,6,
"BCLOR2003004",67,"CLOR",2003004,"02/24/03 00:00:00",2003,2,24,,54.41,54.6833,18.47,18.7833,0,"CLUP HAR","F",5,"23",20,540,21.3,92.90000000000001,4,4,
"BCLOR2003005",67,"CLOR",2003005,"02/18/03 00:00:00",2003,2,18,,54.26,54.4333,19.05,19.0833,0,"CLUP HAR","F",5,"25",18,500,24,94,4,4,
"BCLOR2003006",67,"CLOR",2003006,"02/25/03 00:00:00",2003,2,25,,54.34,54.5667,16.42,16.7,0,"CLUP HAR","F",5,"20",20,545,20.2,92.40000000000001,4,6,
"BCLOR2003007",67,"CLOR",2003007,"02/24/03 00:00:00",2003,2,24,,54.41,54.6833,18.47,18.7833,0,"SPRA SPR","F",1,"58",11,625,27.2,91.59999999999999,4,4,
"BCLOR2003008",67,"CLOR",2003008,"02/20/03 00:00:00",2003,2,20,,54.32,54.5333,15.45,15.75,0,"SPRA SPR","F",1,"50",12,580,25,90.8,6,6,
"BCLOR2003009",67,"CLOR",2003009,"02/23/03 00:00:00",2003,2,23,,55.28,55.4667,17.3,17.5,0,"SPRA SPR","F",1,"50",11,610,23,90.09999999999999,4,6,
"BCLOR2003010",67,"CLOR",2003010,"02/21/03 00:00:00",2003,2,21,,54.39,54.65,16.06,16.1,0,"SPRA SPR","F",1,"50",11,660,22.7,89,6,6,
"BCLOR2003011",67,"CLOR",2003011,"02/23/03 00:00:00",2003,2,23,,55.28,55.4667,17.3,17.5,0,"PLAT FLE","F",5,"3",29,300,21.7,94.40000000000001,4,6,
"BCLOR2003012",67,"CLOR",2003012,"02/20/03 00:00:00",2003,2,20,,54.24,54.4,15.13,15.2167,0,"PLAT FLE","F",5,"4",24,210,19,93.5,6,6,
"BCLOR2003013",67,"CLOR",2003013,"02/20/03 00:00:00",2003,2,20,,54.25,54.4167,15.45,15.75,0,"PLAT FLE","F",5,"9",27,485,21.6,93.90000000000001,6,6,
"BCLOR2003014",67,"CLOR",2003014,"02/18/03 00:00:00",2003,2,18,,54.22,54.3667,19.12,19.2,0,"PLAT FLE","F",5,"12",24,450,21.1,92.7,4,4,
"BCLOR2003015",67,"CLOR",2003015,"02/20/03 00:00:00",2003,2,20,,54.32,54.5333,15.45,15.75,0,"PLAT FLE","F",5,"10",28,400,20,92.59999999999999,6,6,
"BCLOR2003016",67,"CLOR",2003016,"02/26/03 00:00:00",2003,2,26,,54.55,54.9167,19.07,19.1167,0,"PLAT FLE","F",5,"6",28,480,24,94.3,4,9,
"BCLOR2003017",67,"CLOR",2003017,"02/24/03 00:00:00",2003,2,24,,54.52,54.8667,18.35,18.5833,0,"PLAT FLE","F",5,"7",27,370,21.6,92.8,4,9,
"BCLOR2003018",67,"CLOR",2003018,"02/22/03 00:00:00",2003,2,22,,54.49,54.8167,16.26,16.4333,0,"GADU MOR","F",5,"2",44,720,19.4,90.2,4,6,
"BCLOR2003019",67,"CLOR",2003019,"02/27/03 00:00:00",2003,2,27,,54.3,54.5,19.16,19.2667,0,"GADU MOR","F",5,"4",37,640,29.7,93.90000000000001,4,4,
"BCLOR2003020",67,"CLOR",2003020,"02/20/03 00:00:00",2003,2,20,,54.32,54.5333,15.45,15.75,0,"GADU MOR","F",5,"3",43,525,21,91.2,6,6,
"BCLOR2003021",67,"CLOR",2003021,"02/21/03 00:00:00",2003,2,21,,54.38,54.6333,16.3,16.5,0,"GADU MOR","F",5,"2",54,560,20.5,91.2,4,6,
"BCLOR2003022",67,"CLOR",2003022,"02/18/03 00:00:00",2003,2,18,,54.26,54.4333,19.05,19.0833,0,"GADU MOR","F",5,"5",32,510,21.6,91,4,4,
"BCLOR2003023",67,"CLOR",2003023,"02/23/03 00:00:00",2003,2,23,,55.23,55.3833,17.31,17.5167,0,"GADU MOR","F",5,"4",40,585,20.5,91.5,4,6,
"BCLOR2003024",67,"CLOR",2003024,"02/26/03 00:00:00",2003,2,26,,54.51,54.85,19.03,19.05,0,"GADU MOR","F",5,"4",33,590,20.3,91.5,4,4,
"BCLOR2003025",67,"CLOR",2003025,"02/25/03 00:00:00",2003,2,25,,54.34,54.5667,18.5,18.8333,0,"GADU MOR","F",5,"4",31,540,20.4,91.7,4,4,
"BCLOR2003026",67,"CLOR",2003026,"02/19/03 00:00:00",2003,2,19,,55.06,55.1,17.26,17.4333,0,"GADU MOR","F",5,"3",37,605,19.8,91.2,4,6,
"BCLOR2003027",67,"CLOR",2003027,"02/21/03 00:00:00",2003,2,21,,54.45,54.75,16.42,16.7,0,"GADU MOR","F",5,"4",39,750,20,91.3,4,6,
"BCLOR2003028",67,"CLOR",2003028,"02/20/03 00:00:00",2003,2,20,,54.25,54.4167,15.38,15.6333,0,"GADU MOR","F",5,"5",33,630,19,91.5,6,6,
"BCLOR2004001",67,"CLOR",2004001,"02/28/04 00:00:00",2004,2,28,,54.43,54.7167,15.469,15.7817,0,"CLUP HAR","F",5,"15",22,515,23.3,93.2,6,6,
"BCLOR2004002",67,"CLOR",2004002,"02/29/04 00:00:00",2004,2,29,,54.569,54.9483,16.143,16.2383,0,"CLUP HAR","F",5,"15",24,540,25.9,93.3,6,6,
"BCLOR2004003",67,"CLOR",2004003,"02/27/04 00:00:00",2004,2,27,,54.424,54.7067,16.448,16.7467,0,"CLUP HAR","F",5,"16",23,545,26.6,93.59999999999999,4,6,
"BCLOR2004004",67,"CLOR",2004004,"02/27/04 00:00:00",2004,2,27,,54.385,54.6417,15.006,15.01,0,"CLUP HAR","F",5,"40",18,500,25,93.8,6,6,
"BCLOR2004005",67,"CLOR",2004005,"02/27/04 00:00:00",2004,2,27,,54.328,54.5467,15.468,15.78,0,"CLUP HAR","F",5,"20",20,500,26,94,6,6,
"BCLOR2004006",67,"CLOR",2004006,"02/16/04 00:00:00",2004,2,16,,54.343,54.5717,18.494,18.8233,0,"CLUP HAR","F",5,"17",22,530,23.6,93.8,4,4,
"BCLOR2004007",67,"CLOR",2004007,"02/21/04 00:00:00",2004,2,21,,54.3,54.5,19.122,19.2033,0,"CLUP HAR","F",5,"14",20,520,26,94.40000000000001,4,4,
"BCLOR2004008",67,"CLOR",2004008,"02/20/04 00:00:00",2004,2,20,,54.51,54.85,18.422,18.7033,0,"CLUP HAR","F",5,"14",22,515,25.2,94.40000000000001,4,4,
"BCLOR2004009",67,"CLOR",2004009,"02/27/04 00:00:00",2004,2,27,,54.43,54.7167,15.469,15.7817,0,"SPRA SPR","F",1,"55",11,605,28.9,92.3,6,6,
"BCLOR2004010",67,"CLOR",2004010,"02/28/04 00:00:00",2004,2,28,,54.385,54.6417,15.006,15.01,0,"SPRA SPR","F",1,"40",12,545,28.4,92.2,6,6,
"BCLOR2004011",67,"CLOR",2004011,"02/20/04 00:00:00",2004,2,20,,54.51,54.85,18.422,18.7033,0,"SPRA SPR","F",1,"50",12,560,25.9,91.09999999999999,4,4,
"BCLOR2004012",67,"CLOR",2004012,"02/27/04 00:00:00",2004,2,27,,54.325,54.5417,15.461,15.7683,0,"SPRA SPR","F",1,"80",10,555,28.6,92.09999999999999,6,6,
"BCLOR2004013",67,"CLOR",2004013,"02/28/04 00:00:00",2004,2,28,,54.43,54.7167,15.468,15.78,0,"PLAT FLE","F",5,"8",29,530,27.4,94.7,6,6,
"BCLOR2004014",67,"CLOR",2004014,"02/21/04 00:00:00",2004,2,21,,54.3,54.5,19.122,19.2033,0,"PLAT FLE","F",5,"9",26,515,26.2,94.40000000000001,4,4,
"BCLOR2004015",67,"CLOR",2004015,"02/26/04 00:00:00",2004,2,26,,54.199,54.3317,15.046,15.0767,0,"PLAT FLE","F",5,"9",27,510,24.5,93.8,6,6,
"BCLOR2004016",67,"CLOR",2004016,"02/27/04 00:00:00",2004,2,27,,54.325,54.5417,15.461,15.7683,0,"PLAT FLE","F",5,"10",24,505,27.7,94.3,6,6,
"BCLOR2004017",67,"CLOR",2004017,"02/27/04 00:00:00",2004,2,27,,54.386,54.6433,15.006,15.01,0,"PLAT FLE","F",5,"9",25,500,22,93.09999999999999,6,6,
"BCLOR2004018",67,"CLOR",2004018,"02/23/04 00:00:00",2004,2,23,,54.537,54.895,18.111,18.185,0,"PLAT FLE","F",5,"10",25,470,23.4,94.09999999999999,4,9,
"BCLOR2004019",67,"CLOR",2004019,"02/16/04 00:00:00",2004,2,16,,54.343,54.5717,18.494,18.8233,0,"PLAT FLE","F",5,"5",29,480,25,94.7,4,4,
"BCLOR2004020",67,"CLOR",2004020,"02/20/04 00:00:00",2004,2,20,,54.521,54.8683,18.395,18.6583,0,"PLAT FLE","F",5,"8",26,480,27.1,95,4,9,
"BCLOR2004021",67,"CLOR",2004021,"02/27/04 00:00:00",2004,2,27,,54.385,54.6417,15.006,15.01,0,"GADU MOR","F",5,"5",38,595,26.1,92.8,6,6,
"BCLOR2004022",67,"CLOR",2004022,"02/28/04 00:00:00",2004,2,28,,54.47,54.7833,15.416,15.6933,0,"GADU MOR","F",5,"3",37,520,21.2,90.3,6,6,
"BCLOR2004023",67,"CLOR",2004023,"02/29/04 00:00:00",2004,2,29,,54.569,54.9483,16.143,16.2383,0,"GADU MOR","F",5,"5",32,555,21.6,91.7,6,6,
"BCLOR2004024",67,"CLOR",2004024,"02/17/04 00:00:00",2004,2,17,,55.14,55.2333,18.101,18.1683,0,"GADU MOR","F",5,"2",34,400,22.5,91.7,4,9,
"BCLOR2004025",67,"CLOR",2004025,"02/16/04 00:00:00",2004,2,16,,54.343,54.5717,18.494,18.8233,0,"GADU MOR","F",5,"1",58,670,23.9,92.3,4,4,
"BCLOR2004026",67,"CLOR",2004026,"02/27/04 00:00:00",2004,2,27,,54.403,54.6717,15.219,15.365,0,"GADU MOR","F",5,"5",31,610,19.7,91.59999999999999,6,6,
"BCLOR2004027",67,"CLOR",2004027,"02/21/04 00:00:00",2004,2,21,,54.3,54.5,19.122,19.2033,0,"GADU MOR","F",5,"6",29,630,21.4,92.2,4,4,
"BCLOR2004028",67,"CLOR",2004028,"02/27/04 00:00:00",2004,2,27,,54.328,54.5467,15.468,15.78,0,"GADU MOR","F",5,"5",34,740,25.7,93.09999999999999,6,6,
"BCLOR2004029",67,"CLOR",2004029,"02/20/04 00:00:00",2004,2,20,,54.541,54.9017,18.445,18.7417,0,"GADU MOR","F",5,"7",34,780,21.2,92.2,4,9,
"BCLOR2005001",67,"CLOR",2005001,"02/26/05 00:00:00",2005,2,26,,55.18,55.3,18.192,18.32,0,"CLUP HAR","F",5,"16",21,540,24.1,93,4,9,
"BCLOR2005002",67,"CLOR",2005002,"02/19/05 00:00:00",2005,2,19,,54.26,54.4333,15.363,15.605,0,"CLUP HAR","F",5,"13",23,530,24.5,92.90000000000001,6,6,
"BCLOR2005003",67,"CLOR",2005003,"02/17/05 00:00:00",2005,2,17,,54.341,54.5683,18.49,18.8167,0,"CLUP HAR","F",5,"20",19,515,24.1,93.5,4,4,
"BCLOR2005004",67,"CLOR",2005004,"02/18/05 00:00:00",2005,2,18,,55.013,55.0217,17.241,17.4017,0,"CLUP HAR","F",5,"16",25,505,21.8,93.2,4,6,
"BCLOR2005005",67,"CLOR",2005005,"02/21/05 00:00:00",2005,2,21,,54.495,54.825,16.021,16.035,0,"CLUP HAR","F",5,"23",20,505,20.8,92.5,6,6,
"BCLOR2005006",67,"CLOR",2005006,"02/18/05 00:00:00",2005,2,18,,54.422,54.7033,19.014,19.0233,0,"CLUP HAR","F",5,"24",19,500,22,93.2,4,4,
"BCLOR2005007",67,"CLOR",2005007,"02/20/05 00:00:00",2005,2,20,,54.331,54.5517,15.271,15.4517,0,"SPRA SPR","F",1,"45",11,540,26.9,91,6,6,
"BCLOR2005008",67,"CLOR",2005008,"02/17/05 00:00:00",2005,2,17,,54.525,54.875,18.534,18.89,0,"SPRA SPR","F",1,"75",10,650,27.7,91.8,4,4,
"BCLOR2005009",67,"CLOR",2005009,"02/21/05 00:00:00",2005,2,21,,54.495,54.825,15.58,15.9667,0,"SPRA SPR","F",1,"60",11,600,26.7,91.3,6,6,
"BCLOR2005010",67,"CLOR",2005010,"03/01/05 00:00:00",2005,3,1,,54.59,54.9833,18.303,18.505,0,"SPRA SPR","F",1,"56",11,555,24.7,90.8,4,9,
"BCLOR2005011",67,"CLOR",2005011,"02/20/05 00:00:00",2005,2,20,,54.196,54.3267,15.061,15.1017,0,"PLAT FLE","F",5,"11",24,500,24,94.09999999999999,6,6,
"BCLOR2005012",67,"CLOR",2005012,"02/21/05 00:00:00",2005,2,21,,54.49,54.8167,15.539,15.8983,0,"PLAT FLE","F",5,"5",32,500,25,93.7,6,6,
"BCLOR2005013",67,"CLOR",2005013,"02/17/05 00:00:00",2005,2,17,,54.422,54.7033,19.014,19.0233,0,"PLAT FLE","F",5,"7",26,430,26.7,94.40000000000001,4,4,
"BCLOR2005014",67,"CLOR",2005014,"02/17/05 00:00:00",2005,2,17,,54.341,54.5683,18.49,18.8167,0,"PLAT FLE","F",5,"6",28,505,23.8,93.7,4,4,
"BCLOR2005015",67,"CLOR",2005015,"02/26/05 00:00:00",2005,2,26,,55.085,55.1417,18.071,18.1183,0,"PLAT FLE","F",5,"6",29,515,24.3,94.09999999999999,4,9,
"BCLOR2005016",67,"CLOR",2005016,"02/17/05 00:00:00",2005,2,17,,54.325,54.5417,15.461,15.7683,0,"GADU MOR","F",5,"4",33,520,21.2,92.09999999999999,6,6,
"BCLOR2005017",67,"CLOR",2005017,"02/21/05 00:00:00",2005,2,21,,54.386,54.6433,15.006,15.01,0,"GADU MOR","F",5,"4",34,555,21.6,91.3,6,6,
"BCLOR2005018",67,"CLOR",2005018,"02/18/05 00:00:00",2005,2,18,,54.537,54.895,18.111,18.185,0,"GADU MOR","F",5,"5",32,530,21.7,92.2,4,9,
"BCLOR2005019",67,"CLOR",2005019,"02/26/05 00:00:00",2005,2,26,,54.343,54.5717,18.494,18.8233,0,"GADU MOR","F",5,"4",31,520,21.2,91.7,4,4,
"BCLOR2005020",67,"CLOR",2005020,"02/17/05 00:00:00",2005,2,17,,54.521,54.8683,18.395,18.6583,0,"GADU MOR","F",5,"2",40,570,20.2,91.5,4,9,
"BCLOR2006001",67,"CLOR",2006001,"02/15/06 00:00:00",2006,2,15,,55.0006,55.001,18.2724,18.454,0,"CLUP HAR","F",5,"26",20,535,23.4,93.90000000000001,4,9,"08/29/07 00:00:00"
"BCLOR2006002",67,"CLOR",2006002,"02/15/06 00:00:00",2006,2,15,,54.303,54.505,19.2024,19.3373,0,"CLUP HAR","F",5,"28",20,500,30,94.90000000000001,4,4,"08/29/07 00:00:00"
"BCLOR2006003",67,"CLOR",2006003,"02/15/06 00:00:00",2006,2,15,,54.2654,54.4423,16.0506,16.0843,0,"CLUP HAR","F",5,"14",24,630,24.6,92.8,6,6,"08/29/07 00:00:00"
"BCLOR2006004",67,"CLOR",2006004,"02/15/06 00:00:00",2006,2,15,,54.4,54.6667,15.0824,15.1373,0,"CLUP HAR","F",5,"20",21,510,22.5,94.59999999999999,6,6,"08/29/07 00:00:00"
"BCLOR2006005",67,"CLOR",2006005,"02/15/06 00:00:00",2006,2,15,,54.4136,54.6893,16.3842,16.6403,0,"CLUP HAR","F",5,"12",23,530,27.4,94.5,4,6,"08/29/07 00:00:00"
"BCLOR2006006",67,"CLOR",2006006,"02/15/06 00:00:00",2006,2,15,,55.2724,55.454,17.17,17.2833,0,"CLUP HAR","F",5,"14",22,500,27,94.5,4,6,"08/29/07 00:00:00"
"BCLOR2006007",67,"CLOR",2006007,"02/15/06 00:00:00",2006,2,15,,54.303,54.505,19.2024,19.3373,0,"SPRA SPR","F",1,"55",10,530,28.3,92.3,4,4,"08/29/07 00:00:00"
"BCLOR2006008",67,"CLOR",2006008,"02/15/06 00:00:00",2006,2,15,,54.4912,54.8187,15.5448,15.908,0,"SPRA SPR","F",1,"45",12,600,27.5,91.90000000000001,6,6,"08/29/07 00:00:00"
"BCLOR2006009",67,"CLOR",2006009,"02/15/06 00:00:00",2006,2,15,,55.2042,55.3403,17.1054,17.1757,0,"SPRA SPR","F",1,"60",11,540,25.9,91.40000000000001,4,6,"08/29/07 00:00:00"
"BCLOR2006010",67,"CLOR",2006010,"03/15/06 00:00:00",2006,3,15,,55.07,55.1167,19.05,19.0833,0,"SPRA SPR","F",1,"60",11,530,27.4,91.8,4,9,"08/29/07 00:00:00"
"BCLOR2006011",67,"CLOR",2006011,"02/15/06 00:00:00",2006,2,15,,55.0006,55.001,18.2724,18.454,0,"SPRA SPR","F",1,"60",11,630,25.4,90.8,4,9,"08/29/07 00:00:00"
"BCLOR2006012",67,"CLOR",2006012,"02/15/06 00:00:00",2006,2,15,,54.4136,54.6893,16.3842,16.6403,0,"PLAT FLE","F",5,"8",26,510,28.4,94.59999999999999,4,6,"08/29/07 00:00:00"
"BCLOR2006013",67,"CLOR",2006013,"02/15/06 00:00:00",2006,2,15,,54.4,54.6667,15.0824,15.1373,0,"PLAT FLE","F",5,"9",25,510,22.5,92.7,6,6,"08/29/07 00:00:00"
"BCLOR2006014",67,"CLOR",2006014,"02/15/06 00:00:00",2006,2,15,,54.303,54.505,19.2024,19.3373,0,"PLAT FLE","F",5,"9",25,510,22.5,93.5,4,4,"08/29/07 00:00:00"
"BCLOR2006015",67,"CLOR",2006015,"02/15/06 00:00:00",2006,2,15,,55.0006,55.001,18.2724,18.454,0,"PLAT FLE","F",5,"9",26,570,24.6,93.7,4,9,"08/29/07 00:00:00"
"BCLOR2006016",67,"CLOR",2006016,"02/15/06 00:00:00",2006,2,15,,55.2724,55.454,17.17,17.2833,0,"PLAT FLE","F",5,"8",26,525,22.9,93.40000000000001,4,6,"08/29/07 00:00:00"
"BCLOR2006017",67,"CLOR",2006017,"02/15/06 00:00:00",2006,2,15,,54.303,54.505,19.2024,19.3373,0,"GADU MOR","F",5,"2",39,580,23.3,92.7,4,4,"08/29/07 00:00:00"
"BCLOR2006018",67,"CLOR",2006018,"02/15/06 00:00:00",2006,2,15,,55.0006,55.001,18.2724,18.454,0,"GADU MOR","F",5,"3",35,600,26.7,93.8,4,9,"08/29/07 00:00:00"
"BCLOR2006019",67,"CLOR",2006019,"02/15/06 00:00:00",2006,2,15,,54.303,54.505,15.56,15.9333,0,"GADU MOR","F",5,"4",33,610,22.1,91.8,6,6,"08/29/07 00:00:00"
"BCLOR2006020",67,"CLOR",2006020,"02/15/06 00:00:00",2006,2,15,,54.4136,54.6893,16.3842,16.6403,0,"GADU MOR","F",5,"3",35,540,19.4,91,4,6,"08/29/07 00:00:00"
"BCLOR2006021",67,"CLOR",2006021,"02/15/06 00:00:00",2006,2,15,,55.2724,55.454,17.17,17.2833,0,"GADU MOR","F",5,"4",34,610,22.1,93,4,6,"08/29/07 00:00:00"
"BCLOR2007001",67,"CLOR",2007001,"02/14/07 00:00:00",2007,2,14,,54.273,54.455,15.3618,15.603,49,"CLUP HAR","F",5,"20",19,510,23.5,94.09999999999999,6,6,"04/06/09 00:00:00"
"BCLOR2007002",67,"CLOR",2007002,"02/23/07 00:00:00",2007,2,23,,55,55,18.3,18.5,60,"CLUP HAR","F",5,"23",19,520,24,94.09999999999999,4,9,"04/06/09 00:00:00"
"BCLOR2007003",67,"CLOR",2007003,"02/20/07 00:00:00",2007,2,20,,54.2606,54.4343,19.0354,19.059,50,"CLUP HAR","F",5,"16",23,500,24,94.09999999999999,4,4,"04/06/09 00:00:00"
"BCLOR2007004",67,"CLOR",2007004,"02/12/07 00:00:00",2007,2,12,,54.47,54.7833,15.0048,15.008,58,"CLUP HAR","F",5,"20",19,530,24.5,93.90000000000001,6,6,"04/06/09 00:00:00"
"BCLOR2007005",67,"CLOR",2007005,"02/16/07 00:00:00",2007,2,16,,54.2648,54.4413,16.0518,16.0863,26,"CLUP HAR","F",5,"20",17,510,22.5,93.3,6,6,"04/06/09 00:00:00"
"BCLOR2007006",67,"CLOR",2007006,"02/13/07 00:00:00",2007,2,13,,54.26,54.4333,15.0848,15.1413,32,"SPRA SPR","F",1,"60",11,540,29.6,93,6,6,"04/06/09 00:00:00"
"BCLOR2007007",67,"CLOR",2007007,"02/14/07 00:00:00",2007,2,14,,54.273,54.455,15.3618,15.603,49,"SPRA SPR","F",1,"115",9,550,25.5,91,6,6,"04/06/09 00:00:00"
"BCLOR2007008",67,"CLOR",2007008,"02/23/07 00:00:00",2007,2,23,,55,55,18.3,18.5,60,"SPRA SPR","F",1,"75",11,530,27.4,91.8,4,9,"04/06/09 00:00:00"
"BCLOR2007009",67,"CLOR",2007009,"03/16/07 00:00:00",2007,3,16,,54.2648,54.4413,16.0518,16.0863,26,"SPRA SPR","F",1,"50",12,620,27.4,92.3,6,6,"04/06/09 00:00:00"
"BCLOR2007010",67,"CLOR",2007010,"02/20/07 00:00:00",2007,2,20,,54.2606,54.4343,19.0354,19.059,50,"SPRA SPR","F",1,"70",11,520,26,90.90000000000001,4,4,"04/06/09 00:00:00"
"BCLOR2007011",67,"CLOR",2007011,"02/12/07 00:00:00",2007,2,12,,54.47,54.7833,15.0048,15.008,58,"PLAT FLE","F",5,"8",26,535,24.3,92.7,6,6,"04/06/09 00:00:00"
"BCLOR2007012",67,"CLOR",2007012,"02/16/07 00:00:00",2007,2,16,,54.2254,54.3757,15.4718,15.7863,30,"PLAT FLE","F",5,"9",25,505,21.8,93.3,6,6,"04/06/09 00:00:00"
"BCLOR2007013",67,"CLOR",2007013,"02/16/07 00:00:00",2007,2,16,,54.2648,54.4413,16.0518,16.0863,26,"PLAT FLE","F",5,"7",27,500,21,93.59999999999999,6,6,"04/06/09 00:00:00"
"BCLOR2007014",67,"CLOR",2007014,"02/23/07 00:00:00",2007,2,23,,54.4712,54.7853,18.4218,18.703,0,"PLAT FLE","F",5,"6",25,500,22,93.8,4,4,"04/06/09 00:00:00"
"BCLOR2007015",67,"CLOR",2007015,"02/20/07 00:00:00",2007,2,20,,54.4436,54.7393,18.49,18.8167,0,"PLAT FLE","F",5,"7",25,510,22.5,92.8,4,4,"04/06/09 00:00:00"
"BCLOR2007016",67,"CLOR",2007016,"02/12/07 00:00:00",2007,2,12,,54.47,54.7833,15.0048,15.008,58,"GADU MOR","F",5,"3",39,540,21,92.3,6,6,"04/06/09 00:00:00"
"BCLOR2007017",67,"CLOR",2007017,"02/16/07 00:00:00",2007,2,16,,54.5018,54.8363,16.0308,16.0513,54,"GADU MOR","F",5,"2",41,550,22.5,92.5,6,6,"04/06/09 00:00:00"
"BCLOR2007018",67,"CLOR",2007018,"02/16/07 00:00:00",2007,2,16,,54.2648,54.4413,16.0518,16.0863,26,"GADU MOR","F",5,"3",40,530,19.2,92.2,6,6,"04/06/09 00:00:00"
"BCLOR2007019",67,"CLOR",2007019,"02/23/07 00:00:00",2007,2,23,,54.4948,54.8247,17.11,17.1833,17,"GADU MOR","F",5,"2",47,620,22.9,91.8,4,6,"04/06/09 00:00:00"
"BCLOR2007020",67,"CLOR",2007020,"02/20/07 00:00:00",2007,2,20,,54.2606,54.4343,19.0354,19.059,20,"GADU MOR","F",5,"3",34,520,20.4,93.8,4,4,"04/06/09 00:00:00"
"BCLOR2008001",67,"CLOR",2008001,"02/12/08 00:00:00",2008,2,12,,54.501,54.835,15.261,15.435,72,"CLUP HAR","F",5,"20",19,515,22.3,92.7,6,6,"06/01/10 00:00:00"
"BCLOR2008002",67,"CLOR",2008002,"02/13/08 00:00:00",2008,2,13,,54.274,54.4567,15.374,15.6233,52,"CLUP HAR","F",5,"20",20,530,28.3,94.09999999999999,6,6,"06/01/10 00:00:00"
"BCLOR2008003",67,"CLOR",2008003,"02/11/08 00:00:00",2008,2,11,,54.427,54.7117,18.461,18.7683,54,"CLUP HAR","F",5,"17",23,550,23.6,93.3,4,4,"06/01/10 00:00:00"
"BCLOR2008004",67,"CLOR",2008004,"02/24/08 00:00:00",2008,2,24,,54.322,54.5367,19.223,19.3717,75,"CLUP HAR","F",5,"20",19,560,24.1,94.5,4,4,"06/01/10 00:00:00"
"BCLOR2008005",67,"CLOR",2008005,"02/15/08 00:00:00",2008,2,15,,54.229,54.3817,15.483,15.805,30,"CLUP HAR","F",5,"20",17,500,28,94.90000000000001,6,6,"06/01/10 00:00:00"
"BCLOR2008006",67,"CLOR",2008006,"02/16/08 00:00:00",2008,2,16,,54.505,54.8417,17.282,17.47,23,"SPRA SPR","F",3,"55",11,630,28.6,93.09999999999999,4,9,"06/01/10 00:00:00"
"BCLOR2008007",67,"CLOR",2008007,"02/11/08 00:00:00",2008,2,11,,54.396,54.66,18.498,18.83,70,"SPRA SPR","F",3,"55",11,535,28,92,4,4,"06/01/10 00:00:00"
"BCLOR2008008",67,"CLOR",2008008,"02/13/08 00:00:00",2008,2,13,,54.274,54.4567,15.374,15.6233,52,"SPRA SPR","F",3,"47",12,630,27,91.5,6,6,"06/01/10 00:00:00"
"BCLOR2008009",67,"CLOR",2008009,"03/25/08 00:00:00",2008,3,25,,54.243,54.405,18.56,18.9333,28,"SPRA SPR","F",3,"55",11,500,27,92.09999999999999,4,4,"06/01/10 00:00:00"
"BCLOR2008010",67,"CLOR",2008010,"02/12/08 00:00:00",2008,2,12,,54.501,54.835,15.261,15.435,72,"SPRA SPR","F",3,"50",11,555,27,91.59999999999999,6,6,"06/01/10 00:00:00"
"BCLOR2008011",67,"CLOR",2008011,"02/24/08 00:00:00",2008,2,24,,54.313,54.5217,19.223,19.3717,75,"PLAT FLE","F",5,"10",26,530,26.4,94.5,4,4,"06/01/10 00:00:00"
"BCLOR2008012",67,"CLOR",2008012,"02/13/08 00:00:00",2008,2,13,,54.274,54.4567,15.374,15.6233,52,"PLAT FLE","F",5,"6",28,550,23.6,93.7,6,6,"06/01/10 00:00:00"
"BCLOR2008013",67,"CLOR",2008013,"02/12/08 00:00:00",2008,2,12,,54.501,54.835,15.261,15.435,72,"PLAT FLE","F",5,"7",27,540,24.1,93.59999999999999,6,6,"06/01/10 00:00:00"
"BCLOR2008014",67,"CLOR",2008014,"02/11/08 00:00:00",2008,2,11,,54.427,54.7117,18.461,18.7683,54,"PLAT FLE","F",5,"6",25,520,26,95.3,4,4,"06/01/10 00:00:00"
"BCLOR2008015",67,"CLOR",2008015,"02/19/08 00:00:00",2008,2,19,,55.157,55.2617,17.255,17.425,92,"PLAT FLE","F",5,"7",26,505,21.8,93.8,4,6,"06/01/10 00:00:00"
"BCLOR2008016",67,"CLOR",2008016,"02/12/08 00:00:00",2008,2,12,,54.501,54.835,15.261,15.435,72,"GADU MOR","F",5,"3",39,690,18.8,89.3,6,6,"06/01/10 00:00:00"
"BCLOR2008017",67,"CLOR",2008017,"02/11/08 00:00:00",2008,2,11,,54.521,54.8683,18.409,18.6817,74,"GADU MOR","F",5,"3",40,630,25.4,93.09999999999999,4,9,"06/01/10 00:00:00"
"BCLOR2008018",67,"CLOR",2008018,"02/16/08 00:00:00",2008,2,16,,54.505,54.8417,17.282,17.47,23,"GADU MOR","F",5,"3",39,500,22,92.8,4,9,"06/01/10 00:00:00"
