KEY,COUNTRY,LABORATORY,SEQUENCE,DATE,YEAR,MONTH,DAY,STATION,LATITUDE ddmmmm,LATITUDE dddddd,LONGITUDE ddmmmm,LONGITUDE dddddd,SDEPTH,RUBIN,BIOTATYPE,TISSUE,NO,LENGTH,WEIGHT,DW%,LOI%,MORS_SUBBASIN,HELCOM_SUBBASIN,DATE_OF_ENTRY
"BBFFG1986001",6,"BFFG",1986001,"12/06/86 00:00:00",1986,12,6,"BKIBU1",54.32,54.53,10.08,10.13,20.5,"GADU MOR","F",5,,39,,20.83,92.8,5,15,
"BBFFG1986002",6,"BFFG",1986002,"12/06/86 00:00:00",1986,12,6,"86/ 3",54.29,54.48,10.43,10.72,19.5,"GADU MOR","F",5,,63,,19.53,92.7,5,15,
"BBFFG1986003",6,"BFFG",1986003,"12/07/86 00:00:00",1986,12,7,"BKIBU1",54.37,54.61,10.16,10.26,22.5,"GADU MOR","F",5,,56,,20.04,92.59999999999999,5,15,
"BBFFG1986004",6,"BFFG",1986004,"12/07/86 00:00:00",1986,12,7,"BKIBU1",54.36,54.6,10.45,10.75,27,"GADU MOR","F",5,,66,,18.05,91.3,5,15,
"BBFFG1986005",6,"BFFG",1986005,"12/08/86 00:00:00",1986,12,8,"BARC2",54.58,54.96,14.12,14.19,43,"GADU MOR","F",5,,49,,21.05,92.5,2,2,
"BBFFG1986006",6,"BFFG",1986006,"12/08/86 00:00:00",1986,12,8,"BBHOL3",54.35,54.58,14.51,14.84,52.5,"GADU MOR","F",5,,49,,19.96,93.2,6,6,
"BBFFG1986007",6,"BFFG",1986007,"12/09/86 00:00:00",1986,12,9,"BBHOL4",55.34,55.57,15.23,15.38,70,"GADU MOR","F",5,,56,,26.67,94.8,6,6,
"BBFFG1986008",6,"BFFG",1986008,"12/10/86 00:00:00",1986,12,10,"86/27",55.43,55.72,16.42,16.7,50,"GADU MOR","F",5,,55,,18.98,92.8,4,6,
"BBFFG1986009",6,"BFFG",1986009,"12/10/86 00:00:00",1986,12,10,"86/28",55.4,55.66,16.56,16.93,35.5,"GADU MOR","F",5,,55,,20,92.90000000000001,4,6,
"BBFFG1986010",6,"BFFG",1986010,"12/11/86 00:00:00",1986,12,11,"86/30",55.56,55.94,17.02,17.04,50,"GADU MOR","F",5,,55,,18.87,92.2,4,6,
"BBFFG1986011",6,"BFFG",1986011,"12/11/86 00:00:00",1986,12,11,"86/31",55.58,55.97,17.19,17.32,39,"GADU MOR","F",5,,64,,18.87,93.40000000000001,4,6,
"BBFFG1986012",6,"BFFG",1986012,"12/11/86 00:00:00",1986,12,11,"86/32",56.03,56.05,17.39,17.65,62,"GADU MOR","F",5,,56,,18.87,93.09999999999999,4,6,
"BBFFG1986013",6,"BFFG",1986013,"12/11/86 00:00:00",1986,12,11,"86/33",55.55,55.92,17.4,17.67,62,"GADU MOR","F",5,,57,,18.52,92,4,9,
"BBFFG1986014",6,"BFFG",1986014,"12/11/86 00:00:00",1986,12,11,"86/35",55.39,55.66,17.44,17.74,58.5,"GADU MOR","F",5,,59,,32.26,96,4,9,
"BBFFG1986015",6,"BFFG",1986015,"12/12/86 00:00:00",1986,12,12,"86/36",55.18,55.31,17.1,17.16,75.5,"GADU MOR","F",5,,62,,18.83,92.8,4,6,
"BBFFG1986016",6,"BFFG",1986016,"12/12/86 00:00:00",1986,12,12,"86/37",55.17,55.29,16.53,16.88,70.5,"GADU MOR","F",5,,71,,17.51,92.3,4,6,
"BBFFG1986017",6,"BFFG",1986017,"12/12/86 00:00:00",1986,12,12,"86/38",55.11,55.18,16.56,16.94,77,"GADU MOR","F",5,,70,,28.99,95.2,4,6,
"BBFFG1986018",6,"BFFG",1986018,"12/12/86 00:00:00",1986,12,12,"BBHOL5",55.18,55.3,16.32,16.53,66,"GADU MOR","F",5,,49,,20.58,93.8,4,6,
"BBFFG1986019",6,"BFFG",1986019,"12/13/86 00:00:00",1986,12,13,"BBHOL5",54.53,54.88,16.05,16.09,48,"GADU MOR","F",5,,57,,18.87,92.2,6,6,
"BBFFG1986020",6,"BFFG",1986020,"12/13/86 00:00:00",1986,12,13,"86/45",54.47,54.78,15.58,15.97,56,"GADU MOR","F",5,,58,,21.28,93.90000000000001,6,6,
"BBFFG1986021",6,"BFFG",1986021,"12/13/86 00:00:00",1986,12,13,"86/46",54.42,54.69,16,16,52.5,"GADU MOR","F",5,,58,,20.7,93.09999999999999,6,6,
"BBFFG1986022",6,"BFFG",1986022,"12/13/86 00:00:00",1986,12,13,"86/47",54.46,54.77,16.21,16.34,34,"GADU MOR","F",5,,46,,20,93.2,6,6,
"BBFFG1986023",6,"BFFG",1986023,"12/14/86 00:00:00",1986,12,14,"86/48",55.49,55.81,18.13,18.21,81.5,"GADU MOR","F",5,,71,,18.62,93.09999999999999,4,9,
"BBFFG1986024",6,"BFFG",1986024,"12/14/86 00:00:00",1986,12,14,"86/49",55.4,55.66,18.05,18.09,65.5,"GADU MOR","F",5,,65,,17.83,92.5,4,9,
"BBFFG1986025",6,"BFFG",1986025,"12/14/86 00:00:00",1986,12,14,"BROZE9",55.31,55.52,18.12,18.2,84,"GADU MOR","F",5,,62,,18.32,92.90000000000001,4,9,
"BBFFG1986026",6,"BFFG",1986026,"12/14/86 00:00:00",1986,12,14,"BROZE9",55.27,55.45,18.05,18.08,83,"GADU MOR","F",5,,66,,21.6,91.90000000000001,4,9,
"BBFFG1986027",6,"BFFG",1986027,"12/16/86 00:00:00",1986,12,16,"86/56",55.09,55.15,18.42,18.7,99.5,"GADU MOR","F",5,,65,,17.3,92.8,4,9,
"BBFFG1986028",6,"BFFG",1986028,"12/17/86 00:00:00",1986,12,17,"BARC2",54.4,54.67,14.08,14.13,34,"GADU MOR","F",5,,59,,18.48,91.8,2,2,
"BBFFG1986029",6,"BFFG",1986029,"12/17/86 00:00:00",1986,12,17,"BARC2",54.46,54.77,14.02,14.03,41,"GADU MOR","F",5,,58,,21.37,93.90000000000001,2,2,
"BBFFG1986030",6,"BFFG",1986030,"12/06/86 00:00:00",1986,12,6,"BKIBU1",54.32,54.53,10.08,10.13,20.5,"GADU MOR","F",1,,32,,22.68,86.5,5,15,
"BBFFG1986031",6,"BFFG",1986031,"12/12/86 00:00:00",1986,12,12,"86/37",55.17,55.29,16.53,16.88,70.5,"GADU MOR","F",18,,71,,75.76000000000001,99.40000000000001,4,6,
"BBFFG1986032",6,"BFFG",1986032,"12/12/86 00:00:00",1986,12,12,"86/38",55.11,55.18,16.56,16.94,77,"GADU MOR","F",18,,70,,76.34,99.40000000000001,4,6,
"BBFFG1986033",6,"BFFG",1986033,"12/13/86 00:00:00",1986,12,13,"BBHOL5",54.53,54.88,16.05,16.09,48,"GADU MOR","F",18,,57,,74.06999999999999,99.40000000000001,6,6,
"BBFFG1986034",6,"BFFG",1986034,"12/14/86 00:00:00",1986,12,14,"86/48",55.49,55.81,18.13,18.21,81.5,"GADU MOR","F",18,,71,,74.63,99.2,4,9,
"BBFFG1986035",6,"BFFG",1986035,"12/17/86 00:00:00",1986,12,17,"BARC2",54.46,54.77,14.02,14.03,41,"GADU MOR","F",18,,58,,76.34,99.5,2,2,
"BBFFG1986036",6,"BFFG",1986036,"12/06/86 00:00:00",1986,12,6,"86/ 3",54.29,54.48,10.4,10.66,19.5,"LIMA LIM","F",5,,27,,24.39,91.8,5,15,
"BBFFG1986037",6,"BFFG",1986037,"12/07/86 00:00:00",1986,12,7,"86/ 6",54.43,54.72,10.13,10.22,25,"LIMA LIM","F",1,,25,,25.77,87.40000000000001,5,15,
"BBFFG1986038",6,"BFFG",1986038,"12/08/86 00:00:00",1986,12,8,"86/13",54.46,54.77,14.39,14.65,42.5,"PLAT FLE","F",5,,33,,25,95.40000000000001,2,6,
"BBFFG1986039",6,"BFFG",1986039,"12/08/86 00:00:00",1986,12,8,"86/13",54.46,54.77,14.39,14.65,42.5,"CLUP HAR","F",5,,23,,30.86,94.5,2,6,
"BBFFG1986040",6,"BFFG",1986040,"12/10/86 00:00:00",1986,12,10,"86/25",55.46,55.76,16.16,16.27,59.5,"CLUP HAR","F",5,,26,,29.41,93.90000000000001,6,6,
"BBFFG1986041",6,"BFFG",1986041,"12/10/86 00:00:00",1986,12,10,"86/28",55.4,55.66,16.56,16.93,35.5,"CLUP HAR","F",5,,25,,29.41,94,4,6,
"BBFFG1986042",6,"BFFG",1986042,"12/12/86 00:00:00",1986,12,12,"86/37",55.17,55.29,16.53,16.88,70.5,"CLUP HAR","F",5,,27,,29.07,95.09999999999999,4,6,
"BBFFG1986043",6,"BFFG",1986043,"12/13/86 00:00:00",1986,12,13,"86/46",54.42,54.69,16,16,52.5,"CLUP HAR","F",5,,21,,28.57,93.5,6,6,
"BBFFG1986044",6,"BFFG",1986044,"12/14/86 00:00:00",1986,12,14,"86/49",55.4,55.66,18.05,18.09,65.5,"CLUP HAR","F",5,,26,,29.41,93.59999999999999,4,9,
"BBFFG1986045",6,"BFFG",1986045,"12/06/86 00:00:00",1986,12,6,"BKIBU1",54.3,54.5,10.37,10.61,19,"CLUP HAR","F",1,,23,,32.47,92.8,5,15,
"BBFFG1986046",6,"BFFG",1986046,"12/17/86 00:00:00",1986,12,17,"BARC2",54.46,54.77,14.02,14.03,41,"CLUP HAR","F",1,,25,,33.33,92.5,2,2,
"BBFFG1986047",6,"BFFG",1986047,"12/08/86 00:00:00",1986,12,8,"86/13",54.46,54.77,14.39,14.65,42.5,"PLEU PLA","F",5,,30,,20.83,94.2,2,6,
"BBFFG1986048",6,"BFFG",1986048,"12/13/86 00:00:00",1986,12,13,"86/47",54.46,54.77,16.21,16.34,34,"PLEU PLA","F",5,,35,,25.64,95,6,6,
"BBFFG1986049",6,"BFFG",1986049,"12/17/86 00:00:00",1986,12,17,"BARC2",54.51,54.85,13.52,13.87,54,"PLEU PLA","F",5,,0,,22.22,94.09999999999999,2,2,
"BBFFG1986050",6,"BFFG",1986050,"12/07/86 00:00:00",1986,12,7,"86/ 6",54.43,54.72,10.13,10.22,25,"MERL MNG","F",5,,32,,21.28,94.2,5,15,
"BBFFG1987001",6,"BFFG",1987001,"12/08/87 00:00:00",1987,12,8,"BKIBU1",54.33,54.54,10.07,10.12,21.5,"GADU MOR","F",5,,50,,19.34,93,5,15,
"BBFFG1987002",6,"BFFG",1987002,"12/08/87 00:00:00",1987,12,8,"87/ 2",54.3,54.49,10.31,10.51,14.5,"GADU MOR","F",5,,52,,18.59,91.2,5,15,
"BBFFG1987003",6,"BFFG",1987003,"12/08/87 00:00:00",1987,12,8,"BKIBU1",54.32,54.53,10.49,10.82,25.5,"GADU MOR","F",5,,52,,17.7,90.40000000000001,5,15,
"BBFFG1987004",6,"BFFG",1987004,"12/08/87 00:00:00",1987,12,8,"BKIBU1",54.32,54.53,10.5,10.83,21.5,"GADU MOR","F",5,,56,,17.33,92.09999999999999,5,15,
"BBFFG1987005",6,"BFFG",1987005,"12/08/87 00:00:00",1987,12,8,"BKIBU1",54.33,54.55,10.41,10.69,23.5,"GADU MOR","F",5,,0,,18.21,92.40000000000001,5,15,
"BBFFG1987006",6,"BFFG",1987006,"12/09/87 00:00:00",1987,12,9,"87/ 6",54.55,54.92,12.56,12.93,38.5,"GADU MOR","F",5,,0,,19.8,93.09999999999999,2,2,
"BBFFG1987007",6,"BFFG",1987007,"12/09/87 00:00:00",1987,12,9,"87/ 6",54.55,54.92,12.56,12.93,38.5,"GADU MOR","F",5,,0,,18.94,93.2,2,2,
"BBFFG1987008",6,"BFFG",1987008,"12/09/87 00:00:00",1987,12,9,"BARC2",54.56,54.93,13.26,13.44,49,"GADU MOR","F",5,,48,,18.12,92.2,2,2,
"BBFFG1987009",6,"BFFG",1987009,"12/09/87 00:00:00",1987,12,9,"BARC2",55.02,55.04,13.49,13.82,49,"GADU MOR","F",5,,46,,18.25,93.3,2,2,
"BBFFG1987010",6,"BFFG",1987010,"12/09/87 00:00:00",1987,12,9,"BARC2",55.04,55.07,13.35,13.59,45,"GADU MOR","F",5,,45,,18.73,93.7,2,2,
"BBFFG1987011",6,"BFFG",1987011,"12/10/87 00:00:00",1987,12,10,"87/14",55.44,55.74,16.15,16.25,66,"GADU MOR","F",5,,52,,18.02,92.59999999999999,6,6,
"BBFFG1987012",6,"BFFG",1987012,"12/10/87 00:00:00",1987,12,10,"87/14",55.44,55.74,16.15,16.25,66,"GADU MOR","F",5,,36,,17.99,92.7,6,6,
"BBFFG1987013",6,"BFFG",1987013,"12/10/87 00:00:00",1987,12,10,"87/14",55.44,55.74,16.15,16.25,66,"GADU MOR","F",5,,73,,18.55,93.09999999999999,6,6,
"BBFFG1987014",6,"BFFG",1987014,"12/10/87 00:00:00",1987,12,10,"87/15",55.49,55.82,16.34,16.57,55,"GADU MOR","F",5,,43,,18.55,92.3,4,6,
"BBFFG1987015",6,"BFFG",1987015,"12/11/87 00:00:00",1987,12,11,"87/16",55.42,55.7,16.34,16.56,60,"GADU MOR","F",5,,82,,19.19,93.2,4,6,
"BBFFG1987016",6,"BFFG",1987016,"12/11/87 00:00:00",1987,12,11,"87/16",55.42,55.7,16.34,16.56,60,"GADU MOR","F",5,,52,,18.38,92.2,4,6,
"BBFFG1987017",6,"BFFG",1987017,"12/11/87 00:00:00",1987,12,11,"87/17",55.49,55.81,16.54,16.89,45,"GADU MOR","F",5,,55,,19.16,93.90000000000001,4,6,
"BBFFG1987018",6,"BFFG",1987018,"12/11/87 00:00:00",1987,12,11,"87/18",55.51,55.85,17.02,17.04,50,"GADU MOR","F",5,,50,,18.62,92.5,4,6,
"BBFFG1987019",6,"BFFG",1987019,"12/12/87 00:00:00",1987,12,12,"87/19",56,56,17.18,17.31,44,"GADU MOR","F",5,,74,,18.62,93,4,6,
"BBFFG1987020",6,"BFFG",1987020,"12/12/87 00:00:00",1987,12,12,"87/19",56,56,17.18,17.31,44,"GADU MOR","F",5,,49,,18.35,92.59999999999999,4,6,
"BBFFG1987021",6,"BFFG",1987021,"12/12/87 00:00:00",1987,12,12,"87/20",56.04,56.06,17.39,17.65,63,"GADU MOR","F",5,,54,,18.98,93.3,4,6,
"BBFFG1987022",6,"BFFG",1987022,"12/12/87 00:00:00",1987,12,12,"87/21",55.57,55.95,17.42,17.7,65.5,"GADU MOR","F",5,,0,,18.35,93.09999999999999,4,9,
"BBFFG1987023",6,"BFFG",1987023,"12/12/87 00:00:00",1987,12,12,"87/22",55.47,55.78,17.44,17.73,63,"GADU MOR","F",5,,67,,18.18,92.59999999999999,4,9,
"BBFFG1987024",6,"BFFG",1987024,"12/12/87 00:00:00",1987,12,12,"87/22",55.47,55.78,17.44,17.73,63,"GADU MOR","F",5,,49,,18.98,92.5,4,9,
"BBFFG1987025",6,"BFFG",1987025,"12/12/87 00:00:00",1987,12,12,"87/23",55.59,55.98,17.51,17.84,61,"GADU MOR","F",5,,49,,23.98,94.40000000000001,4,9,
"BBFFG1987026",6,"BFFG",1987026,"12/13/87 00:00:00",1987,12,13,"87/24",56.33,56.55,18.4,18.67,42.5,"GADU MOR","F",5,,40,,18.45,92.3,9,9,
"BBFFG1987027",6,"BFFG",1987027,"12/13/87 00:00:00",1987,12,13,"87/24",56.33,56.55,18.4,18.67,42.5,"GADU MOR","F",5,,57,,19.12,92.7,9,9,
"BBFFG1987028",6,"BFFG",1987028,"12/13/87 00:00:00",1987,12,13,"87/24",56.33,56.55,18.4,18.67,42.5,"GADU MOR","F",5,,76,,18.48,90.59999999999999,9,9,
"BBFFG1987029",6,"BFFG",1987029,"12/13/87 00:00:00",1987,12,13,"87/25",56.22,56.37,18.31,18.51,59,"GADU MOR","F",5,,56,,18.83,92.3,4,9,
"BBFFG1987030",6,"BFFG",1987030,"12/13/87 00:00:00",1987,12,13,"87/26",56.16,56.26,18.14,18.23,37.5,"GADU MOR","F",5,,63,,18.21,92.59999999999999,4,9,
"BBFFG1987031",6,"BFFG",1987031,"12/13/87 00:00:00",1987,12,13,"87/27",56.13,56.22,17.52,17.87,66,"GADU MOR","F",5,,52,,18.28,92.7,4,10,
"BBFFG1987032",6,"BFFG",1987032,"12/13/87 00:00:00",1987,12,13,"87/28",56.04,56.06,17.39,17.64,52.5,"GADU MOR","F",5,,47,,17.79,93.09999999999999,4,6,
"BBFFG1987033",6,"BFFG",1987033,"12/14/87 00:00:00",1987,12,14,"87/29",55.5,55.84,18.1,18.17,71,"GADU MOR","F",5,,67,,18.18,92.40000000000001,4,9,
"BBFFG1987034",6,"BFFG",1987034,"12/14/87 00:00:00",1987,12,14,"87/30",55.4,55.66,18.04,18.07,71,"GADU MOR","F",5,,54,,18.21,92.90000000000001,4,9,
"BBFFG1987035",6,"BFFG",1987035,"12/14/87 00:00:00",1987,12,14,"BROZE9",55.33,55.54,17.58,17.97,74,"GADU MOR","F",5,,55,,18.73,92.90000000000001,4,9,
"BBFFG1987036",6,"BFFG",1987036,"12/14/87 00:00:00",1987,12,14,"BROZE9",55.26,55.43,18.03,18.06,79.5,"GADU MOR","F",5,,56,,18.42,92.09999999999999,4,9,
"BBFFG1987037",6,"BFFG",1987037,"12/14/87 00:00:00",1987,12,14,"BROZE9",55.2,55.33,18.18,18.3,81.5,"GADU MOR","F",5,,56,,18.8,92.8,4,9,
"BBFFG1987038",6,"BFFG",1987038,"12/15/87 00:00:00",1987,12,15,"BROZE9",55.07,55.12,18.35,18.58,85,"GADU MOR","F",5,,60,,18.94,93,4,9,
"BBFFG1987039",6,"BFFG",1987039,"12/15/87 00:00:00",1987,12,15,"BROZE9",55.06,55.1,18.13,18.22,70.5,"GADU MOR","F",5,,55,,17.73,92.59999999999999,4,9,
"BBFFG1987040",6,"BFFG",1987040,"12/15/87 00:00:00",1987,12,15,"BROZE9",55.13,55.22,17.53,17.89,61,"GADU MOR","F",5,,66,,21.1,93.3,4,9,
"BBFFG1987041",6,"BFFG",1987041,"12/16/87 00:00:00",1987,12,16,"87/39",55.19,55.31,17.12,17.19,79,"GADU MOR","F",5,,65,,18.98,91.90000000000001,4,6,
"BBFFG1987042",6,"BFFG",1987042,"12/16/87 00:00:00",1987,12,16,"BBHOL5",55.15,55.25,16.42,16.7,75,"GADU MOR","F",5,,55,,18.76,93.3,4,6,
"BBFFG1987043",6,"BFFG",1987043,"12/16/87 00:00:00",1987,12,16,"BBHOL5",55.11,55.18,16.31,16.52,62,"GADU MOR","F",5,,57,,19.49,93.3,4,6,
"BBFFG1987044",6,"BFFG",1987044,"12/16/87 00:00:00",1987,12,16,"BBHOL5",54.52,54.87,16.06,16.11,51,"GADU MOR","F",5,,56,,19.34,92.3,6,6,
"BBFFG1987045",6,"BFFG",1987045,"12/16/87 00:00:00",1987,12,16,"87/44",54.47,54.79,15.58,15.97,54,"GADU MOR","F",5,,58,,21.51,94.59999999999999,6,6,
"BBFFG1987046",6,"BFFG",1987046,"12/17/87 00:00:00",1987,12,17,"87/45",54.42,54.7,15.58,15.96,55.5,"GADU MOR","F",5,,54,,18.42,92.09999999999999,6,6,
"BBFFG1987047",6,"BFFG",1987047,"12/17/87 00:00:00",1987,12,17,"87/45",54.42,54.7,15.58,15.96,55.5,"GADU MOR","F",5,,54,,18.59,92,6,6,
"BBFFG1987048",6,"BFFG",1987048,"12/17/87 00:00:00",1987,12,17,"BBHOL3",54.34,54.57,15.29,15.48,58,"GADU MOR","F",5,,59,,20,93,6,6,
"BBFFG1987049",6,"BFFG",1987049,"12/17/87 00:00:00",1987,12,17,"BBHOL3",54.28,54.47,15.3,15.5,52,"GADU MOR","F",5,,54,,19.19,93.2,6,6,
"BBFFG1987050",6,"BFFG",1987050,"12/17/87 00:00:00",1987,12,17,"BBHOL3",54.28,54.47,15.15,15.24,35,"GADU MOR","F",5,,0,,19.42,92.90000000000001,6,6,
"BBFFG1987051",6,"BFFG",1987051,"12/18/87 00:00:00",1987,12,18,"BBHOL3",54.42,54.7,15.09,15.15,62.5,"GADU MOR","F",5,,60,,21.19,92.90000000000001,6,6,
"BBFFG1987052",6,"BFFG",1987052,"12/18/87 00:00:00",1987,12,18,"BBHOL3",54.36,54.59,15.01,15.02,55.5,"GADU MOR","F",5,,59,,20.7,93.8,6,6,
"BBFFG1987053",6,"BFFG",1987053,"12/18/87 00:00:00",1987,12,18,"BBHOL3",54.38,54.63,14.56,14.94,50,"GADU MOR","F",5,,55,,18.83,92.90000000000001,6,6,
"BBFFG1987054",6,"BFFG",1987054,"12/18/87 00:00:00",1987,12,18,"BBHOL3",54.34,54.57,14.47,14.78,46,"GADU MOR","F",5,,55,,18.83,92.09999999999999,6,6,
"BBFFG1987055",6,"BFFG",1987055,"12/19/87 00:00:00",1987,12,19,"87/55",54.36,54.6,14.32,14.53,28,"GADU MOR","F",5,,62,,23.58,94.40000000000001,2,6,
"BBFFG1987056",6,"BFFG",1987056,"12/19/87 00:00:00",1987,12,19,"BARC2",54.36,54.61,14.14,14.23,27.5,"GADU MOR","F",5,,49,,26.6,95.3,2,2,
"BBFFG1987057",6,"BFFG",1987057,"12/19/87 00:00:00",1987,12,19,"BARC2",54.43,54.72,14.04,14.07,34,"GADU MOR","F",5,,91,,25.38,92.90000000000001,2,2,
"BBFFG1987058",6,"BFFG",1987058,"12/19/87 00:00:00",1987,12,19,"BARC2",54.43,54.72,14.04,14.07,34,"GADU MOR","F",5,,57,,19.23,93,2,2,
"BBFFG1987059",6,"BFFG",1987059,"12/19/87 00:00:00",1987,12,19,"BARC2",54.52,54.86,13.54,13.9,49,"GADU MOR","F",5,,45,,21.65,93,2,2,
"BBFFG1987060",6,"BFFG",1987060,"12/19/87 00:00:00",1987,12,19,"BARC2",55,54.99,14,14,50,"GADU MOR","F",5,,46,,19.61,94.3,2,2,
"BBFFG1987061",6,"BFFG",1987061,"12/19/87 00:00:00",1987,12,19,"BARC2",54.57,54.95,13.58,13.97,51.5,"GADU MOR","F",5,,47,,19.01,92.7,2,2,
"BBFFG1987062",6,"BFFG",1987062,"12/20/87 00:00:00",1987,12,20,"BMEB12",54.3,54.5,11.23,11.38,29,"GADU MOR","F",5,,59,,22.83,93.59999999999999,5,16,
"BBFFG1987063",6,"BFFG",1987063,"12/08/87 00:00:00",1987,12,8,"BKIBU1",54.33,54.54,10.07,10.12,21.5,"GADU MOR","F",18,,50,,68.97,99,5,15,
"BBFFG1987064",6,"BFFG",1987064,"12/08/87 00:00:00",1987,12,8,"87/ 2",54.3,54.49,10.31,10.51,14.5,"GADU MOR","F",18,,52,,60.61,97.90000000000001,5,15,
"BBFFG1987065",6,"BFFG",1987065,"12/08/87 00:00:00",1987,12,8,"BKIBU1",54.32,54.53,10.49,10.82,25.5,"GADU MOR","F",18,,52,,68.48999999999999,98.59999999999999,5,15,
"BBFFG1987066",6,"BFFG",1987066,"12/08/87 00:00:00",1987,12,8,"BKIBU1",54.32,54.53,10.5,10.83,21.5,"GADU MOR","F",18,,56,,64.09999999999999,98.40000000000001,5,15,
"BBFFG1987067",6,"BFFG",1987067,"12/09/87 00:00:00",1987,12,9,"87/ 6",54.55,54.92,12.56,12.93,38.5,"GADU MOR","F",18,,0,,77.52,99.5,2,2,
"BBFFG1987068",6,"BFFG",1987068,"12/09/87 00:00:00",1987,12,9,"BARC2",54.57,54.95,13.39,13.65,50,"GADU MOR","F",18,,50,,76.92,99.5,2,2,
"BBFFG1987069",6,"BFFG",1987069,"12/09/87 00:00:00",1987,12,9,"BARC2",55.02,55.04,13.49,13.82,49,"GADU MOR","F",18,,46,,78.12,99.5,2,2,
"BBFFG1987070",6,"BFFG",1987070,"12/09/87 00:00:00",1987,12,9,"BARC2",55.04,55.07,13.35,13.59,45,"GADU MOR","F",18,,45,,76.92,99.5,2,2,
"BBFFG1987071",6,"BFFG",1987071,"12/10/87 00:00:00",1987,12,10,"87/14",55.44,55.74,16.15,16.25,66,"GADU MOR","F",18,,52,,78.73999999999999,99.5,6,6,
"BBFFG1987072",6,"BFFG",1987072,"12/10/87 00:00:00",1987,12,10,"87/14",55.44,55.74,16.15,16.25,66,"GADU MOR","F",18,,36,,72.45999999999999,99.3,6,6,
"BBFFG1987073",6,"BFFG",1987073,"12/10/87 00:00:00",1987,12,10,"87/14",55.44,55.74,16.15,16.25,66,"GADU MOR","F",18,,73,,78.12,99.5,6,6,
"BBFFG1987074",6,"BFFG",1987074,"12/10/87 00:00:00",1987,12,10,"87/15",55.49,55.82,16.34,16.57,55,"GADU MOR","F",18,,43,,77.52,99.5,4,6,
"BBFFG1987075",6,"BFFG",1987075,"12/11/87 00:00:00",1987,12,11,"87/16",55.42,55.7,16.34,16.56,60,"GADU MOR","F",18,,82,,79.37,99.5,4,6,
"BBFFG1987076",6,"BFFG",1987076,"12/11/87 00:00:00",1987,12,11,"87/16",55.42,55.7,16.34,16.56,60,"GADU MOR","F",18,,52,,76.34,99.5,4,6,
"BBFFG1987077",6,"BFFG",1987077,"12/11/87 00:00:00",1987,12,11,"87/17",55.49,55.81,16.54,16.89,45,"GADU MOR","F",18,,55,,76.92,99.40000000000001,4,6,
"BBFFG1987078",6,"BFFG",1987078,"12/11/87 00:00:00",1987,12,11,"87/18",55.51,55.85,17.02,17.04,50,"GADU MOR","F",18,,50,,74.63,99.40000000000001,4,6,
"BBFFG1987079",6,"BFFG",1987079,"12/12/87 00:00:00",1987,12,12,"87/19",56,56,17.18,17.31,44,"GADU MOR","F",18,,74,,75.76000000000001,99.5,4,6,
"BBFFG1987080",6,"BFFG",1987080,"12/12/87 00:00:00",1987,12,12,"87/19",56,56,17.18,17.31,44,"GADU MOR","F",18,,49,,76.34,99.5,4,6,
"BBFFG1987081",6,"BFFG",1987081,"12/12/87 00:00:00",1987,12,12,"87/20",56.04,56.06,17.39,17.65,63,"GADU MOR","F",18,,54,,75.19,99.40000000000001,4,6,
"BBFFG1987082",6,"BFFG",1987082,"12/12/87 00:00:00",1987,12,12,"87/22",55.47,55.78,17.44,17.73,63,"GADU MOR","F",18,,49,,75.76000000000001,99.40000000000001,4,9,
"BBFFG1987083",6,"BFFG",1987083,"12/12/87 00:00:00",1987,12,12,"87/23",55.59,55.98,17.51,17.84,61,"GADU MOR","F",18,,49,,72.45999999999999,99.3,4,9,
"BBFFG1987084",6,"BFFG",1987084,"12/13/87 00:00:00",1987,12,13,"87/24",56.33,56.55,18.4,18.67,42.5,"GADU MOR","F",18,,57,,75.19,99.40000000000001,9,9,
"BBFFG1987085",6,"BFFG",1987085,"12/13/87 00:00:00",1987,12,13,"87/24",56.33,56.55,18.4,18.67,42.5,"GADU MOR","F",18,,40,,72.45999999999999,99.3,9,9,
"BBFFG1987086",6,"BFFG",1987086,"12/13/87 00:00:00",1987,12,13,"87/24",56.33,56.55,18.4,18.67,42.5,"GADU MOR","F",18,,76,,75.76000000000001,99.2,9,9,
"BBFFG1987087",6,"BFFG",1987087,"12/13/87 00:00:00",1987,12,13,"87/26",56.16,56.26,18.14,18.23,37.5,"GADU MOR","F",18,,63,,75.19,99.40000000000001,4,9,
"BBFFG1987088",6,"BFFG",1987088,"12/13/87 00:00:00",1987,12,13,"87/27",56.13,56.22,17.52,17.87,66,"GADU MOR","F",18,,52,,59.17,99.40000000000001,4,10,
"BBFFG1987089",6,"BFFG",1987089,"12/13/87 00:00:00",1987,12,13,"87/28",56.04,56.06,17.39,17.64,52.5,"GADU MOR","F",18,,47,,74.63,99.40000000000001,4,6,
"BBFFG1987090",6,"BFFG",1987090,"12/14/87 00:00:00",1987,12,14,"87/29",55.5,55.84,18.1,18.17,71,"GADU MOR","F",18,,67,,76.34,99.40000000000001,4,9,
"BBFFG1987091",6,"BFFG",1987091,"12/14/87 00:00:00",1987,12,14,"BROZE9",55.33,55.54,17.58,17.97,74,"GADU MOR","F",18,,55,,76.34,99.5,4,9,
