KEY,COUNTRY,LABORATORY,SEQUENCE,DATE,YEAR,MONTH,DAY,STATION,LATITUDE (ddmmmm),LATITUDE (dddddd),LONGITUDE (ddmmmm),LONGITUDE (dddddd),TDEPTH,SDEPTH,SALIN,TTEMP,FILT,MORS_SUBBASIN,HELCOM_SUBBASIN,DATE_OF_ENTRY
"WCLOR1984001",67,"CLOR",1984001,"06/13/84 00:00:00",1984,6,13,"ZN2",54.23,54.3833,18.5705,18.9508,16,0,4.6,,"N",4,4,
"WCLOR1984002",67,"CLOR",1984002,"06/13/84 00:00:00",1984,6,13,"ZN2",54.23,54.3833,18.5705,18.9508,16,14,7.8,,"N",4,4,
"WCLOR1984003",67,"CLOR",1984003,"06/13/84 00:00:00",1984,6,13,"P110",54.3,54.5,19.0608,19.1013,70,0,6.9,,"N",4,4,
"WCLOR1984004",67,"CLOR",1984004,"06/13/84 00:00:00",1984,6,13,"P110",54.3,54.5,19.0608,19.1013,70,68,8.4,,"N",4,4,
"WCLOR1984005",67,"CLOR",1984005,"06/14/84 00:00:00",1984,6,14,"P116",54.39,54.65,19.18,19.3,87,0,8,,"N",4,4,
"WCLOR1984006",67,"CLOR",1984006,"06/14/84 00:00:00",1984,6,14,"P116",54.39,54.65,19.18,19.3,87,84,10.1,,"N",4,4,
"WCLOR1984007",67,"CLOR",1984007,"06/05/84 00:00:00",1984,6,5,"P1",54.5,54.8333,19.2,19.3333,109,0,0.78,,"N",4,4,
"WCLOR1984008",67,"CLOR",1984008,"06/05/84 00:00:00",1984,6,5,"P1",54.5,54.8333,19.2,19.3333,109,105,11.6,,"N",4,4,
"WCLOR1984009",67,"CLOR",1984009,"06/14/84 00:00:00",1984,6,14,"P1",54.5,54.8333,19.2,19.3333,109,0,7.7,,"N",4,4,
"WCLOR1984010",67,"CLOR",1984010,"06/14/84 00:00:00",1984,6,14,"P1",54.5,54.8333,19.2,19.3333,109,30,7.9,,"N",4,4,
"WCLOR1984011",67,"CLOR",1984011,"06/14/84 00:00:00",1984,6,14,"P1",54.5,54.8333,19.2,19.3333,109,59,8.5,,"N",4,4,
"WCLOR1984012",67,"CLOR",1984012,"06/14/84 00:00:00",1984,6,14,"P1",54.5,54.8333,19.2,19.3333,109,87,11.3,,"N",4,4,
"WCLOR1984013",67,"CLOR",1984013,"06/14/84 00:00:00",1984,6,14,"P1",54.5,54.8333,19.2,19.3333,109,105,11.4,,"N",4,4,
"WCLOR1984014",67,"CLOR",1984014,"05/30/84 00:00:00",1984,5,30,"P40",55.38,55.6333,18.36,18.6,95,0,7.8,,"N",4,9,
"WCLOR1984015",67,"CLOR",1984015,"05/30/84 00:00:00",1984,5,30,"P40",55.38,55.6333,18.36,18.6,95,20,7.9,,"N",4,9,
"WCLOR1984016",67,"CLOR",1984016,"05/30/84 00:00:00",1984,5,30,"P40",55.38,55.6333,18.36,18.6,95,40,8,,"N",4,9,
"WCLOR1984017",67,"CLOR",1984017,"05/30/84 00:00:00",1984,5,30,"P40",55.38,55.6333,18.36,18.6,95,60,8.199999999999999,,"N",4,9,
"WCLOR1984018",67,"CLOR",1984018,"05/30/84 00:00:00",1984,5,30,"P40",55.38,55.6333,18.36,18.6,95,80,10.2,,"N",4,9,
"WCLOR1984019",67,"CLOR",1984019,"05/30/84 00:00:00",1984,5,30,"P40",55.38,55.6333,18.36,18.6,95,93,11.9,,"N",4,9,
"WCLOR1984020",67,"CLOR",1984020,"06/15/84 00:00:00",1984,6,15,"P40",55.38,55.6333,18.36,18.6,95,0,7.9,,"N",4,9,
"WCLOR1984021",67,"CLOR",1984021,"06/15/84 00:00:00",1984,6,15,"P40",55.38,55.6333,18.36,18.6,95,67,8.300000000000001,,"N",4,9,
"WCLOR1984022",67,"CLOR",1984022,"06/15/84 00:00:00",1984,6,15,"P40",55.38,55.6333,18.36,18.6,95,90,10.8,,"N",4,9,
"WCLOR1984023",67,"CLOR",1984023,"05/31/84 00:00:00",1984,5,31,"P2",55.18,55.3,18,18,78,0,7.9,,"N",4,9,
"WCLOR1984024",67,"CLOR",1984024,"05/31/84 00:00:00",1984,5,31,"P2",55.18,55.3,18,18,78,76,13.1,,"N",4,9,
"WCLOR1984025",67,"CLOR",1984025,"06/15/84 00:00:00",1984,6,15,"P2",55.18,55.3,18,18,78,0,8.1,,"N",4,9,
"WCLOR1984026",67,"CLOR",1984026,"06/15/84 00:00:00",1984,6,15,"P2",55.18,55.3,18,18,78,74,12.1,,"N",4,9,
"WCLOR1984027",67,"CLOR",1984027,"06/03/84 00:00:00",1984,6,3,"P3",55.13,55.2167,17.05,17.0833,92,0,8.1,,"N",4,6,
"WCLOR1984028",67,"CLOR",1984028,"06/03/84 00:00:00",1984,6,3,"P3",55.13,55.2167,17.05,17.0833,92,87,13.9,,"N",4,6,
"WCLOR1984029",67,"CLOR",1984029,"06/16/84 00:00:00",1984,6,16,"P3",55.13,55.2167,17.05,17.0833,92,0,8.1,,"N",4,6,
"WCLOR1984030",67,"CLOR",1984030,"06/16/84 00:00:00",1984,6,16,"P3",55.13,55.2167,17.05,17.0833,92,88,13.3,,"N",4,6,
"WCLOR1984031",67,"CLOR",1984031,"06/03/84 00:00:00",1984,6,3,"P5",55.15,55.25,15.59,15.9833,91,0,7.9,,"N",6,6,
"WCLOR1984032",67,"CLOR",1984032,"06/03/84 00:00:00",1984,6,3,"P5",55.15,55.25,15.59,15.9833,91,20,7.9,,"N",6,6,
"WCLOR1984033",67,"CLOR",1984033,"06/03/84 00:00:00",1984,6,3,"P5",55.15,55.25,15.59,15.9833,91,40,8.300000000000001,,"N",6,6,
"WCLOR1984034",67,"CLOR",1984034,"06/03/84 00:00:00",1984,6,3,"P5",55.15,55.25,15.59,15.9833,91,60,11.6,,"N",6,6,
"WCLOR1984035",67,"CLOR",1984035,"06/03/84 00:00:00",1984,6,3,"P5",55.15,55.25,15.59,15.9833,91,80,15.7,,"N",6,6,
"WCLOR1984036",67,"CLOR",1984036,"06/03/84 00:00:00",1984,6,3,"P5",55.15,55.25,15.59,15.9833,91,87,16.2,,"N",6,6,
"WCLOR1984037",67,"CLOR",1984037,"06/16/84 00:00:00",1984,6,16,"P5",55.15,55.25,15.59,15.9833,91,0,8.1,,"N",6,6,
"WCLOR1984038",67,"CLOR",1984038,"06/16/84 00:00:00",1984,6,16,"P5",55.5,55.8333,15.59,15.9833,91,87,16.1,,"N",6,6,
"WCLOR1984039",67,"CLOR",1984039,"06/03/84 00:00:00",1984,6,3,"P39",54.2,54.3333,14.25,14.4167,63,0,8.199999999999999,,"N",2,6,
"WCLOR1984040",67,"CLOR",1984040,"06/03/84 00:00:00",1984,6,3,"P39",54.2,54.3333,14.25,14.4167,63,61,12.6,,"N",2,6,
"WCLOR1984041",67,"CLOR",1984041,"06/17/84 00:00:00",1984,6,17,"P39",54.2,54.3333,14.25,14.4167,63,0,8.1,,"N",2,6,
"WCLOR1984042",67,"CLOR",1984042,"06/17/84 00:00:00",1984,6,17,"P39",54.2,54.3333,14.25,14.4167,63,8,8.1,,"N",2,6,
"WCLOR1984043",67,"CLOR",1984043,"06/17/84 00:00:00",1984,6,17,"P39",54.2,54.3333,14.25,14.4167,63,40,8.300000000000001,,"N",2,6,
"WCLOR1984044",67,"CLOR",1984044,"06/17/84 00:00:00",1984,6,17,"P39",54.2,54.3333,14.25,14.4167,63,48,8.800000000000001,,"N",2,6,
"WCLOR1984045",67,"CLOR",1984045,"06/17/84 00:00:00",1984,6,17,"P39",54.2,54.3333,14.25,14.4167,63,61,13.6,,"N",2,6,
"WCLOR1984046",67,"CLOR",1984046,"06/17/84 00:00:00",1984,6,17,"K11",54.2,54.3333,15.23,15.3833,31,0,8.1,,"N",6,6,
"WCLOR1984047",67,"CLOR",1984047,"06/18/84 00:00:00",1984,6,18,"L7",54.5,54.8333,17.32,17.5333,7,0,8.1,,"N",4,9,
"WCLOR1984048",67,"CLOR",1984048,"06/19/84 00:00:00",1984,6,19,"A",54.53,54.8833,17.58,17.9667,18,0,7.9,,"N",4,9,
"WCLOR1984049",67,"CLOR",1984049,"06/15/84 00:00:00",1984,6,15,"GDR250",56.05,56.0833,19.1,19.1667,125,0,7.97,,"N",4,9,
"WCLOR1985001",67,"CLOR",1985001,"06/23/85 00:00:00",1985,6,23,"ZN2",54.23,54.3833,18.5705,18.9508,15,0,0.42,,"N",4,4,
"WCLOR1985002",67,"CLOR",1985002,"06/23/85 00:00:00",1985,6,23,"ZN2",54.23,54.3833,18.5705,18.9508,15,13,7.4,,"N",4,4,
"WCLOR1985003",67,"CLOR",1985003,"06/23/85 00:00:00",1985,6,23,"P110",54.3,54.5,19.068,19.1133,70,0,7.4,,"N",4,4,
"WCLOR1985004",67,"CLOR",1985004,"06/23/85 00:00:00",1985,6,23,"P110",54.3,54.5,19.068,19.1133,70,68,9.5,,"N",4,4,
"WCLOR1985005",67,"CLOR",1985005,"06/23/85 00:00:00",1985,6,23,"P116",54.39,54.65,19.18,19.3,87,0,7.6,,"N",4,4,
"WCLOR1985006",67,"CLOR",1985006,"06/23/85 00:00:00",1985,6,23,"P116",54.39,54.65,19.18,19.3,87,84,11.3,,"N",4,4,
"WCLOR1985007",67,"CLOR",1985007,"06/23/85 00:00:00",1985,6,23,"P1",54.5,54.8333,19.2,19.3333,108,0,7.6,,"N",4,4,
"WCLOR1985008",67,"CLOR",1985008,"06/23/85 00:00:00",1985,6,23,"P1",54.5,54.8333,19.2,19.3333,108,40,7.7,,"N",4,4,
"WCLOR1985009",67,"CLOR",1985009,"06/23/85 00:00:00",1985,6,23,"P1",54.5,54.8333,19.2,19.3333,108,80,10.3,,"N",4,4,
"WCLOR1985010",67,"CLOR",1985010,"06/23/85 00:00:00",1985,6,23,"P1",54.5,54.8333,19.2,19.3333,108,104,11.5,,"N",4,4,
"WCLOR1985011",67,"CLOR",1985011,"06/20/85 00:00:00",1985,6,20,"P40",55.38,55.6333,18.36,18.6,85,0,7.6,,"N",4,9,
"WCLOR1985012",67,"CLOR",1985012,"06/20/85 00:00:00",1985,6,20,"P40",55.38,55.6333,18.36,18.6,85,30,7.7,,"N",4,9,
"WCLOR1985013",67,"CLOR",1985013,"06/20/85 00:00:00",1985,6,20,"P40",55.38,55.6333,18.36,18.6,85,82,10.8,,"N",4,9,
"WCLOR1985014",67,"CLOR",1985014,"06/20/85 00:00:00",1985,6,20,"P2",55.18,55.3,18,18,75,0,7.7,,"N",4,9,
"WCLOR1985015",67,"CLOR",1985015,"06/20/85 00:00:00",1985,6,20,"P2",55.18,55.3,18,18,75,50,7.7,,"N",4,9,
"WCLOR1985016",67,"CLOR",1985016,"06/20/85 00:00:00",1985,6,20,"P2",55.18,55.3,18,18,75,72,10.5,,"N",4,9,
"WCLOR1985017",67,"CLOR",1985017,"06/20/85 00:00:00",1985,6,20,"P3",55.13,55.2167,17.05,17.0833,75,0,7.7,,"N",4,6,
"WCLOR1985018",67,"CLOR",1985018,"06/20/85 00:00:00",1985,6,20,"P3",55.13,55.2167,17.05,17.0833,75,40,7.7,,"N",4,6,
"WCLOR1985019",67,"CLOR",1985019,"06/20/85 00:00:00",1985,6,20,"P3",55.13,55.2167,17.05,17.0833,75,70,10.5,,"N",4,6,
"WCLOR1985020",67,"CLOR",1985020,"06/21/85 00:00:00",1985,6,21,"P5",55.15,55.25,15.59,15.9833,91,0,7.3,,"N",6,6,
"WCLOR1985021",67,"CLOR",1985021,"06/21/85 00:00:00",1985,6,21,"P5",55.15,55.25,15.59,15.9833,91,88,15.7,,"N",6,6,
"WCLOR1985022",67,"CLOR",1985022,"06/21/85 00:00:00",1985,6,21,"P39",54.45,54.75,15.03,15.05,63,0,7.7,,"N",6,6,
"WCLOR1985023",67,"CLOR",1985023,"06/21/85 00:00:00",1985,6,21,"P39",54.45,54.75,15.03,15.05,63,20,7.7,,"N",6,6,
"WCLOR1985024",67,"CLOR",1985024,"06/21/85 00:00:00",1985,6,21,"P39",54.45,54.75,15.03,15.05,63,40,7.8,,"N",6,6,
"WCLOR1985025",67,"CLOR",1985025,"06/21/85 00:00:00",1985,6,21,"P39",54.45,54.75,15.03,15.05,63,60,12.3,,"N",6,6,
"WCLOR1985026",67,"CLOR",1985026,"06/21/85 00:00:00",1985,6,21,"B12",54.2,54.3333,14.25,14.4167,9,0,7.8,,"N",2,6,
"WCLOR1985027",67,"CLOR",1985027,"06/21/85 00:00:00",1985,6,21,"B12",54.2,54.3333,14.25,14.4167,9,7,7.8,,"N",2,6,
"WCLOR1985028",67,"CLOR",1985028,"06/22/85 00:00:00",1985,6,22,"B13",54.04,54.0667,14.15,14.25,14,0,7.6,,"N",2,6,
"WCLOR1985029",67,"CLOR",1985029,"06/22/85 00:00:00",1985,6,22,"B13",54.04,54.0667,14.15,14.25,14,12,7.6,,"N",2,6,
"WCLOR1985030",67,"CLOR",1985030,"06/22/85 00:00:00",1985,6,22,"L7",54.5,54.8333,17.32,17.5333,20,0,7.6,,"N",4,9,
"WCLOR1985031",67,"CLOR",1985031,"06/22/85 00:00:00",1985,6,22,"L7",54.5,54.8333,17.32,17.5333,20,18,7.7,,"N",4,9,
"WCLOR1985032",67,"CLOR",1985032,"06/23/85 00:00:00",1985,6,23,"R4",54.51,54.85,18.2,18.3333,17,0,7.72,,"N",4,4,
"WCLOR1985033",67,"CLOR",1985033,"06/23/85 00:00:00",1985,6,23,"R4",54.51,54.85,18.2,18.3333,17,14,7.77,,"N",4,4,
"WCLOR1985034",67,"CLOR",1985034,"06/22/85 00:00:00",1985,6,22,"Z",54.52,54.8667,18.01,18.0167,19,0,7.63,,"N",4,9,
"WCLOR1985035",67,"CLOR",1985035,"06/22/85 00:00:00",1985,6,22,"Z",54.52,54.8667,18.01,18.0167,19,15,7.69,,"N",4,9,
"WCLOR1986001",67,"CLOR",1986001,"06/29/86 00:00:00",1986,6,29,"K6",54.2405,54.4008,19.2605,19.4342,20,0,4,,"N",4,4,
"WCLOR1986002",67,"CLOR",1986002,"06/29/86 00:00:00",1986,6,29,"K6",54.2405,54.4008,19.2605,19.4342,20,17,7.3,,"N",4,4,
"WCLOR1986003",67,"CLOR",1986003,"06/23/86 00:00:00",1986,6,23,"P1",54.5,54.8333,19.2,19.3333,109,0,7.6,,"N",4,4,
"WCLOR1986004",67,"CLOR",1986004,"06/23/86 00:00:00",1986,6,23,"P1",54.5,54.8333,19.2,19.3333,109,30,7.6,,"N",4,4,
"WCLOR1986005",67,"CLOR",1986005,"06/23/86 00:00:00",1986,6,23,"P1",54.5,54.8333,19.2,19.3333,109,60,7.8,,"N",4,4,
"WCLOR1986006",67,"CLOR",1986006,"06/23/86 00:00:00",1986,6,23,"P1",54.5,54.8333,19.2,19.3333,109,90,10.9,,"N",4,4,
"WCLOR1986007",67,"CLOR",1986007,"06/23/86 00:00:00",1986,6,23,"P1",54.5,54.8333,19.2,19.3333,109,104,11,,"N",4,4,
"WCLOR1986008",67,"CLOR",1986008,"06/28/86 00:00:00",1986,6,28,"P116",54.3901,54.6502,19.1706,19.2843,88,0,7.6,,"N",4,4,
"WCLOR1986009",67,"CLOR",1986009,"06/28/86 00:00:00",1986,6,28,"P116",54.3901,54.6502,19.1706,19.2843,88,10,7.7,,"N",4,4,
"WCLOR1986010",67,"CLOR",1986010,"06/28/86 00:00:00",1986,6,28,"P116",54.3901,54.6502,19.1706,19.2843,88,84,10.5,,"N",4,4,
"WCLOR1986011",67,"CLOR",1986011,"06/29/86 00:00:00",1986,6,29,"P127",54.23,54.3833,19.08,19.1333,24,0,5.4,,"N",4,4,
"WCLOR1986012",67,"CLOR",1986012,"06/29/86 00:00:00",1986,6,29,"P127",54.23,54.3833,19.08,19.1333,24,21,7.4,,"N",4,4,
"WCLOR1986013",67,"CLOR",1986013,"06/29/86 00:00:00",1986,6,29,"P110",54.3,54.5,19.0608,19.1013,70,0,6.8,,"N",4,4,
"WCLOR1986014",67,"CLOR",1986014,"06/29/86 00:00:00",1986,6,29,"P110",54.3,54.5,19.0608,19.1013,70,67,0.93,,"N",4,4,
"WCLOR1986015",67,"CLOR",1986015,"06/24/86 00:00:00",1986,6,24,"P63",55.21,55.35,19.0305,19.0508,83,0,7.7,,"N",4,9,
"WCLOR1986016",67,"CLOR",1986016,"06/24/86 00:00:00",1986,6,24,"P63",55.21,55.35,19.0305,19.0508,83,80,0.99,,"N",4,9,
"WCLOR1986017",67,"CLOR",1986017,"06/29/86 00:00:00",1986,6,29,"2N2",54.23,54.3833,18.5705,18.9508,15,0,4.3,,"N",4,4,
"WCLOR1986018",67,"CLOR",1986018,"06/29/86 00:00:00",1986,6,29,"ZN2",54.23,54.3833,18.5705,18.9508,15,13,6.9,,"N",4,4,
"WCLOR1986019",67,"CLOR",1986019,"06/29/86 00:00:00",1986,6,29,"P104",54.3409,54.5682,18.4704,18.784,56,0,6.5,,"N",4,4,
"WCLOR1986020",67,"CLOR",1986020,"06/29/86 00:00:00",1986,6,29,"NP",54.2701,54.4502,18.3909,18.6515,12,0,7.2,,"N",4,4,
"WCLOR1986021",67,"CLOR",1986021,"06/29/86 00:00:00",1986,6,29,"NP",54.2701,54.4502,18.3909,18.6515,12,10,7.2,,"N",4,4,
"WCLOR1986022",67,"CLOR",1986022,"06/24/86 00:00:00",1986,6,24,"P40",55.38,55.6333,18.36,18.6,94,0,7.6,,"N",4,9,
"WCLOR1986023",67,"CLOR",1986023,"06/24/86 00:00:00",1986,6,24,"P40",55.38,55.6333,18.36,18.6,94,90,9.9,,"N",4,9,
"WCLOR1986024",67,"CLOR",1986024,"06/28/86 00:00:00",1986,6,28,"R4",54.53,54.8833,18.2202,18.367,17,0,7.4,,"N",4,9,
"WCLOR1986025",67,"CLOR",1986025,"06/28/86 00:00:00",1986,6,28,"R4",54.53,54.8833,18.2202,18.367,17,14,7.6,,"N",4,9,
"WCLOR1986026",67,"CLOR",1986026,"06/28/86 00:00:00",1986,6,28,"Z1",54.5205,54.8675,18.0505,18.0842,19,0,7.5,,"N",4,9,
"WCLOR1986027",67,"CLOR",1986027,"06/28/86 00:00:00",1986,6,28,"Z1",54.5205,54.8675,18.0505,18.0842,19,17,7.8,,"N",4,9,
"WCLOR1986029",67,"CLOR",1986029,"06/28/86 00:00:00",1986,6,28,"4P7",54.5005,54.8342,18.0404,18.0673,7,0,0.76,,"N",4,9,
"WCLOR1986030",67,"CLOR",1986030,"06/24/86 00:00:00",1986,6,24,"P2",55.1705,55.2842,18,18,75,0,0.77,,"N",4,9,
"WCLOR1986031",67,"CLOR",1986031,"06/24/86 00:00:00",1986,6,24,"P2",55.1705,55.2842,18,18,75,73,10.9,,"N",4,9,
"WCLOR1986032",67,"CLOR",1986032,"06/25/86 00:00:00",1986,6,25,"L7",54.5,54.8333,17.3201,17.5335,21,0,7.8,,"N",4,9,
"WCLOR1986033",67,"CLOR",1986033,"06/25/86 00:00:00",1986,6,25,"P3",55.13,55.2167,17.0404,17.0673,93,0,7.6,,"N",4,6,
"WCLOR1986034",67,"CLOR",1986034,"06/25/86 00:00:00",1986,6,25,"P3",55.13,55.2167,17.0404,17.0673,93,90,11.7,,"N",4,6,
"WCLOR1986035",67,"CLOR",1986035,"06/28/86 00:00:00",1986,6,28,"P16",54.38,54.6333,16.48,16.8,20,0,7.8,,"N",4,6,
"WCLOR1986036",67,"CLOR",1986036,"06/28/86 00:00:00",1986,6,28,"P16",54.38,54.6333,16.48,16.8,20,17,0.79,,"N",4,6,
"WCLOR1986037",67,"CLOR",1986037,"06/27/86 00:00:00",1986,6,27,"M3",54.27,54.45,15.59,15.9833,36,0,7.8,,"N",6,6,
"WCLOR1986038",67,"CLOR",1986038,"06/27/86 00:00:00",1986,6,27,"M3",54.27,54.45,15.59,15.9833,36,33,7.9,,"N",6,6,
"WCLOR1986039",67,"CLOR",1986039,"06/26/86 00:00:00",1986,6,26,"P5",55.15,55.25,15.59,15.9833,91,0,7.7,,"N",6,6,
"WCLOR1986040",67,"CLOR",1986040,"06/26/86 00:00:00",1986,6,26,"P5",55.15,55.25,15.59,15.9833,91,87,15.1,,"N",6,6,
"WCLOR1986041",67,"CLOR",1986041,"06/27/86 00:00:00",1986,6,27,"K3",54.1205,54.2008,15.32,15.5333,13,0,7.5,,"N",6,6,
"WCLOR1986042",67,"CLOR",1986042,"06/27/86 00:00:00",1986,6,27,"K3",54.1205,54.2008,15.32,15.5333,13,10,7.6,,"N",6,6,
"WCLOR1986043",67,"CLOR",1986043,"06/26/86 00:00:00",1986,6,26,"P39",54.4405,54.7342,15.08,15.1333,63,0,7.7,,"N",6,6,
"WCLOR1986044",67,"CLOR",1986044,"06/26/86 00:00:00",1986,6,26,"P39",54.4405,54.7342,15.08,15.1333,63,20,7.7,,"N",6,6,
"WCLOR1986045",67,"CLOR",1986045,"06/26/86 00:00:00",1986,6,26,"P39",54.4405,54.7342,15.08,15.1333,63,40,7.9,,"N",6,6,
"WCLOR1986046",67,"CLOR",1986046,"06/26/86 00:00:00",1986,6,26,"P39",54.4405,54.7342,15.08,15.1333,63,60,12.2,,"N",6,6,
"WCLOR1986047",67,"CLOR",1986047,"06/27/86 00:00:00",1986,6,27,"B15",54.0405,54.0675,14.4105,14.6842,14,0,7.3,,"N",2,6,
"WCLOR1986048",67,"CLOR",1986048,"06/27/86 00:00:00",1986,6,27,"B15",54.0405,54.0675,14.4105,14.6842,14,12,7.5,,"N",2,6,
"WCLOR1986049",67,"CLOR",1986049,"06/26/86 00:00:00",1986,6,26,"B12",54.1905,54.3175,14.2501,14.4168,9,0,7.5,,"N",2,6,
"WCLOR1986050",67,"CLOR",1986050,"06/26/86 00:00:00",1986,6,26,"B12",54.1905,54.3175,14.2501,14.4168,9,6,7.5,,"N",2,6,
"WCLOR1986051",67,"CLOR",1986051,"06/26/86 00:00:00",1986,6,26,"B13",54.04,54.0667,14.15,14.25,14,0,6.7,,"N",2,6,
"WCLOR1986052",67,"CLOR",1986052,"06/26/86 00:00:00",1986,6,26,"B13",54.04,54.0667,14.15,14.25,14,12,7.3,,"N",2,6,
"WCLOR1987001",67,"CLOR",1987001,"07/01/87 00:00:00",1987,7,1,"P1",54.5,54.8333,19.2,19.3333,109,0,7.59,,"N",4,4,
"WCLOR1987002",67,"CLOR",1987002,"07/01/87 00:00:00",1987,7,1,"P1",54.5,54.8333,19.2,19.3333,109,25,7.61,,"N",4,4,
"WCLOR1987003",67,"CLOR",1987003,"07/01/87 00:00:00",1987,7,1,"P1",54.5,54.8333,19.2,19.3333,109,75,8.390000000000001,,"N",4,4,
"WCLOR1987004",67,"CLOR",1987004,"07/01/87 00:00:00",1987,7,1,"P1",54.5,54.8333,19.2,19.3333,109,104,11.75,,"N",4,4,
"WCLOR1987005",67,"CLOR",1987005,"06/25/87 00:00:00",1987,6,25,"P63",55.21,55.35,19.0305,19.0508,82,0,7.56,,"N",4,9,
"WCLOR1987006",67,"CLOR",1987006,"06/25/87 00:00:00",1987,6,25,"P63",55.21,55.35,19.0305,19.0508,82,79,9.66,,"N",4,9,
"WCLOR1987007",67,"CLOR",1987007,"06/25/87 00:00:00",1987,6,25,"P140",55.33,55.55,18.24,18.4,90,0,7.75,,"N",4,9,
"WCLOR1987008",67,"CLOR",1987008,"06/25/87 00:00:00",1987,6,25,"P140",55.33,55.55,18.24,18.4,90,50,7.83,,"N",4,9,
"WCLOR1987009",67,"CLOR",1987009,"06/25/87 00:00:00",1987,6,25,"P140",55.33,55.55,18.24,18.4,90,84,9.69,,"N",4,9,
"WCLOR1987010",67,"CLOR",1987010,"06/26/87 00:00:00",1987,6,26,"P2",55.1705,55.2842,18,18,75,0,7.64,,"N",4,9,
"WCLOR1987011",67,"CLOR",1987011,"06/02/87 00:00:00",1987,6,2,"P2",55.1705,55.2842,18,18,75,73,11.02,,"N",4,9,
"WCLOR1987012",67,"CLOR",1987012,"06/26/87 00:00:00",1987,6,26,"P3",55.13,55.2167,17.04,17.0667,93,0,7.56,,"N",4,6,
"WCLOR1987013",67,"CLOR",1987013,"06/26/87 00:00:00",1987,6,26,"P3",55.13,55.2167,17.04,17.0667,93,50,7.75,,"N",4,6,
"WCLOR1987014",67,"CLOR",1987014,"06/26/87 00:00:00",1987,6,26,"P3",55.13,55.2167,17.04,17.0667,93,86,11.79,,"N",4,6,
"WCLOR1987015",67,"CLOR",1987015,"06/30/87 00:00:00",1987,6,30,"L7",54.5,54.8333,17.3201,17.5335,21,0,7.56,,"N",4,9,
"WCLOR1987016",67,"CLOR",1987016,"06/27/87 00:00:00",1987,6,27,"P5",55.15,55.25,15.59,15.9833,91,0,7.56,,"N",6,6,
"WCLOR1987017",67,"CLOR",1987017,"06/27/87 00:00:00",1987,6,27,"P5",55.15,55.25,15.59,15.9833,91,25,7.56,,"N",6,6,
"WCLOR1987018",67,"CLOR",1987018,"06/27/87 00:00:00",1987,6,27,"P5",55.15,55.25,15.59,15.9833,91,50,7.94,,"N",6,6,
"WCLOR1987019",67,"CLOR",1987019,"06/27/87 00:00:00",1987,6,27,"P5",55.15,55.25,15.59,15.9833,91,75,13.47,,"N",6,6,
"WCLOR1987020",67,"CLOR",1987020,"06/27/87 00:00:00",1987,6,27,"P5",55.15,55.25,15.59,15.9833,91,85,14.75,,"N",6,6,
"WCLOR1987021",67,"CLOR",1987021,"06/28/87 00:00:00",1987,6,28,"P39",54.445,54.7417,15.08,15.1333,63,0,7.52,,"N",6,6,
"WCLOR1987022",67,"CLOR",1987022,"06/28/87 00:00:00",1987,6,28,"P39",54.445,54.7417,15.08,15.1333,63,30,7.54,,"N",6,6,
"WCLOR1987023",67,"CLOR",1987023,"06/28/87 00:00:00",1987,6,28,"P39",54.445,54.7417,15.08,15.1333,63,60,11.45,,"N",6,6,
"WCLOR1987024",67,"CLOR",1987024,"06/28/87 00:00:00",1987,6,28,"B12",54.1905,54.3175,14.2501,14.4168,9,0,7.38,,"N",2,6,
"WCLOR1987025",67,"CLOR",1987025,"06/28/87 00:00:00",1987,6,28,"B12",54.1905,54.3175,14.2501,14.4168,9,6,7.36,,"N",2,6,
"WCLOR1987026",67,"CLOR",1987026,"06/27/87 00:00:00",1987,6,27,"B13",54.04,54.0667,14.15,14.25,14,0,6.91,,"N",2,6,
"WCLOR1987027",67,"CLOR",1987027,"06/27/87 00:00:00",1987,6,27,"B13",54.04,54.0667,14.15,14.25,14,12,6.98,,"N",2,6,
"WCLOR1987028",67,"CLOR",1987028,"06/28/87 00:00:00",1987,6,28,"B15",54.0405,54.0675,14.4105,14.6842,14,0,5.53,,"N",2,6,
"WCLOR1987029",67,"CLOR",1987029,"06/28/87 00:00:00",1987,6,28,"B15",54.0405,54.0675,14.4105,14.6842,14,7,6.42,,"N",2,6,
"WCLOR1987030",67,"CLOR",1987030,"06/29/87 00:00:00",1987,6,29,"K3",54.1205,54.2008,15.32,15.5333,13,0,6.07,,"N",6,6,
"WCLOR1987031",67,"CLOR",1987031,"06/29/87 00:00:00",1987,6,29,"K3",54.1205,54.2008,15.32,15.5333,13,11,7.17,,"N",6,6,
"WCLOR1987032",67,"CLOR",1987032,"06/29/87 00:00:00",1987,6,29,"M3",54.27,54.45,15.59,15.9833,36,0,7.52,,"N",6,6,
"WCLOR1987033",67,"CLOR",1987033,"06/29/87 00:00:00",1987,6,29,"M3",54.27,54.45,15.59,15.9833,36,34,8.57,,"N",6,6,
"WCLOR1987034",67,"CLOR",1987034,"06/30/87 00:00:00",1987,6,30,"P16",54.38,54.6333,16.48,16.8,20,0,7.21,,"N",4,6,
"WCLOR1987035",67,"CLOR",1987035,"06/30/87 00:00:00",1987,6,30,"P16",54.38,54.6333,16.48,16.8,20,18,7.57,,"N",4,6,
"WCLOR1987036",67,"CLOR",1987036,"06/30/87 00:00:00",1987,6,30,"Z1",54.5205,54.8675,18.05,18.0833,19,0,7.21,,"N",4,9,
